Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Red Sox Batting Tied 0-0 Yankees' Jon Lieber facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Jon Lieber facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Jon Lieber facing 1-2-3,,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Jon Lieber facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Jon Lieber facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Jon Lieber facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Jon Lieber facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Jon Lieber facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Jon Lieber facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Jon Lieber facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Jon Lieber facing 1-2-3
t1,0-0,0,"______, ______, ______",4(2-1) BBCX,O,BOS,J. Damon,J. Lieber,2%,52%,Groundout: 1B unassisted
t1,0-0,1,"______, ______, ______",1(0-0) X,O,BOS,M. Bellhorn,J. Lieber,2%,54%,Popfly: SS
t1,0-0,2,"______, ______, ______",4(1-2) CFBS,O,BOS,M. Ramirez,J. Lieber,1%,55%,Strikeout Swinging
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Yankees 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Yankees 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Yankees 0.
Bottom of the 1st Yankees Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Yankees Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Yankees Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,,Bottom of the 1st Yankees Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Yankees Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Yankees Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Yankees Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Yankees Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Yankees Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Yankees Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Yankees Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3
b1,0-0,0,"______, ______, ______",4(3-0) BBBB,,NYY,D. Jeter,P. Martinez,3%,58%,Walk
b1,0-0,0,"D. Jeter, ______, ______",1(0-0) >B,,NYY,A. Rodriguez,P. Martinez,2%,61%,D. Jeter Steals 2B
b1,0-0,0,"______, D. Jeter, ______",5(2-2) >B.*BCFH,,NYY,A. Rodriguez,P. Martinez,3%,64%,Hit By Pitch
b1,0-0,0,"A. Rodriguez, D. Jeter, ______",1(0-0) X,R,NYY,G. Sheffield,P. Martinez,8%,72%,Single to CF (Line Drive); D. Jeter Scores; A. Rodriguez to 2B
b1,1-0,0,"G. Sheffield, A. Rodriguez, ______",4(0-2) CCFC,O,NYY,H. Matsui,P. Martinez,-4%,67%,Strikeout Looking
b1,1-0,1,"G. Sheffield, A. Rodriguez, ______",5(2-2) CSB*BC,O,NYY,B. Williams,P. Martinez,-4%,64%,Strikeout Looking
b1,1-0,2,"G. Sheffield, A. Rodriguez, ______",7(2-2) BC*BCFFX,O,NYY,J. Posada,P. Martinez,-4%,60%,Groundout: 2B-1B
,,,,,,,,,1 run 1 hit 0 errors 2 LOB. Red Sox 0 Yankees 1.,1 run 1 hit 0 errors 2 LOB. Red Sox 0 Yankees 1.,1 run 1 hit 0 errors 2 LOB. Red Sox 0 Yankees 1.
Top of the 2nd Red Sox Batting Behind 0-1 Yankees' Jon Lieber facing 4-5-6,Top of the 2nd Red Sox Batting Behind 0-1 Yankees' Jon Lieber facing 4-5-6,Top of the 2nd Red Sox Batting Behind 0-1 Yankees' Jon Lieber facing 4-5-6,,Top of the 2nd Red Sox Batting Behind 0-1 Yankees' Jon Lieber facing 4-5-6,Top of the 2nd Red Sox Batting Behind 0-1 Yankees' Jon Lieber facing 4-5-6,Top of the 2nd Red Sox Batting Behind 0-1 Yankees' Jon Lieber facing 4-5-6,Top of the 2nd Red Sox Batting Behind 0-1 Yankees' Jon Lieber facing 4-5-6,Top of the 2nd Red Sox Batting Behind 0-1 Yankees' Jon Lieber facing 4-5-6,Top of the 2nd Red Sox Batting Behind 0-1 Yankees' Jon Lieber facing 4-5-6,Top of the 2nd Red Sox Batting Behind 0-1 Yankees' Jon Lieber facing 4-5-6,Top of the 2nd Red Sox Batting Behind 0-1 Yankees' Jon Lieber facing 4-5-6
t2,0-1,0,"______, ______, ______",5(3-1) BBBCB,,BOS,D. Ortiz,J. Lieber,-4%,56%,Walk
t2,0-1,0,"D. Ortiz, ______, ______",3(2-0) BBX,O,BOS,K. Millar,J. Lieber,4%,60%,Popfly: SS
t2,0-1,1,"D. Ortiz, ______, ______",2(0-1) CX,O,BOS,T. Nixon,J. Lieber,3%,63%,Flyball: LF
t2,0-1,2,"D. Ortiz, ______, ______",1(0-0) X,O,BOS,J. Varitek,J. Lieber,2%,65%,Groundout: 2B-1B
,,,,,,,,,0 runs 0 hits 0 errors 1 LOB. Red Sox 0 Yankees 1.,0 runs 0 hits 0 errors 1 LOB. Red Sox 0 Yankees 1.,0 runs 0 hits 0 errors 1 LOB. Red Sox 0 Yankees 1.
Bottom of the 2nd Yankees Batting Ahead 1-0 Red Sox' Pedro Martinez facing 7-8-9,Bottom of the 2nd Yankees Batting Ahead 1-0 Red Sox' Pedro Martinez facing 7-8-9,Bottom of the 2nd Yankees Batting Ahead 1-0 Red Sox' Pedro Martinez facing 7-8-9,,Bottom of the 2nd Yankees Batting Ahead 1-0 Red Sox' Pedro Martinez facing 7-8-9,Bottom of the 2nd Yankees Batting Ahead 1-0 Red Sox' Pedro Martinez facing 7-8-9,Bottom of the 2nd Yankees Batting Ahead 1-0 Red Sox' Pedro Martinez facing 7-8-9,Bottom of the 2nd Yankees Batting Ahead 1-0 Red Sox' Pedro Martinez facing 7-8-9,Bottom of the 2nd Yankees Batting Ahead 1-0 Red Sox' Pedro Martinez facing 7-8-9,Bottom of the 2nd Yankees Batting Ahead 1-0 Red Sox' Pedro Martinez facing 7-8-9,Bottom of the 2nd Yankees Batting Ahead 1-0 Red Sox' Pedro Martinez facing 7-8-9,Bottom of the 2nd Yankees Batting Ahead 1-0 Red Sox' Pedro Martinez facing 7-8-9
b2,1-0,0,"______, ______, ______",3(1-1) BCX,O,NYY,J. Olerud,P. Martinez,-2%,63%,Groundout: 2B-1B
b2,1-0,1,"______, ______, ______",6(3-2) CBBFBB,,NYY,M. Cairo,P. Martinez,2%,65%,Walk
b2,1-0,1,"M. Cairo, ______, ______",1(0-0) X,,NYY,K. Lofton,P. Martinez,3%,69%,Single to CF (Line Drive); M. Cairo to 2B
b2,1-0,1,"K. Lofton, M. Cairo, ______",3(2-0) BBX,O,NYY,D. Jeter,P. Martinez,-3%,65%,Flyball: CF; M. Cairo to 3B
b2,1-0,2,"K. Lofton, ______, M. Cairo",7(3-2) >FB1CB1FB>C,O,NYY,A. Rodriguez,P. Martinez,-5%,61%,Strikeout Looking
,,,,,,,,,0 runs 1 hit 0 errors 2 LOB. Red Sox 0 Yankees 1.,0 runs 1 hit 0 errors 2 LOB. Red Sox 0 Yankees 1.,0 runs 1 hit 0 errors 2 LOB. Red Sox 0 Yankees 1.
Top of the 3rd Red Sox Batting Behind 0-1 Yankees' Jon Lieber facing 8-9-1,Top of the 3rd Red Sox Batting Behind 0-1 Yankees' Jon Lieber facing 8-9-1,Top of the 3rd Red Sox Batting Behind 0-1 Yankees' Jon Lieber facing 8-9-1,,Top of the 3rd Red Sox Batting Behind 0-1 Yankees' Jon Lieber facing 8-9-1,Top of the 3rd Red Sox Batting Behind 0-1 Yankees' Jon Lieber facing 8-9-1,Top of the 3rd Red Sox Batting Behind 0-1 Yankees' Jon Lieber facing 8-9-1,Top of the 3rd Red Sox Batting Behind 0-1 Yankees' Jon Lieber facing 8-9-1,Top of the 3rd Red Sox Batting Behind 0-1 Yankees' Jon Lieber facing 8-9-1,Top of the 3rd Red Sox Batting Behind 0-1 Yankees' Jon Lieber facing 8-9-1,Top of the 3rd Red Sox Batting Behind 0-1 Yankees' Jon Lieber facing 8-9-1,Top of the 3rd Red Sox Batting Behind 0-1 Yankees' Jon Lieber facing 8-9-1
