Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Astros Batting Tied 0-0 Cardinals' Woody Williams facing 1-2-3,Top of the 1st Astros Batting Tied 0-0 Cardinals' Woody Williams facing 1-2-3,Top of the 1st Astros Batting Tied 0-0 Cardinals' Woody Williams facing 1-2-3,,Top of the 1st Astros Batting Tied 0-0 Cardinals' Woody Williams facing 1-2-3,Top of the 1st Astros Batting Tied 0-0 Cardinals' Woody Williams facing 1-2-3,Top of the 1st Astros Batting Tied 0-0 Cardinals' Woody Williams facing 1-2-3,Top of the 1st Astros Batting Tied 0-0 Cardinals' Woody Williams facing 1-2-3,Top of the 1st Astros Batting Tied 0-0 Cardinals' Woody Williams facing 1-2-3,Top of the 1st Astros Batting Tied 0-0 Cardinals' Woody Williams facing 1-2-3,Top of the 1st Astros Batting Tied 0-0 Cardinals' Woody Williams facing 1-2-3,Top of the 1st Astros Batting Tied 0-0 Cardinals' Woody Williams facing 1-2-3
t1,0-0,0,"______, ______, ______",6(2-2) BFBFFX,,HOU,C. Biggio,W. Williams,-4%,46%,Single to CF (Line Drive)
t1,0-0,0,"C. Biggio, ______, ______",5(2-2) C*BBFX,RR,HOU,C. Beltran,W. Williams,-15%,31%,Home Run (Line Drive); C. Biggio Scores
t1,2-0,0,"______, ______, ______",5(2-2) FCBBX,O,HOU,J. Bagwell,W. Williams,2%,33%,Groundout: 3B-1B
t1,2-0,1,"______, ______, ______",5(2-2) BBFFC,O,HOU,L. Berkman,W. Williams,1%,34%,Strikeout Looking
t1,2-0,2,"______, ______, ______",1(0-0) X,O,HOU,J. Kent,W. Williams,1%,35%,Popfly: 2B
,,,,,,,,,2 runs 2 hits 0 errors 0 LOB. Astros 2 Cardinals 0.,2 runs 2 hits 0 errors 0 LOB. Astros 2 Cardinals 0.,2 runs 2 hits 0 errors 0 LOB. Astros 2 Cardinals 0.
Bottom of the 1st Cardinals Batting Behind 0-2 Astros' Brandon Backe facing 1-2-3,Bottom of the 1st Cardinals Batting Behind 0-2 Astros' Brandon Backe facing 1-2-3,Bottom of the 1st Cardinals Batting Behind 0-2 Astros' Brandon Backe facing 1-2-3,,Bottom of the 1st Cardinals Batting Behind 0-2 Astros' Brandon Backe facing 1-2-3,Bottom of the 1st Cardinals Batting Behind 0-2 Astros' Brandon Backe facing 1-2-3,Bottom of the 1st Cardinals Batting Behind 0-2 Astros' Brandon Backe facing 1-2-3,Bottom of the 1st Cardinals Batting Behind 0-2 Astros' Brandon Backe facing 1-2-3,Bottom of the 1st Cardinals Batting Behind 0-2 Astros' Brandon Backe facing 1-2-3,Bottom of the 1st Cardinals Batting Behind 0-2 Astros' Brandon Backe facing 1-2-3,Bottom of the 1st Cardinals Batting Behind 0-2 Astros' Brandon Backe facing 1-2-3,Bottom of the 1st Cardinals Batting Behind 0-2 Astros' Brandon Backe facing 1-2-3
b1,0-2,0,"______, ______, ______",2(0-1) CX,O,STL,T. Womack,B. Backe,-2%,33%,Lineout: LF
b1,0-2,1,"______, ______, ______",7(3-2) CCBBFBX,,STL,L. Walker,B. Backe,7%,39%,Triple to CF (Line Drive)
b1,0-2,1,"______, ______, L. Walker",3(2-0) BBX,RR,STL,A. Pujols,B. Backe,13%,53%,Home Run (Line Drive to CF-RF); L. Walker Scores
b1,2-2,1,"______, ______, ______",4(2-1) BCBX,O,STL,S. Rolen,B. Backe,-2%,51%,Groundout: SS-1B
b1,2-2,2,"______, ______, ______",6(2-2) FBFBFX,,STL,J. Edmonds,B. Backe,1%,52%,Single to RF (Line Drive)
b1,2-2,2,"J. Edmonds, ______, ______",6(2-2) *BF1CBFS,O,STL,E. Renteria,B. Backe,-2%,50%,Strikeout Swinging
,,,,,,,,,2 runs 3 hits 0 errors 1 LOB. Astros 2 Cardinals 2.,2 runs 3 hits 0 errors 1 LOB. Astros 2 Cardinals 2.,2 runs 3 hits 0 errors 1 LOB. Astros 2 Cardinals 2.
