Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Cardinals Batting Tied 0-0 Astros' Roy Oswalt facing 1-2-3,Top of the 1st Cardinals Batting Tied 0-0 Astros' Roy Oswalt facing 1-2-3,Top of the 1st Cardinals Batting Tied 0-0 Astros' Roy Oswalt facing 1-2-3,,Top of the 1st Cardinals Batting Tied 0-0 Astros' Roy Oswalt facing 1-2-3,Top of the 1st Cardinals Batting Tied 0-0 Astros' Roy Oswalt facing 1-2-3,Top of the 1st Cardinals Batting Tied 0-0 Astros' Roy Oswalt facing 1-2-3,Top of the 1st Cardinals Batting Tied 0-0 Astros' Roy Oswalt facing 1-2-3,Top of the 1st Cardinals Batting Tied 0-0 Astros' Roy Oswalt facing 1-2-3,Top of the 1st Cardinals Batting Tied 0-0 Astros' Roy Oswalt facing 1-2-3,Top of the 1st Cardinals Batting Tied 0-0 Astros' Roy Oswalt facing 1-2-3,Top of the 1st Cardinals Batting Tied 0-0 Astros' Roy Oswalt facing 1-2-3
t1,0-0,0,"______, ______, ______",3(0-2) CSX,O,STL,T. Womack,R. Oswalt,2%,52%,Groundout: P-1B
t1,0-0,1,"______, ______, ______",6(3-2) CBBFBB,,STL,L. Walker,R. Oswalt,-2%,50%,Walk
t1,0-0,1,"L. Walker, ______, ______",3(2-0) BBX,RR,STL,A. Pujols,R. Oswalt,-16%,33%,Home Run (Fly Ball); L. Walker Scores
t1,2-0,1,"______, ______, ______",3(0-2) FSX,,STL,S. Rolen,R. Oswalt,-3%,30%,Double to LF (Line Drive)
t1,2-0,1,"______, S. Rolen, ______",4(2-1) FBBX,O,STL,J. Edmonds,R. Oswalt,2%,33%,Groundout: 1B unassisted; S. Rolen to 3B
t1,2-0,2,"______, ______, S. Rolen",7(3-2) FFBB*BFB,,STL,E. Renteria,R. Oswalt,-1%,32%,Walk
t1,2-0,2,"E. Renteria, ______, S. Rolen",3(1-1) C1*BX,R,STL,J. Mabry,R. Oswalt,-8%,24%,Single to LF (Fly Ball); S. Rolen Scores; E. Renteria to 3B
t1,3-0,2,"J. Mabry, ______, E. Renteria",3(0-2) FCX,O,STL,Y. Molina,R. Oswalt,3%,27%,Groundout: 3B-2B/Forceout at 2B
,,,,,,,,,3 runs 3 hits 0 errors 2 LOB. Cardinals 3 Astros 0.,3 runs 3 hits 0 errors 2 LOB. Cardinals 3 Astros 0.,3 runs 3 hits 0 errors 2 LOB. Cardinals 3 Astros 0.
Bottom of the 1st Astros Batting Behind 0-3 Cardinals' Jason Marquis facing 1-2-3,Bottom of the 1st Astros Batting Behind 0-3 Cardinals' Jason Marquis facing 1-2-3,Bottom of the 1st Astros Batting Behind 0-3 Cardinals' Jason Marquis facing 1-2-3,,Bottom of the 1st Astros Batting Behind 0-3 Cardinals' Jason Marquis facing 1-2-3,Bottom of the 1st Astros Batting Behind 0-3 Cardinals' Jason Marquis facing 1-2-3,Bottom of the 1st Astros Batting Behind 0-3 Cardinals' Jason Marquis facing 1-2-3,Bottom of the 1st Astros Batting Behind 0-3 Cardinals' Jason Marquis facing 1-2-3,Bottom of the 1st Astros Batting Behind 0-3 Cardinals' Jason Marquis facing 1-2-3,Bottom of the 1st Astros Batting Behind 0-3 Cardinals' Jason Marquis facing 1-2-3,Bottom of the 1st Astros Batting Behind 0-3 Cardinals' Jason Marquis facing 1-2-3,Bottom of the 1st Astros Batting Behind 0-3 Cardinals' Jason Marquis facing 1-2-3
b1,0-3,0,"______, ______, ______",4(2-1) BCBX,O,HOU,C. Biggio,J. Marquis,-2%,25%,Groundout: SS-1B
b1,0-3,1,"______, ______, ______",4(3-0) BBBB,,HOU,C. Beltran,J. Marquis,2%,27%,Walk
b1,0-3,1,"C. Beltran, ______, ______",4(1-2) CFBX,R,HOU,J. Bagwell,J. Marquis,10%,37%,Double to CF (Line Drive); C. Beltran Scores
b1,1-3,1,"______, J. Bagwell, ______",5(3-1) FBBBB,,HOU,L. Berkman,J. Marquis,2%,40%,Walk
b1,1-3,1,"L. Berkman, J. Bagwell, ______",3(0-2) CSC,O,HOU,J. Kent,J. Marquis,-5%,35%,Strikeout Looking
b1,1-3,2,"L. Berkman, J. Bagwell, ______",3(2-0) BBX,O,HOU,M. Ensberg,J. Marquis,-4%,31%,Flyball: CF
,,,,,,,,,1 run 1 hit 0 errors 2 LOB. Cardinals 3 Astros 1.,1 run 1 hit 0 errors 2 LOB. Cardinals 3 Astros 1.,1 run 1 hit 0 errors 2 LOB. Cardinals 3 Astros 1.
Top of the 2nd Cardinals Batting Ahead 3-1 Astros' Roy Oswalt facing 9-1-2,Top of the 2nd Cardinals Batting Ahead 3-1 Astros' Roy Oswalt facing 9-1-2,Top of the 2nd Cardinals Batting Ahead 3-1 Astros' Roy Oswalt facing 9-1-2,,Top of the 2nd Cardinals Batting Ahead 3-1 Astros' Roy Oswalt facing 9-1-2,Top of the 2nd Cardinals Batting Ahead 3-1 Astros' Roy Oswalt facing 9-1-2,Top of the 2nd Cardinals Batting Ahead 3-1 Astros' Roy Oswalt facing 9-1-2,Top of the 2nd Cardinals Batting Ahead 3-1 Astros' Roy Oswalt facing 9-1-2,Top of the 2nd Cardinals Batting Ahead 3-1 Astros' Roy Oswalt facing 9-1-2,Top of the 2nd Cardinals Batting Ahead 3-1 Astros' Roy Oswalt facing 9-1-2,Top of the 2nd Cardinals Batting Ahead 3-1 Astros' Roy Oswalt facing 9-1-2,Top of the 2nd Cardinals Batting Ahead 3-1 Astros' Roy Oswalt facing 9-1-2
t2,3-1,0,"______, ______, ______",1(0-0) X,O,STL,J. Marquis,R. Oswalt,2%,32%,Groundout: SS-1B
t2,3-1,1,"______, ______, ______",6(3-2) BCBSBX,O,STL,T. Womack,R. Oswalt,1%,34%,Groundout: 2B-1B
t2,3-1,2,"______, ______, ______",8(3-2) CSBBFFBX,O,STL,L. Walker,R. Oswalt,1%,34%,Popfly: 3B
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Cardinals 3 Astros 1.,0 runs 0 hits 0 errors 0 LOB. Cardinals 3 Astros 1.,0 runs 0 hits 0 errors 0 LOB. Cardinals 3 Astros 1.
