Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Red Sox Batting Tied 0-0 Yankees' Kevin Brown facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Kevin Brown facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Kevin Brown facing 1-2-3,,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Kevin Brown facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Kevin Brown facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Kevin Brown facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Kevin Brown facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Kevin Brown facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Kevin Brown facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Kevin Brown facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Kevin Brown facing 1-2-3
t1,0-0,0,"______, ______, ______",6(2-2) BCFFBX,,BOS,J. Damon,K. Brown,3%,53%,Single to LF (Ground Ball)
t1,0-0,0,"J. Damon, ______, ______",3(0-2) C1F1>B,,BOS,M. Bellhorn,K. Brown,2%,56%,J. Damon Steals 2B
t1,0-0,0,"______, J. Damon, ______",6(3-2) C1F1>B.BBS,O,BOS,M. Bellhorn,K. Brown,-4%,52%,Strikeout Swinging
t1,0-0,1,"______, J. Damon, ______",3(1-1) BC2X,O,BOS,M. Ramirez,K. Brown,-4%,47%,Single to LF (Ground Ball); J. Damon out at Hm/LF-SS-C
t1,0-0,2,"M. Ramirez, ______, ______",1(0-0) X,RR,BOS,D. Ortiz,K. Brown,17%,65%,Home Run (Fly Ball); M. Ramirez Scores
t1,2-0,2,"______, ______, ______",7(1-2) CSBFFFX,O,BOS,J. Varitek,K. Brown,-1%,64%,Groundout: P unassisted
,,,,,,,,,2 runs 3 hits 0 errors 0 LOB. Red Sox 2 Yankees 0.,2 runs 3 hits 0 errors 0 LOB. Red Sox 2 Yankees 0.,2 runs 3 hits 0 errors 0 LOB. Red Sox 2 Yankees 0.
Bottom of the 1st Yankees Batting Behind 0-2 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Yankees Batting Behind 0-2 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Yankees Batting Behind 0-2 Red Sox' Derek Lowe facing 1-2-3,,Bottom of the 1st Yankees Batting Behind 0-2 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Yankees Batting Behind 0-2 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Yankees Batting Behind 0-2 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Yankees Batting Behind 0-2 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Yankees Batting Behind 0-2 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Yankees Batting Behind 0-2 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Yankees Batting Behind 0-2 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Yankees Batting Behind 0-2 Red Sox' Derek Lowe facing 1-2-3
b1,0-2,0,"______, ______, ______",3(1-1) BCX,O,NYY,D. Jeter,D. Lowe,2%,66%,Flyball: CF
