Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Red Sox Batting Tied 0-0 Cardinals' Jason Marquis facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Cardinals' Jason Marquis facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Cardinals' Jason Marquis facing 1-2-3,,Top of the 1st Red Sox Batting Tied 0-0 Cardinals' Jason Marquis facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Cardinals' Jason Marquis facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Cardinals' Jason Marquis facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Cardinals' Jason Marquis facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Cardinals' Jason Marquis facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Cardinals' Jason Marquis facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Cardinals' Jason Marquis facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Cardinals' Jason Marquis facing 1-2-3
t1,0-0,0,"______, ______, ______",4(2-1) CBBX,R,BOS,J. Damon,J. Marquis,10%,60%,Home Run (Fly Ball to CF-RF)
t1,1-0,0,"______, ______, ______",1(0-0) X,O,BOS,O. Cabrera,J. Marquis,-2%,58%,Groundout: 3B-1B (Weak 3B)
t1,1-0,1,"______, ______, ______",5(3-1) BCBBB,,BOS,M. Ramirez,J. Marquis,2%,60%,Walk
t1,1-0,1,"M. Ramirez, ______, ______",6(3-2) BBCSB>X,O,BOS,D. Ortiz,J. Marquis,-3%,57%,Flyball: LF
t1,1-0,2,"M. Ramirez, ______, ______",6(2-2) CC*BBFT,O,BOS,J. Varitek,J. Marquis,-2%,55%,Strikeout Swinging
,,,,,,,,,1 run 1 hit 0 errors 1 LOB. Red Sox 1 Cardinals 0.,1 run 1 hit 0 errors 1 LOB. Red Sox 1 Cardinals 0.,1 run 1 hit 0 errors 1 LOB. Red Sox 1 Cardinals 0.
Bottom of the 1st Cardinals Batting Behind 0-1 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Cardinals Batting Behind 0-1 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Cardinals Batting Behind 0-1 Red Sox' Derek Lowe facing 1-2-3,,Bottom of the 1st Cardinals Batting Behind 0-1 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Cardinals Batting Behind 0-1 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Cardinals Batting Behind 0-1 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Cardinals Batting Behind 0-1 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Cardinals Batting Behind 0-1 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Cardinals Batting Behind 0-1 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Cardinals Batting Behind 0-1 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Cardinals Batting Behind 0-1 Red Sox' Derek Lowe facing 1-2-3
b1,0-1,0,"______, ______, ______",3(1-1) BCX,,STL,T. Womack,D. Lowe,-4%,51%,Single to LF (Line Drive)
b1,0-1,0,"T. Womack, ______, ______",2(1-0) B1X,O,STL,L. Walker,D. Lowe,2%,53%,Bunt Groundout: P-1B/Sacrifice; T. Womack to 2B
b1,0-1,1,"______, T. Womack, ______",2(0-1) FX,O,STL,A. Pujols,D. Lowe,3%,57%,Groundout: 2B-1B; T. Womack to 3B
b1,0-1,2,"______, ______, T. Womack",3(1-1) FBX,O,STL,S. Rolen,D. Lowe,4%,60%,Groundout: P unassisted
,,,,,,,,,0 runs 1 hit 0 errors 1 LOB. Red Sox 1 Cardinals 0.,0 runs 1 hit 0 errors 1 LOB. Red Sox 1 Cardinals 0.,0 runs 1 hit 0 errors 1 LOB. Red Sox 1 Cardinals 0.
Top of the 2nd Red Sox Batting Ahead 1-0 Cardinals' Jason Marquis facing 6-7-8,Top of the 2nd Red Sox Batting Ahead 1-0 Cardinals' Jason Marquis facing 6-7-8,Top of the 2nd Red Sox Batting Ahead 1-0 Cardinals' Jason Marquis facing 6-7-8,,Top of the 2nd Red Sox Batting Ahead 1-0 Cardinals' Jason Marquis facing 6-7-8,Top of the 2nd Red Sox Batting Ahead 1-0 Cardinals' Jason Marquis facing 6-7-8,Top of the 2nd Red Sox Batting Ahead 1-0 Cardinals' Jason Marquis facing 6-7-8,Top of the 2nd Red Sox Batting Ahead 1-0 Cardinals' Jason Marquis facing 6-7-8,Top of the 2nd Red Sox Batting Ahead 1-0 Cardinals' Jason Marquis facing 6-7-8,Top of the 2nd Red Sox Batting Ahead 1-0 Cardinals' Jason Marquis facing 6-7-8,Top of the 2nd Red Sox Batting Ahead 1-0 Cardinals' Jason Marquis facing 6-7-8,Top of the 2nd Red Sox Batting Ahead 1-0 Cardinals' Jason Marquis facing 6-7-8
t2,1-0,0,"______, ______, ______",4(2-1) BBCX,O,BOS,B. Mueller,J. Marquis,-2%,58%,Groundout: 2B-1B
t2,1-0,1,"______, ______, ______",3(2-0) BBX,,BOS,T. Nixon,J. Marquis,4%,62%,Double to RF (Line Drive)
t2,1-0,1,"______, T. Nixon, ______",6(3-2) BCBBFB,,BOS,M. Bellhorn,J. Marquis,2%,64%,Walk
t2,1-0,1,"M. Bellhorn, T. Nixon, ______",2(1-0) BX,O,BOS,D. Lowe,J. Marquis,-3%,61%,Bunt Groundout: 3B-2B/Sacrifice; T. Nixon to 3B; M. Bellhorn to 2B
t2,1-0,2,"______, M. Bellhorn, T. Nixon",5(2-2) BBCFX,O,BOS,J. Damon,J. Marquis,-5%,56%,Groundout: 1B unassisted
,,,,,,,,,0 runs 1 hit 0 errors 2 LOB. Red Sox 1 Cardinals 0.,0 runs 1 hit 0 errors 2 LOB. Red Sox 1 Cardinals 0.,0 runs 1 hit 0 errors 2 LOB. Red Sox 1 Cardinals 0.
Bottom of the 2nd Cardinals Batting Behind 0-1 Red Sox' Derek Lowe facing 5-6-7,Bottom of the 2nd Cardinals Batting Behind 0-1 Red Sox' Derek Lowe facing 5-6-7,Bottom of the 2nd Cardinals Batting Behind 0-1 Red Sox' Derek Lowe facing 5-6-7,,Bottom of the 2nd Cardinals Batting Behind 0-1 Red Sox' Derek Lowe facing 5-6-7,Bottom of the 2nd Cardinals Batting Behind 0-1 Red Sox' Derek Lowe facing 5-6-7,Bottom of the 2nd Cardinals Batting Behind 0-1 Red Sox' Derek Lowe facing 5-6-7,Bottom of the 2nd Cardinals Batting Behind 0-1 Red Sox' Derek Lowe facing 5-6-7,Bottom of the 2nd Cardinals Batting Behind 0-1 Red Sox' Derek Lowe facing 5-6-7,Bottom of the 2nd Cardinals Batting Behind 0-1 Red Sox' Derek Lowe facing 5-6-7,Bottom of the 2nd Cardinals Batting Behind 0-1 Red Sox' Derek Lowe facing 5-6-7,Bottom of the 2nd Cardinals Batting Behind 0-1 Red Sox' Derek Lowe facing 5-6-7
b2,0-1,0,"______, ______, ______",2(0-1) CX,O,STL,J. Edmonds,D. Lowe,3%,58%,Flyball: LF
b2,0-1,1,"______, ______, ______",5(2-2) CBBFX,O,STL,E. Renteria,D. Lowe,2%,60%,Groundout: 3B-1B
b2,0-1,2,"______, ______, ______",3(1-1) BCX,O,STL,J. Mabry,D. Lowe,1%,61%,Flyball: RF
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Red Sox 1 Cardinals 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 1 Cardinals 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 1 Cardinals 0.
