Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Cardinals Batting Tied 0-0 Dodgers' Odalis Perez facing 1-2-3,Top of the 1st Cardinals Batting Tied 0-0 Dodgers' Odalis Perez facing 1-2-3,Top of the 1st Cardinals Batting Tied 0-0 Dodgers' Odalis Perez facing 1-2-3,,Top of the 1st Cardinals Batting Tied 0-0 Dodgers' Odalis Perez facing 1-2-3,Top of the 1st Cardinals Batting Tied 0-0 Dodgers' Odalis Perez facing 1-2-3,Top of the 1st Cardinals Batting Tied 0-0 Dodgers' Odalis Perez facing 1-2-3,Top of the 1st Cardinals Batting Tied 0-0 Dodgers' Odalis Perez facing 1-2-3,Top of the 1st Cardinals Batting Tied 0-0 Dodgers' Odalis Perez facing 1-2-3,Top of the 1st Cardinals Batting Tied 0-0 Dodgers' Odalis Perez facing 1-2-3,Top of the 1st Cardinals Batting Tied 0-0 Dodgers' Odalis Perez facing 1-2-3,Top of the 1st Cardinals Batting Tied 0-0 Dodgers' Odalis Perez facing 1-2-3
t1,0-0,0,"['', '', '']",2(0-1) CX,O,STL,T. Womack,O. Perez,-2%,48%,Flyball: LF
t1,0-0,1,"['', '', '']",5(2-2) CBBFX,O,STL,L. Walker,O. Perez,-2%,46%,Groundout: 1B unassisted
t1,0-0,2,"['', '', '']",7(3-2) FFBFBBB,,STL,A. Pujols,O. Perez,1%,47%,Walk
t1,0-0,2,"['Pujols', '', '']",6(3-2) BCBS1B>B,,STL,S. Rolen,O. Perez,2%,49%,Walk; Pujols to 2B
t1,0-0,2,"['Rolen', 'Pujols', '']",1(0-0) X,O,STL,E. Renteria,O. Perez,-4%,45%,Flyball: RF
,,,,,,,,,0 runs 0 hits 0 errors 2 LOB. Cardinals 0 Dodgers 0.,0 runs 0 hits 0 errors 2 LOB. Cardinals 0 Dodgers 0.,0 runs 0 hits 0 errors 2 LOB. Cardinals 0 Dodgers 0.
Bottom of the 1st Dodgers Batting Tied 0-0 Cardinals' Jeff Suppan facing 1-2-3,Bottom of the 1st Dodgers Batting Tied 0-0 Cardinals' Jeff Suppan facing 1-2-3,Bottom of the 1st Dodgers Batting Tied 0-0 Cardinals' Jeff Suppan facing 1-2-3,,Bottom of the 1st Dodgers Batting Tied 0-0 Cardinals' Jeff Suppan facing 1-2-3,Bottom of the 1st Dodgers Batting Tied 0-0 Cardinals' Jeff Suppan facing 1-2-3,Bottom of the 1st Dodgers Batting Tied 0-0 Cardinals' Jeff Suppan facing 1-2-3,Bottom of the 1st Dodgers Batting Tied 0-0 Cardinals' Jeff Suppan facing 1-2-3,Bottom of the 1st Dodgers Batting Tied 0-0 Cardinals' Jeff Suppan facing 1-2-3,Bottom of the 1st Dodgers Batting Tied 0-0 Cardinals' Jeff Suppan facing 1-2-3,Bottom of the 1st Dodgers Batting Tied 0-0 Cardinals' Jeff Suppan facing 1-2-3,Bottom of the 1st Dodgers Batting Tied 0-0 Cardinals' Jeff Suppan facing 1-2-3
b1,0-0,0,"['', '', '']",4(2-1) BBCX,O,LAD,C. Izturis,J. Suppan,2%,47%,Popfly: 1B
b1,0-0,1,"['', '', '']",7(3-2) CBBBSFX,R,LAD,J. Werth,J. Suppan,-10%,37%,Home Run (Fly Ball to CF-RF)
