Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Cardinals Batting Tied 0-0 Astros' Brandon Backe facing 1-2-3,Top of the 1st Cardinals Batting Tied 0-0 Astros' Brandon Backe facing 1-2-3,Top of the 1st Cardinals Batting Tied 0-0 Astros' Brandon Backe facing 1-2-3,,Top of the 1st Cardinals Batting Tied 0-0 Astros' Brandon Backe facing 1-2-3,Top of the 1st Cardinals Batting Tied 0-0 Astros' Brandon Backe facing 1-2-3,Top of the 1st Cardinals Batting Tied 0-0 Astros' Brandon Backe facing 1-2-3,Top of the 1st Cardinals Batting Tied 0-0 Astros' Brandon Backe facing 1-2-3,Top of the 1st Cardinals Batting Tied 0-0 Astros' Brandon Backe facing 1-2-3,Top of the 1st Cardinals Batting Tied 0-0 Astros' Brandon Backe facing 1-2-3,Top of the 1st Cardinals Batting Tied 0-0 Astros' Brandon Backe facing 1-2-3,Top of the 1st Cardinals Batting Tied 0-0 Astros' Brandon Backe facing 1-2-3
t1,0-0,0,"______, ______, ______",4(2-1) CBBX,O,STL,T. Womack,B. Backe,2%,52%,Popfly: SS
t1,0-0,1,"______, ______, ______",4(1-2) SBCS,O,STL,L. Walker,B. Backe,2%,54%,Strikeout Swinging
t1,0-0,2,"______, ______, ______",2(0-1) CX,O,STL,A. Pujols,B. Backe,1%,55%,Groundout: 2B-1B
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Cardinals 0 Astros 0.,0 runs 0 hits 0 errors 0 LOB. Cardinals 0 Astros 0.,0 runs 0 hits 0 errors 0 LOB. Cardinals 0 Astros 0.
Bottom of the 1st Astros Batting Tied 0-0 Cardinals' Woody Williams facing 1-2-3,Bottom of the 1st Astros Batting Tied 0-0 Cardinals' Woody Williams facing 1-2-3,Bottom of the 1st Astros Batting Tied 0-0 Cardinals' Woody Williams facing 1-2-3,,Bottom of the 1st Astros Batting Tied 0-0 Cardinals' Woody Williams facing 1-2-3,Bottom of the 1st Astros Batting Tied 0-0 Cardinals' Woody Williams facing 1-2-3,Bottom of the 1st Astros Batting Tied 0-0 Cardinals' Woody Williams facing 1-2-3,Bottom of the 1st Astros Batting Tied 0-0 Cardinals' Woody Williams facing 1-2-3,Bottom of the 1st Astros Batting Tied 0-0 Cardinals' Woody Williams facing 1-2-3,Bottom of the 1st Astros Batting Tied 0-0 Cardinals' Woody Williams facing 1-2-3,Bottom of the 1st Astros Batting Tied 0-0 Cardinals' Woody Williams facing 1-2-3,Bottom of the 1st Astros Batting Tied 0-0 Cardinals' Woody Williams facing 1-2-3
b1,0-0,0,"______, ______, ______",2(0-1) FX,O,HOU,C. Biggio,W. Williams,-2%,53%,Groundout: 3B-1B
b1,0-0,1,"______, ______, ______",1(0-0) X,O,HOU,C. Beltran,W. Williams,-2%,51%,Flyball: LF
b1,0-0,2,"______, ______, ______",1(0-0) X,,HOU,J. Bagwell,W. Williams,1%,52%,Single to CF (Ground Ball)
b1,0-0,2,"J. Bagwell, ______, ______",5(2-2) FFBBX,O,HOU,L. Berkman,W. Williams,-2%,50%,Groundout: 1B-P
