Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Astros Batting Tied 0-0 Cardinals' Jeff Suppan facing 1-2-3,Top of the 1st Astros Batting Tied 0-0 Cardinals' Jeff Suppan facing 1-2-3,Top of the 1st Astros Batting Tied 0-0 Cardinals' Jeff Suppan facing 1-2-3,,Top of the 1st Astros Batting Tied 0-0 Cardinals' Jeff Suppan facing 1-2-3,Top of the 1st Astros Batting Tied 0-0 Cardinals' Jeff Suppan facing 1-2-3,Top of the 1st Astros Batting Tied 0-0 Cardinals' Jeff Suppan facing 1-2-3,Top of the 1st Astros Batting Tied 0-0 Cardinals' Jeff Suppan facing 1-2-3,Top of the 1st Astros Batting Tied 0-0 Cardinals' Jeff Suppan facing 1-2-3,Top of the 1st Astros Batting Tied 0-0 Cardinals' Jeff Suppan facing 1-2-3,Top of the 1st Astros Batting Tied 0-0 Cardinals' Jeff Suppan facing 1-2-3,Top of the 1st Astros Batting Tied 0-0 Cardinals' Jeff Suppan facing 1-2-3
t1,0-0,0,"______, ______, ______",4(1-2) CBFX,R,HOU,C. Biggio,J. Suppan,-10%,40%,Home Run (Fly Ball)
t1,1-0,0,"______, ______, ______",4(1-2) CBSX,O,HOU,C. Beltran,J. Suppan,2%,42%,Popfly: 2B
t1,1-0,1,"______, ______, ______",4(1-2) BSSX,O,HOU,J. Bagwell,J. Suppan,1%,44%,Flyball: LF
t1,1-0,2,"______, ______, ______",5(2-2) SBBCS,O,HOU,L. Berkman,J. Suppan,1%,45%,Strikeout Swinging
,,,,,,,,,1 run 1 hit 0 errors 0 LOB. Astros 1 Cardinals 0.,1 run 1 hit 0 errors 0 LOB. Astros 1 Cardinals 0.,1 run 1 hit 0 errors 0 LOB. Astros 1 Cardinals 0.
Bottom of the 1st Cardinals Batting Behind 0-1 Astros' Roger Clemens facing 1-2-3,Bottom of the 1st Cardinals Batting Behind 0-1 Astros' Roger Clemens facing 1-2-3,Bottom of the 1st Cardinals Batting Behind 0-1 Astros' Roger Clemens facing 1-2-3,,Bottom of the 1st Cardinals Batting Behind 0-1 Astros' Roger Clemens facing 1-2-3,Bottom of the 1st Cardinals Batting Behind 0-1 Astros' Roger Clemens facing 1-2-3,Bottom of the 1st Cardinals Batting Behind 0-1 Astros' Roger Clemens facing 1-2-3,Bottom of the 1st Cardinals Batting Behind 0-1 Astros' Roger Clemens facing 1-2-3,Bottom of the 1st Cardinals Batting Behind 0-1 Astros' Roger Clemens facing 1-2-3,Bottom of the 1st Cardinals Batting Behind 0-1 Astros' Roger Clemens facing 1-2-3,Bottom of the 1st Cardinals Batting Behind 0-1 Astros' Roger Clemens facing 1-2-3,Bottom of the 1st Cardinals Batting Behind 0-1 Astros' Roger Clemens facing 1-2-3
b1,0-1,0,"______, ______, ______",7(3-2) CBBSFBX,O,STL,E. Renteria,R. Clemens,-2%,42%,Groundout: 3B-1B
b1,0-1,1,"______, ______, ______",5(3-1) TBBBX,O,STL,L. Walker,R. Clemens,-2%,41%,Popfly: 3B
b1,0-1,2,"______, ______, ______",6(3-2) CBBCBX,O,STL,A. Pujols,R. Clemens,-1%,40%,Flyball: RF
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Astros 1 Cardinals 0.,0 runs 0 hits 0 errors 0 LOB. Astros 1 Cardinals 0.,0 runs 0 hits 0 errors 0 LOB. Astros 1 Cardinals 0.
Top of the 2nd Astros Batting Ahead 1-0 Cardinals' Jeff Suppan facing 5-6-7,Top of the 2nd Astros Batting Ahead 1-0 Cardinals' Jeff Suppan facing 5-6-7,Top of the 2nd Astros Batting Ahead 1-0 Cardinals' Jeff Suppan facing 5-6-7,,Top of the 2nd Astros Batting Ahead 1-0 Cardinals' Jeff Suppan facing 5-6-7,Top of the 2nd Astros Batting Ahead 1-0 Cardinals' Jeff Suppan facing 5-6-7,Top of the 2nd Astros Batting Ahead 1-0 Cardinals' Jeff Suppan facing 5-6-7,Top of the 2nd Astros Batting Ahead 1-0 Cardinals' Jeff Suppan facing 5-6-7,Top of the 2nd Astros Batting Ahead 1-0 Cardinals' Jeff Suppan facing 5-6-7,Top of the 2nd Astros Batting Ahead 1-0 Cardinals' Jeff Suppan facing 5-6-7,Top of the 2nd Astros Batting Ahead 1-0 Cardinals' Jeff Suppan facing 5-6-7,Top of the 2nd Astros Batting Ahead 1-0 Cardinals' Jeff Suppan facing 5-6-7
t2,1-0,0,"______, ______, ______",6(3-2) BBCSBB,,HOU,J. Kent,J. Suppan,-3%,36%,Walk
t2,1-0,0,"J. Kent, ______, ______",2(1-0) BX,O,HOU,M. Ensberg,J. Suppan,3%,40%,Flyball: RF
t2,1-0,1,"J. Kent, ______, ______",1(0-0) 1X,,HOU,J. Vizcaino,J. Suppan,-3%,36%,Single to LF (Fly Ball); J. Kent to 2B
t2,1-0,1,"J. Vizcaino, J. Kent, ______",4(2-1) CBBX,O,HOU,B. Ausmus,J. Suppan,4%,40%,Flyball: CF
t2,1-0,2,"J. Vizcaino, J. Kent, ______",4(1-2) SFBC,O,HOU,R. Clemens,J. Suppan,4%,44%,Strikeout Looking
,,,,,,,,,0 runs 1 hit 0 errors 2 LOB. Astros 1 Cardinals 0.,0 runs 1 hit 0 errors 2 LOB. Astros 1 Cardinals 0.,0 runs 1 hit 0 errors 2 LOB. Astros 1 Cardinals 0.
Bottom of the 2nd Cardinals Batting Behind 0-1 Astros' Roger Clemens facing 4-5-6,Bottom of the 2nd Cardinals Batting Behind 0-1 Astros' Roger Clemens facing 4-5-6,Bottom of the 2nd Cardinals Batting Behind 0-1 Astros' Roger Clemens facing 4-5-6,,Bottom of the 2nd Cardinals Batting Behind 0-1 Astros' Roger Clemens facing 4-5-6,Bottom of the 2nd Cardinals Batting Behind 0-1 Astros' Roger Clemens facing 4-5-6,Bottom of the 2nd Cardinals Batting Behind 0-1 Astros' Roger Clemens facing 4-5-6,Bottom of the 2nd Cardinals Batting Behind 0-1 Astros' Roger Clemens facing 4-5-6,Bottom of the 2nd Cardinals Batting Behind 0-1 Astros' Roger Clemens facing 4-5-6,Bottom of the 2nd Cardinals Batting Behind 0-1 Astros' Roger Clemens facing 4-5-6,Bottom of the 2nd Cardinals Batting Behind 0-1 Astros' Roger Clemens facing 4-5-6,Bottom of the 2nd Cardinals Batting Behind 0-1 Astros' Roger Clemens facing 4-5-6
b2,0-1,0,"______, ______, ______",2(1-0) BX,O,STL,S. Rolen,R. Clemens,-3%,42%,Flyball: CF
b2,0-1,1,"______, ______, ______",1(0-0) X,O,STL,J. Edmonds,R. Clemens,-2%,40%,Groundout: 2B-1B
b2,0-1,2,"______, ______, ______",2(0-1) CX,O,STL,R. Sanders,R. Clemens,-1%,39%,Groundout: 3B-1B
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Astros 1 Cardinals 0.,0 runs 0 hits 0 errors 0 LOB. Astros 1 Cardinals 0.,0 runs 0 hits 0 errors 0 LOB. Astros 1 Cardinals 0.
