Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Angels Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Top of the 1st Angels Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Top of the 1st Angels Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,,Top of the 1st Angels Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Top of the 1st Angels Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Top of the 1st Angels Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Top of the 1st Angels Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Top of the 1st Angels Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Top of the 1st Angels Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Top of the 1st Angels Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Top of the 1st Angels Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3
t1,0-0,0,"______, ______, ______",4(1-2) CBCX,O,ANA,C. Figgins,B. Arroyo,2%,52%,Flyball: LF
t1,0-0,1,"______, ______, ______",4(2-1) BCBX,O,ANA,D. Erstad,B. Arroyo,2%,54%,Groundout: 2B-1B
t1,0-0,2,"______, ______, ______",4(2-1) SBBX,O,ANA,V. Guerrero,B. Arroyo,1%,55%,Flyball: LF
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Angels 0 Red Sox 0.,0 runs 0 hits 0 errors 0 LOB. Angels 0 Red Sox 0.,0 runs 0 hits 0 errors 0 LOB. Angels 0 Red Sox 0.
Bottom of the 1st Red Sox Batting Tied 0-0 Angels' Kelvim Escobar facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Angels' Kelvim Escobar facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Angels' Kelvim Escobar facing 1-2-3,,Bottom of the 1st Red Sox Batting Tied 0-0 Angels' Kelvim Escobar facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Angels' Kelvim Escobar facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Angels' Kelvim Escobar facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Angels' Kelvim Escobar facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Angels' Kelvim Escobar facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Angels' Kelvim Escobar facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Angels' Kelvim Escobar facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Angels' Kelvim Escobar facing 1-2-3
b1,0-0,0,"______, ______, ______",5(3-1) BBBCB,,BOS,J. Damon,K. Escobar,3%,58%,Walk
b1,0-0,0,"J. Damon, ______, ______",6(3-2) *B1FB11S1*B>S,O,BOS,M. Bellhorn,K. Escobar,-2%,57%,Strikeout Swinging J. Damon Steals 2B
b1,0-0,1,"______, J. Damon, ______",5(1-2) FF*BFX,,BOS,M. Ramirez,K. Escobar,4%,61%,Single to CF (Fly Ball); J. Damon to 3B
b1,0-0,1,"M. Ramirez, ______, J. Damon",3(0-2) SCS,O,BOS,D. Ortiz,K. Escobar,-6%,55%,Strikeout Swinging
b1,0-0,2,"M. Ramirez, ______, J. Damon",5(2-2) CFBBS,O,BOS,T. Nixon,K. Escobar,-5%,50%,Strikeout Swinging
,,,,,,,,,0 runs 1 hit 0 errors 2 LOB. Angels 0 Red Sox 0.,0 runs 1 hit 0 errors 2 LOB. Angels 0 Red Sox 0.,0 runs 1 hit 0 errors 2 LOB. Angels 0 Red Sox 0.
