Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Red Sox Batting Tied 0-0 Angels' Bartolo Colon facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Angels' Bartolo Colon facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Angels' Bartolo Colon facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Angels' Bartolo Colon facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Angels' Bartolo Colon facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Angels' Bartolo Colon facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Angels' Bartolo Colon facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Angels' Bartolo Colon facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Angels' Bartolo Colon facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Angels' Bartolo Colon facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Angels' Bartolo Colon facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Angels' Bartolo Colon facing 1-2-3
t1,0-0,0,---,2(1-0) BX,O,BOS,J. Damon,B. Colon,2%,52%,Flyball: CF
t1,0-0,1,---,7(3-2) CSBFBBB,,BOS,M. Bellhorn,B. Colon,-2%,50%,Walk
t1,0-0,1,1--,7(3-2) 11BFCFBB>B,,BOS,D. Ortiz,B. Colon,-3%,46%,Walk; Bellhorn to 2B
t1,0-0,1,12-,3(2-0) BBX,OO,BOS,N. Garciaparra,B. Colon,9%,55%,Ground Ball Double Play: 2B-SS-1B
,,,,,,,,,0 runs 0 hits 0 errors 1 LOB. Red Sox 0 Angels 0.,0 runs 0 hits 0 errors 1 LOB. Red Sox 0 Angels 0.,0 runs 0 hits 0 errors 1 LOB. Red Sox 0 Angels 0.
Bottom of the 1st Angels Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Angels Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Angels Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Angels Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Angels Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Angels Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Angels Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Angels Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Angels Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Angels Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Angels Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Angels Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3
b1,0-0,0,---,4(1-2) CBFX,,ANA,D. Eckstein,T. Wakefield,3%,58%,Single to 3B (Line Drive)
b1,0-0,0,1--,2(0-1) CX,,ANA,C. Figgins,T. Wakefield,5%,64%,Single to CF (Line Drive); Eckstein to 2B
b1,0-0,0,12-,5(1-2) CBFFS,O,ANA,G. Anderson,T. Wakefield,-5%,59%,Strikeout Swinging
