Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Red Sox Batting Tied 0-0 Blue Jays' Miguel Batista facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Blue Jays' Miguel Batista facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Blue Jays' Miguel Batista facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Blue Jays' Miguel Batista facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Blue Jays' Miguel Batista facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Blue Jays' Miguel Batista facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Blue Jays' Miguel Batista facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Blue Jays' Miguel Batista facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Blue Jays' Miguel Batista facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Blue Jays' Miguel Batista facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Blue Jays' Miguel Batista facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Blue Jays' Miguel Batista facing 1-2-3
t1,0-0,0,---,4(2-1) BCBX,O,BOS,J. Damon,M. Batista,2%,52%,Flyball: CF (Deep CF)
t1,0-0,1,---,3(2-0) BBX,,BOS,M. Bellhorn,M. Batista,-2%,50%,Single to CF (Line Drive)
t1,0-0,1,1--,4(3-0) BBBB,,BOS,D. Ortiz,M. Batista,-3%,47%,Walk; Bellhorn to 2B
t1,0-0,1,12-,6(2-2) CBFBFC,O,BOS,M. Ramirez,M. Batista,4%,51%,Strikeout Looking
t1,0-0,2,12-,4(1-2) TBFS,O,BOS,J. Varitek,M. Batista,4%,55%,Strikeout Swinging
,,,,,,,,,0 runs 1 hit 0 errors 2 LOB. Red Sox 0 Blue Jays 0.,0 runs 1 hit 0 errors 2 LOB. Red Sox 0 Blue Jays 0.,0 runs 1 hit 0 errors 2 LOB. Red Sox 0 Blue Jays 0.
Bottom of the 1st Blue Jays Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Blue Jays Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Blue Jays Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Blue Jays Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Blue Jays Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Blue Jays Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Blue Jays Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Blue Jays Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Blue Jays Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Blue Jays Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Blue Jays Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Blue Jays Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3
b1,0-0,0,---,3(1-1) CBX,,TOR,O. Hudson,C. Schilling,6%,61%,Double to RF (Line Drive to Deep RF)
b1,0-0,0,-2-,5(2-2) BFTBX,R,TOR,F. Catalanotto,C. Schilling,8%,69%,Double to LF (Line Drive to LF-CF); Hudson Scores
b1,1-0,0,-2-,5(3-1) BBSBB,,TOR,V. Wells,C. Schilling,2%,71%,Walk
b1,1-0,0,12-,5(3-1) BBCBB,,TOR,C. Delgado,C. Schilling,5%,77%,Walk; Catalanotto to 3B; Wells to 2B
b1,1-0,0,123,2(1-0) BX,OO,TOR,J. Phelps,C. Schilling,-12%,65%,Ground Ball Double Play: P-C-1B; Wells to 3B; Delgado to 2B
b1,1-0,2,-23,6(2-2) FSFBBX,O,TOR,E. Hinske,C. Schilling,-5%,60%,Flyball: CF
,,,,,,,,,1 run 2 hits 0 errors 2 LOB. Red Sox 0 Blue Jays 1.,1 run 2 hits 0 errors 2 LOB. Red Sox 0 Blue Jays 1.,1 run 2 hits 0 errors 2 LOB. Red Sox 0 Blue Jays 1.
Top of the 2nd Red Sox Batting Behind 0-1 Blue Jays' Miguel Batista facing 6-7-8,Top of the 2nd Red Sox Batting Behind 0-1 Blue Jays' Miguel Batista facing 6-7-8,Top of the 2nd Red Sox Batting Behind 0-1 Blue Jays' Miguel Batista facing 6-7-8,Top of the 2nd Red Sox Batting Behind 0-1 Blue Jays' Miguel Batista facing 6-7-8,Top of the 2nd Red Sox Batting Behind 0-1 Blue Jays' Miguel Batista facing 6-7-8,Top of the 2nd Red Sox Batting Behind 0-1 Blue Jays' Miguel Batista facing 6-7-8,Top of the 2nd Red Sox Batting Behind 0-1 Blue Jays' Miguel Batista facing 6-7-8,Top of the 2nd Red Sox Batting Behind 0-1 Blue Jays' Miguel Batista facing 6-7-8,Top of the 2nd Red Sox Batting Behind 0-1 Blue Jays' Miguel Batista facing 6-7-8,Top of the 2nd Red Sox Batting Behind 0-1 Blue Jays' Miguel Batista facing 6-7-8,Top of the 2nd Red Sox Batting Behind 0-1 Blue Jays' Miguel Batista facing 6-7-8,Top of the 2nd Red Sox Batting Behind 0-1 Blue Jays' Miguel Batista facing 6-7-8
t2,0-1,0,---,3(1-1) CBX,O,BOS,K. Millar,M. Batista,3%,62%,Groundout: SS-1B
t2,0-1,1,---,5(3-1) CBBBX,O,BOS,B. Daubach,M. Batista,2%,64%,Groundout: 1B unassisted
t2,0-1,2,---,3(0-2) FFX,O,BOS,C. Crespo,M. Batista,1%,65%,Groundout: SS-1B
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Blue Jays 1.,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Blue Jays 1.,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Blue Jays 1.
Bottom of the 2nd Blue Jays Batting Ahead 1-0 Red Sox' Curt Schilling facing 7-8-9,Bottom of the 2nd Blue Jays Batting Ahead 1-0 Red Sox' Curt Schilling facing 7-8-9,Bottom of the 2nd Blue Jays Batting Ahead 1-0 Red Sox' Curt Schilling facing 7-8-9,Bottom of the 2nd Blue Jays Batting Ahead 1-0 Red Sox' Curt Schilling facing 7-8-9,Bottom of the 2nd Blue Jays Batting Ahead 1-0 Red Sox' Curt Schilling facing 7-8-9,Bottom of the 2nd Blue Jays Batting Ahead 1-0 Red Sox' Curt Schilling facing 7-8-9,Bottom of the 2nd Blue Jays Batting Ahead 1-0 Red Sox' Curt Schilling facing 7-8-9,Bottom of the 2nd Blue Jays Batting Ahead 1-0 Red Sox' Curt Schilling facing 7-8-9,Bottom of the 2nd Blue Jays Batting Ahead 1-0 Red Sox' Curt Schilling facing 7-8-9,Bottom of the 2nd Blue Jays Batting Ahead 1-0 Red Sox' Curt Schilling facing 7-8-9,Bottom of the 2nd Blue Jays Batting Ahead 1-0 Red Sox' Curt Schilling facing 7-8-9,Bottom of the 2nd Blue Jays Batting Ahead 1-0 Red Sox' Curt Schilling facing 7-8-9
b2,1-0,0,---,10(3-2) FBCBFFBFFX,O,TOR,C. Gomez,C. Schilling,-2%,63%,Groundout: 2B-1B
b2,1-0,1,---,4(1-2) CBCX,O,TOR,H. Clark,C. Schilling,-2%,61%,Groundout: 2B-1B
