Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Red Sox Batting Tied 0-0 Devil Rays' Rob Bell facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Devil Rays' Rob Bell facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Devil Rays' Rob Bell facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Devil Rays' Rob Bell facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Devil Rays' Rob Bell facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Devil Rays' Rob Bell facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Devil Rays' Rob Bell facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Devil Rays' Rob Bell facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Devil Rays' Rob Bell facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Devil Rays' Rob Bell facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Devil Rays' Rob Bell facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Devil Rays' Rob Bell facing 1-2-3
t1,0-0,0,---,7(3-2) CBFF*BBB,,BOS,J. Damon,R. Bell,3%,53%,Walk
t1,0-0,0,1--,2(0-1) FB,,BOS,M. Bellhorn,R. Bell,2%,56%,Wild Pitch; Damon to 2B
t1,0-0,0,-2-,3(1-1) FB.X,O,BOS,M. Bellhorn,R. Bell,-2%,54%,Groundout: 1B-P; Damon to 3B
t1,0-0,1,--3,3(1-1) SBX,RO,BOS,D. Ortiz,R. Bell,2%,56%,Flyball: CF/Sacrifice Fly; Damon Scores
t1,1-0,2,---,2(1-0) BX,O,BOS,M. Ramirez,R. Bell,-1%,55%,Flyball: CF (Deep CF)
,,,,,,,,,1 run 0 hits 0 errors 0 LOB. Red Sox 1 Devil Rays 0.,1 run 0 hits 0 errors 0 LOB. Red Sox 1 Devil Rays 0.,1 run 0 hits 0 errors 0 LOB. Red Sox 1 Devil Rays 0.
Bottom of the 1st Devil Rays Batting Behind 0-1 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Devil Rays Batting Behind 0-1 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Devil Rays Batting Behind 0-1 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Devil Rays Batting Behind 0-1 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Devil Rays Batting Behind 0-1 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Devil Rays Batting Behind 0-1 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Devil Rays Batting Behind 0-1 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Devil Rays Batting Behind 0-1 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Devil Rays Batting Behind 0-1 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Devil Rays Batting Behind 0-1 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Devil Rays Batting Behind 0-1 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Devil Rays Batting Behind 0-1 Red Sox' Curt Schilling facing 1-2-3
b1,0-1,0,---,3(0-2) FFX,O,TBD,C. Crawford,C. Schilling,2%,57%,Groundout: 1B unassisted
b1,0-1,1,---,4(2-1) BBCX,,TBD,R. Baldelli,C. Schilling,-4%,53%,Double to LF (Line Drive to LF Line)
b1,0-1,1,-2-,2(0-1) CX,O,TBD,A. Huff,C. Schilling,3%,56%,Groundout: 2B-1B; Baldelli to 3B
b1,0-1,2,--3,5(0-2) CFFFX,R,TBD,T. Martinez,C. Schilling,-10%,47%,Double to CF (Fly Ball to CF-RF); Baldelli Scores
b1,1-1,2,-2-,5(3-1) BCBBB,,TBD,R. Fick,C. Schilling,-1%,46%,Walk
