Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Red Sox Batting Tied 0-0 Angels' Jarrod Washburn facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Angels' Jarrod Washburn facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Angels' Jarrod Washburn facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Angels' Jarrod Washburn facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Angels' Jarrod Washburn facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Angels' Jarrod Washburn facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Angels' Jarrod Washburn facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Angels' Jarrod Washburn facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Angels' Jarrod Washburn facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Angels' Jarrod Washburn facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Angels' Jarrod Washburn facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Angels' Jarrod Washburn facing 1-2-3
t1,0-0,0,---,5(2-2) CBBFX,O,BOS,J. Damon,J. Washburn,2%,52%,Groundout: 2B-1B
t1,0-0,1,---,4(1-2) CBFC,O,BOS,M. Bellhorn,J. Washburn,2%,54%,Strikeout Looking
t1,0-0,2,---,5(3-1) CBBBX,O,BOS,D. Ortiz,J. Washburn,1%,55%,Popfly: SS (Short LF)
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Angels 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Angels 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Angels 0.
Bottom of the 1st Angels Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Angels Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Angels Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Angels Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Angels Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Angels Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Angels Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Angels Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Angels Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Angels Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Angels Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Angels Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3
b1,0-0,0,---,4(1-2) BCFS,O,ANA,D. Eckstein,D. Lowe,-2%,53%,Strikeout Swinging
b1,0-0,1,---,3(1-1) BMX,O,ANA,C. Figgins,D. Lowe,-2%,51%,Lineout: SS
b1,0-0,2,---,6(3-2) CBFBBX,,ANA,G. Anderson,D. Lowe,2%,53%,Double to RF (Line Drive to Deep RF Line)
b1,0-0,2,-2-,4(3-0) IIII,,ANA,V. Guerrero,D. Lowe,1%,54%,Intentional Walk
b1,0-0,2,12-,5(1-2) FCBFX,O,ANA,J. Guillen,D. Lowe,-4%,50%,Flyball: RF
,,,,,,,,,0 runs 1 hit 0 errors 2 LOB. Red Sox 0 Angels 0.,0 runs 1 hit 0 errors 2 LOB. Red Sox 0 Angels 0.,0 runs 1 hit 0 errors 2 LOB. Red Sox 0 Angels 0.
Top of the 2nd Red Sox Batting Tied 0-0 Angels' Jarrod Washburn facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Angels' Jarrod Washburn facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Angels' Jarrod Washburn facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Angels' Jarrod Washburn facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Angels' Jarrod Washburn facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Angels' Jarrod Washburn facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Angels' Jarrod Washburn facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Angels' Jarrod Washburn facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Angels' Jarrod Washburn facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Angels' Jarrod Washburn facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Angels' Jarrod Washburn facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Angels' Jarrod Washburn facing 4-5-6
t2,0-0,0,---,2(0-1) CX,O,BOS,M. Ramirez,J. Washburn,2%,52%,Groundout: SS-1B
t2,0-0,1,---,4(1-2) FTBX,O,BOS,N. Garciaparra,J. Washburn,2%,54%,Flyball: CF
t2,0-0,2,---,6(2-2) CFBBFS,O,BOS,K. Millar,J. Washburn,1%,55%,Strikeout Swinging
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Angels 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Angels 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Angels 0.
Bottom of the 2nd Angels Batting Tied 0-0 Red Sox' Derek Lowe facing 6-7-8,Bottom of the 2nd Angels Batting Tied 0-0 Red Sox' Derek Lowe facing 6-7-8,Bottom of the 2nd Angels Batting Tied 0-0 Red Sox' Derek Lowe facing 6-7-8,Bottom of the 2nd Angels Batting Tied 0-0 Red Sox' Derek Lowe facing 6-7-8,Bottom of the 2nd Angels Batting Tied 0-0 Red Sox' Derek Lowe facing 6-7-8,Bottom of the 2nd Angels Batting Tied 0-0 Red Sox' Derek Lowe facing 6-7-8,Bottom of the 2nd Angels Batting Tied 0-0 Red Sox' Derek Lowe facing 6-7-8,Bottom of the 2nd Angels Batting Tied 0-0 Red Sox' Derek Lowe facing 6-7-8,Bottom of the 2nd Angels Batting Tied 0-0 Red Sox' Derek Lowe facing 6-7-8,Bottom of the 2nd Angels Batting Tied 0-0 Red Sox' Derek Lowe facing 6-7-8,Bottom of the 2nd Angels Batting Tied 0-0 Red Sox' Derek Lowe facing 6-7-8,Bottom of the 2nd Angels Batting Tied 0-0 Red Sox' Derek Lowe facing 6-7-8
b2,0-0,0,---,3(0-2) CSH,,ANA,D. Erstad,D. Lowe,4%,59%,Hit By Pitch
b2,0-0,0,1--,3(1-1) BF>B,,ANA,J. DaVanon,D. Lowe,2%,61%,Erstad Steals 2B
b2,0-0,0,-2-,5(2-2) BF>B.SS,O,ANA,J. DaVanon,D. Lowe,-4%,57%,Strikeout Swinging (C-1B)
b2,0-0,1,-2-,3(1-1) BSX,O,ANA,B. Molina,D. Lowe,-3%,54%,Groundout: SS-1B; Erstad to 3B
b2,0-0,2,--3,7(3-2) BFBSFBB,,ANA,A. Kennedy,D. Lowe,1%,55%,Walk
b2,0-0,2,1-3,2(1-0) 1B>C,,ANA,D. Eckstein,D. Lowe,1%,56%,Kennedy Steals 2B
b2,0-0,2,-23,3(1-1) 1B>C.X,O,ANA,D. Eckstein,D. Lowe,-6%,50%,Groundout: SS-1B
,,,,,,,,,0 runs 0 hits 0 errors 2 LOB. Red Sox 0 Angels 0.,0 runs 0 hits 0 errors 2 LOB. Red Sox 0 Angels 0.,0 runs 0 hits 0 errors 2 LOB. Red Sox 0 Angels 0.
