Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Orioles Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Top of the 1st Orioles Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Top of the 1st Orioles Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Top of the 1st Orioles Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Top of the 1st Orioles Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Top of the 1st Orioles Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Top of the 1st Orioles Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Top of the 1st Orioles Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Top of the 1st Orioles Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Top of the 1st Orioles Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Top of the 1st Orioles Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Top of the 1st Orioles Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3
t1,0-0,0,---,4(2-1) BBCX,R,BAL,B. Roberts,P. Martinez,9%,59%,Home Run (Fly Ball)
t1,1-0,0,---,6(2-2) BFBCFX,O,BAL,M. Mora,P. Martinez,-2%,57%,Flyball: CF
t1,1-0,1,---,5(3-1) BBBCB,,BAL,M. Tejada,P. Martinez,2%,59%,Walk
t1,1-0,1,1--,6(2-2) CFBBFX,O,BAL,R. Palmeiro,P. Martinez,-3%,56%,Groundout: 2B-SS/Forceout at 2B
t1,1-0,2,1--,4(1-2) CFBS,O,BAL,J. Lopez,P. Martinez,-2%,54%,Strikeout Swinging
,,,,,,,,,1 run 1 hit 0 errors 1 LOB. Orioles 1 Red Sox 0.,1 run 1 hit 0 errors 1 LOB. Orioles 1 Red Sox 0.,1 run 1 hit 0 errors 1 LOB. Orioles 1 Red Sox 0.
Bottom of the 1st Red Sox Batting Behind 0-1 Orioles' Sidney Ponson facing 1-2-3,Bottom of the 1st Red Sox Batting Behind 0-1 Orioles' Sidney Ponson facing 1-2-3,Bottom of the 1st Red Sox Batting Behind 0-1 Orioles' Sidney Ponson facing 1-2-3,Bottom of the 1st Red Sox Batting Behind 0-1 Orioles' Sidney Ponson facing 1-2-3,Bottom of the 1st Red Sox Batting Behind 0-1 Orioles' Sidney Ponson facing 1-2-3,Bottom of the 1st Red Sox Batting Behind 0-1 Orioles' Sidney Ponson facing 1-2-3,Bottom of the 1st Red Sox Batting Behind 0-1 Orioles' Sidney Ponson facing 1-2-3,Bottom of the 1st Red Sox Batting Behind 0-1 Orioles' Sidney Ponson facing 1-2-3,Bottom of the 1st Red Sox Batting Behind 0-1 Orioles' Sidney Ponson facing 1-2-3,Bottom of the 1st Red Sox Batting Behind 0-1 Orioles' Sidney Ponson facing 1-2-3,Bottom of the 1st Red Sox Batting Behind 0-1 Orioles' Sidney Ponson facing 1-2-3,Bottom of the 1st Red Sox Batting Behind 0-1 Orioles' Sidney Ponson facing 1-2-3
b1,0-1,0,---,3(1-1) CBX,O,BOS,J. Damon,S. Ponson,2%,56%,Groundout: 3B-1B
b1,0-1,1,---,5(3-1) BCBBX,O,BOS,B. Mueller,S. Ponson,2%,58%,Popfly: SS (Short LF)
b1,0-1,2,---,4(1-2) BCSX,,BOS,D. Ortiz,S. Ponson,-1%,57%,Single to RF (Line Drive)
b1,0-1,2,1--,9(3-2) FSBFBFBF>C,O,BOS,M. Ramirez,S. Ponson,2%,59%,Strikeout Looking
,,,,,,,,,0 runs 1 hit 0 errors 1 LOB. Orioles 1 Red Sox 0.,0 runs 1 hit 0 errors 1 LOB. Orioles 1 Red Sox 0.,0 runs 1 hit 0 errors 1 LOB. Orioles 1 Red Sox 0.
Top of the 2nd Orioles Batting Ahead 1-0 Red Sox' Pedro Martinez facing 6-7-8,Top of the 2nd Orioles Batting Ahead 1-0 Red Sox' Pedro Martinez facing 6-7-8,Top of the 2nd Orioles Batting Ahead 1-0 Red Sox' Pedro Martinez facing 6-7-8,Top of the 2nd Orioles Batting Ahead 1-0 Red Sox' Pedro Martinez facing 6-7-8,Top of the 2nd Orioles Batting Ahead 1-0 Red Sox' Pedro Martinez facing 6-7-8,Top of the 2nd Orioles Batting Ahead 1-0 Red Sox' Pedro Martinez facing 6-7-8,Top of the 2nd Orioles Batting Ahead 1-0 Red Sox' Pedro Martinez facing 6-7-8,Top of the 2nd Orioles Batting Ahead 1-0 Red Sox' Pedro Martinez facing 6-7-8,Top of the 2nd Orioles Batting Ahead 1-0 Red Sox' Pedro Martinez facing 6-7-8,Top of the 2nd Orioles Batting Ahead 1-0 Red Sox' Pedro Martinez facing 6-7-8,Top of the 2nd Orioles Batting Ahead 1-0 Red Sox' Pedro Martinez facing 6-7-8,Top of the 2nd Orioles Batting Ahead 1-0 Red Sox' Pedro Martinez facing 6-7-8
t2,1-0,0,---,4(3-0) BBBB,,BAL,J. Gibbons,P. Martinez,3%,63%,Walk
t2,1-0,0,1--,3(0-2) CFX,OO,BAL,D. Segui,P. Martinez,-7%,56%,Ground Ball Double Play: 2B-SS-1B
t2,1-0,2,---,5(3-1) BFBBB,,BAL,L. Matos,P. Martinez,1%,57%,Walk
t2,1-0,2,1--,3(1-1) C*BX,R,BAL,L. Bigbie,P. Martinez,10%,67%,Double to LF (Fly Ball to Deep LF Line); Matos Scores; Bigbie to 3B/Adv on throw
t2,2-0,2,--3,1(0-0) X,O,BAL,B. Roberts,P. Martinez,-3%,64%,Groundout: 2B-1B
,,,,,,,,,1 run 1 hit 0 errors 1 LOB. Orioles 2 Red Sox 0.,1 run 1 hit 0 errors 1 LOB. Orioles 2 Red Sox 0.,1 run 1 hit 0 errors 1 LOB. Orioles 2 Red Sox 0.
Bottom of the 2nd Red Sox Batting Behind 0-2 Orioles' Sidney Ponson facing 5-6-7,Bottom of the 2nd Red Sox Batting Behind 0-2 Orioles' Sidney Ponson facing 5-6-7,Bottom of the 2nd Red Sox Batting Behind 0-2 Orioles' Sidney Ponson facing 5-6-7,Bottom of the 2nd Red Sox Batting Behind 0-2 Orioles' Sidney Ponson facing 5-6-7,Bottom of the 2nd Red Sox Batting Behind 0-2 Orioles' Sidney Ponson facing 5-6-7,Bottom of the 2nd Red Sox Batting Behind 0-2 Orioles' Sidney Ponson facing 5-6-7,Bottom of the 2nd Red Sox Batting Behind 0-2 Orioles' Sidney Ponson facing 5-6-7,Bottom of the 2nd Red Sox Batting Behind 0-2 Orioles' Sidney Ponson facing 5-6-7,Bottom of the 2nd Red Sox Batting Behind 0-2 Orioles' Sidney Ponson facing 5-6-7,Bottom of the 2nd Red Sox Batting Behind 0-2 Orioles' Sidney Ponson facing 5-6-7,Bottom of the 2nd Red Sox Batting Behind 0-2 Orioles' Sidney Ponson facing 5-6-7,Bottom of the 2nd Red Sox Batting Behind 0-2 Orioles' Sidney Ponson facing 5-6-7
b2,0-2,0,---,5(3-1) BFBBB,,BOS,K. Millar,S. Ponson,-4%,60%,Walk
b2,0-2,0,1--,4(1-2) CBCX,,BOS,J. Varitek,S. Ponson,-6%,54%,Single to RF (Line Drive); Millar to 2B
b2,0-2,0,12-,5(2-2) BCBCX,O,BOS,G. Kapler,S. Ponson,6%,60%,Popfly: 2B (Short RF Line)
b2,0-2,1,12-,6(3-2) CCB*B*BB,,BOS,M. Bellhorn,S. Ponson,-6%,54%,Walk; Millar to 3B; Varitek to 2B
b2,0-2,1,123,1(0-0) X,O,BOS,P. Reese,S. Ponson,8%,61%,Foul Popfly: 1B (1B Foul)
b2,0-2,2,123,6(3-2) *BFBF*B>X,RR,BOS,J. Damon,S. Ponson,-17%,45%,Single to RF (Ground Ball); Millar Scores; Varitek Scores; Bellhorn to 3B
b2,2-2,2,1-3,1(0-0) X,RRR,BOS,B. Mueller,S. Ponson,-23%,22%,Home Run (Fly Ball); Bellhorn Scores; Damon Scores
b2,5-2,2,---,2(1-0) BX,O,BOS,D. Ortiz,S. Ponson,1%,22%,Groundout: 1B unassisted
,,,,,,,,,5 runs 3 hits 0 errors 0 LOB. Orioles 2 Red Sox 5.,5 runs 3 hits 0 errors 0 LOB. Orioles 2 Red Sox 5.,5 runs 3 hits 0 errors 0 LOB. Orioles 2 Red Sox 5.
