Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Red Sox Batting Tied 0-0 Twins' Brad Radke facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Twins' Brad Radke facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Twins' Brad Radke facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Twins' Brad Radke facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Twins' Brad Radke facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Twins' Brad Radke facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Twins' Brad Radke facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Twins' Brad Radke facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Twins' Brad Radke facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Twins' Brad Radke facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Twins' Brad Radke facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Twins' Brad Radke facing 1-2-3
t1,0-0,0,---,5(2-2) BBCSX,O,BOS,J. Damon,B. Radke,2%,52%,Groundout: 2B-1B
t1,0-0,1,---,5(3-1) BBCBX,R,BOS,M. Bellhorn,B. Radke,-9%,43%,Home Run (Fly Ball)
t1,1-0,1,---,5(2-2) BFCBX,O,BOS,D. Ortiz,B. Radke,2%,45%,Lineout: 2B
t1,1-0,2,---,4(1-2) BFFX,O,BOS,M. Ramirez,B. Radke,1%,46%,Groundout: 3B-1B
,,,,,,,,,1 run 1 hit 0 errors 0 LOB. Red Sox 1 Twins 0.,1 run 1 hit 0 errors 0 LOB. Red Sox 1 Twins 0.,1 run 1 hit 0 errors 0 LOB. Red Sox 1 Twins 0.
Bottom of the 1st Twins Batting Behind 0-1 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Twins Batting Behind 0-1 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Twins Batting Behind 0-1 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Twins Batting Behind 0-1 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Twins Batting Behind 0-1 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Twins Batting Behind 0-1 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Twins Batting Behind 0-1 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Twins Batting Behind 0-1 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Twins Batting Behind 0-1 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Twins Batting Behind 0-1 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Twins Batting Behind 0-1 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Twins Batting Behind 0-1 Red Sox' Derek Lowe facing 1-2-3
b1,0-1,0,---,2(1-0) BX,O,MIN,S. Stewart,D. Lowe,-2%,43%,Groundout: 1B unassisted
b1,0-1,1,---,8(2-2) CBCFFBFX,O,MIN,C. Guzman,D. Lowe,-2%,42%,Groundout: SS-1B
b1,0-1,2,---,4(1-2) CSBS,O,MIN,L. Ford,D. Lowe,-1%,40%,Strikeout Swinging
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Red Sox 1 Twins 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 1 Twins 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 1 Twins 0.
Top of the 2nd Red Sox Batting Ahead 1-0 Twins' Brad Radke facing 5-6-7,Top of the 2nd Red Sox Batting Ahead 1-0 Twins' Brad Radke facing 5-6-7,Top of the 2nd Red Sox Batting Ahead 1-0 Twins' Brad Radke facing 5-6-7,Top of the 2nd Red Sox Batting Ahead 1-0 Twins' Brad Radke facing 5-6-7,Top of the 2nd Red Sox Batting Ahead 1-0 Twins' Brad Radke facing 5-6-7,Top of the 2nd Red Sox Batting Ahead 1-0 Twins' Brad Radke facing 5-6-7,Top of the 2nd Red Sox Batting Ahead 1-0 Twins' Brad Radke facing 5-6-7,Top of the 2nd Red Sox Batting Ahead 1-0 Twins' Brad Radke facing 5-6-7,Top of the 2nd Red Sox Batting Ahead 1-0 Twins' Brad Radke facing 5-6-7,Top of the 2nd Red Sox Batting Ahead 1-0 Twins' Brad Radke facing 5-6-7,Top of the 2nd Red Sox Batting Ahead 1-0 Twins' Brad Radke facing 5-6-7,Top of the 2nd Red Sox Batting Ahead 1-0 Twins' Brad Radke facing 5-6-7
t2,1-0,0,---,3(1-1) BCX,O,BOS,J. Varitek,B. Radke,2%,43%,Flyball: RF (Deep RF)
t2,1-0,1,---,5(2-2) CBFBX,O,BOS,D. Mientkiewicz,B. Radke,2%,44%,Groundout: 1B-P
t2,1-0,2,---,5(2-2) FBBFX,O,BOS,K. Millar,B. Radke,1%,45%,Groundout: 2B-1B
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Red Sox 1 Twins 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 1 Twins 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 1 Twins 0.
Bottom of the 2nd Twins Batting Behind 0-1 Red Sox' Derek Lowe facing 4-5-6,Bottom of the 2nd Twins Batting Behind 0-1 Red Sox' Derek Lowe facing 4-5-6,Bottom of the 2nd Twins Batting Behind 0-1 Red Sox' Derek Lowe facing 4-5-6,Bottom of the 2nd Twins Batting Behind 0-1 Red Sox' Derek Lowe facing 4-5-6,Bottom of the 2nd Twins Batting Behind 0-1 Red Sox' Derek Lowe facing 4-5-6,Bottom of the 2nd Twins Batting Behind 0-1 Red Sox' Derek Lowe facing 4-5-6,Bottom of the 2nd Twins Batting Behind 0-1 Red Sox' Derek Lowe facing 4-5-6,Bottom of the 2nd Twins Batting Behind 0-1 Red Sox' Derek Lowe facing 4-5-6,Bottom of the 2nd Twins Batting Behind 0-1 Red Sox' Derek Lowe facing 4-5-6,Bottom of the 2nd Twins Batting Behind 0-1 Red Sox' Derek Lowe facing 4-5-6,Bottom of the 2nd Twins Batting Behind 0-1 Red Sox' Derek Lowe facing 4-5-6,Bottom of the 2nd Twins Batting Behind 0-1 Red Sox' Derek Lowe facing 4-5-6
b2,0-1,0,---,4(1-2) CBSX,,MIN,J. Morneau,D. Lowe,4%,49%,Single to CF (Ground Ball)
b2,0-1,0,1--,1(0-0) X,,MIN,T. Hunter,D. Lowe,6%,55%,Single to RF (Fly Ball); Morneau to 2B
b2,0-1,0,12-,1(0-0) X,OO,MIN,J. Jones,D. Lowe,-11%,44%,Ground Ball Double Play: P-SS-1B; Morneau to 3B
b2,0-1,2,--3,3(1-1) BCX,R,MIN,C. Koskie,D. Lowe,9%,52%,Single to LF (Fly Ball); Morneau Scores
b2,1-1,2,1--,4(1-2) 1CSBS,O,MIN,H. Blanco,D. Lowe,-2%,50%,Strikeout Swinging
,,,,,,,,,1 run 3 hits 0 errors 1 LOB. Red Sox 1 Twins 1.,1 run 3 hits 0 errors 1 LOB. Red Sox 1 Twins 1.,1 run 3 hits 0 errors 1 LOB. Red Sox 1 Twins 1.
