Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Red Sox Batting Tied 0-0 Angels' Kelvim Escobar facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Angels' Kelvim Escobar facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Angels' Kelvim Escobar facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Angels' Kelvim Escobar facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Angels' Kelvim Escobar facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Angels' Kelvim Escobar facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Angels' Kelvim Escobar facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Angels' Kelvim Escobar facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Angels' Kelvim Escobar facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Angels' Kelvim Escobar facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Angels' Kelvim Escobar facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Angels' Kelvim Escobar facing 1-2-3
t1,0-0,0,---,6(1-2) CFFBFT,O,BOS,J. Damon,K. Escobar,-2%,48%,Strikeout Swinging
t1,0-0,1,---,3(2-0) BBX,O,BOS,B. Mueller,K. Escobar,-2%,46%,Groundout: 2B-1B
t1,0-0,2,---,5(2-2) CBBFX,O,BOS,D. Ortiz,K. Escobar,-1%,45%,Groundout: 2B-1B
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Angels 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Angels 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Angels 0.
Bottom of the 1st Angels Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Angels Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Angels Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Angels Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Angels Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Angels Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Angels Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Angels Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Angels Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Angels Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Angels Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Angels Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3
b1,0-0,0,---,5(2-2) CFBBX,,ANA,D. Eckstein,P. Martinez,-3%,42%,Single to 3B (Ground Ball)
b1,0-0,0,1--,4(2-1) LBB>X,O,ANA,C. Figgins,P. Martinez,2%,43%,Groundout: 2B-1B; Eckstein to 2B
b1,0-0,1,-2-,3(1-1) SBX,O,ANA,G. Anderson,P. Martinez,3%,46%,Flyball: CF (Deep CF); Eckstein to 3B
b1,0-0,2,--3,3(1-1) CBX,O,ANA,V. Guerrero,P. Martinez,4%,50%,Flyball: LF (Deep LF)
