Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Dodgers Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Top of the 1st Dodgers Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Top of the 1st Dodgers Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Top of the 1st Dodgers Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Top of the 1st Dodgers Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Top of the 1st Dodgers Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Top of the 1st Dodgers Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Top of the 1st Dodgers Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Top of the 1st Dodgers Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Top of the 1st Dodgers Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Top of the 1st Dodgers Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Top of the 1st Dodgers Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3
t1,0-0,0,---,3(1-1) CBX,O,LAD,D. Roberts,D. Lowe,2%,52%,Groundout: SS-1B
t1,0-0,1,---,2(1-0) BX,O,LAD,C. Izturis,D. Lowe,2%,54%,Groundout: 2B-1B
t1,0-0,2,---,6(3-2) BBFBSB,,LAD,M. Bradley,D. Lowe,-1%,53%,Walk
t1,0-0,2,1--,4(2-1) B11B+1S>B,,LAD,S. Green,D. Lowe,-1%,52%,Bradley Steals 2B
t1,0-0,2,-2-,6(3-2) B11B+1S>B.FC,O,LAD,S. Green,D. Lowe,3%,55%,Strikeout Looking
,,,,,,,,,0 runs 0 hits 0 errors 1 LOB. Dodgers 0 Red Sox 0.,0 runs 0 hits 0 errors 1 LOB. Dodgers 0 Red Sox 0.,0 runs 0 hits 0 errors 1 LOB. Dodgers 0 Red Sox 0.
Bottom of the 1st Red Sox Batting Tied 0-0 Dodgers' Odalis Perez facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Dodgers' Odalis Perez facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Dodgers' Odalis Perez facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Dodgers' Odalis Perez facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Dodgers' Odalis Perez facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Dodgers' Odalis Perez facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Dodgers' Odalis Perez facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Dodgers' Odalis Perez facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Dodgers' Odalis Perez facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Dodgers' Odalis Perez facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Dodgers' Odalis Perez facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Dodgers' Odalis Perez facing 1-2-3
b1,0-0,0,---,4(1-2) CBFX,O,BOS,J. Damon,O. Perez,-2%,53%,Groundout: 1B unassisted
b1,0-0,1,---,3(1-1) BFX,O,BOS,M. Bellhorn,O. Perez,-2%,51%,Flyball: CF
b1,0-0,2,---,2(0-1) CX,O,BOS,D. Ortiz,O. Perez,-1%,50%,Popfly: 2B
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Dodgers 0 Red Sox 0.,0 runs 0 hits 0 errors 0 LOB. Dodgers 0 Red Sox 0.,0 runs 0 hits 0 errors 0 LOB. Dodgers 0 Red Sox 0.
Top of the 2nd Dodgers Batting Tied 0-0 Red Sox' Derek Lowe facing 5-6-7,Top of the 2nd Dodgers Batting Tied 0-0 Red Sox' Derek Lowe facing 5-6-7,Top of the 2nd Dodgers Batting Tied 0-0 Red Sox' Derek Lowe facing 5-6-7,Top of the 2nd Dodgers Batting Tied 0-0 Red Sox' Derek Lowe facing 5-6-7,Top of the 2nd Dodgers Batting Tied 0-0 Red Sox' Derek Lowe facing 5-6-7,Top of the 2nd Dodgers Batting Tied 0-0 Red Sox' Derek Lowe facing 5-6-7,Top of the 2nd Dodgers Batting Tied 0-0 Red Sox' Derek Lowe facing 5-6-7,Top of the 2nd Dodgers Batting Tied 0-0 Red Sox' Derek Lowe facing 5-6-7,Top of the 2nd Dodgers Batting Tied 0-0 Red Sox' Derek Lowe facing 5-6-7,Top of the 2nd Dodgers Batting Tied 0-0 Red Sox' Derek Lowe facing 5-6-7,Top of the 2nd Dodgers Batting Tied 0-0 Red Sox' Derek Lowe facing 5-6-7,Top of the 2nd Dodgers Batting Tied 0-0 Red Sox' Derek Lowe facing 5-6-7
t2,0-0,0,---,2(1-0) BX,O,LAD,P. Lo Duca,D. Lowe,2%,52%,Flyball: RF
t2,0-0,1,---,2(1-0) BX,O,LAD,A. Beltre,D. Lowe,2%,54%,Groundout: SS-1B
t2,0-0,2,---,3(0-2) CCX,O,LAD,J. Encarnacion,D. Lowe,1%,55%,Groundout: SS-1B
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Dodgers 0 Red Sox 0.,0 runs 0 hits 0 errors 0 LOB. Dodgers 0 Red Sox 0.,0 runs 0 hits 0 errors 0 LOB. Dodgers 0 Red Sox 0.
Bottom of the 2nd Red Sox Batting Tied 0-0 Dodgers' Odalis Perez facing 4-5-6,Bottom of the 2nd Red Sox Batting Tied 0-0 Dodgers' Odalis Perez facing 4-5-6,Bottom of the 2nd Red Sox Batting Tied 0-0 Dodgers' Odalis Perez facing 4-5-6,Bottom of the 2nd Red Sox Batting Tied 0-0 Dodgers' Odalis Perez facing 4-5-6,Bottom of the 2nd Red Sox Batting Tied 0-0 Dodgers' Odalis Perez facing 4-5-6,Bottom of the 2nd Red Sox Batting Tied 0-0 Dodgers' Odalis Perez facing 4-5-6,Bottom of the 2nd Red Sox Batting Tied 0-0 Dodgers' Odalis Perez facing 4-5-6,Bottom of the 2nd Red Sox Batting Tied 0-0 Dodgers' Odalis Perez facing 4-5-6,Bottom of the 2nd Red Sox Batting Tied 0-0 Dodgers' Odalis Perez facing 4-5-6,Bottom of the 2nd Red Sox Batting Tied 0-0 Dodgers' Odalis Perez facing 4-5-6,Bottom of the 2nd Red Sox Batting Tied 0-0 Dodgers' Odalis Perez facing 4-5-6,Bottom of the 2nd Red Sox Batting Tied 0-0 Dodgers' Odalis Perez facing 4-5-6
b2,0-0,0,---,1(0-0) X,O,BOS,M. Ramirez,O. Perez,-2%,53%,Groundout: SS-1B
b2,0-0,1,---,5(2-2) BSFBX,O,BOS,J. Varitek,O. Perez,-2%,51%,Groundout: 2B-1B
b2,0-0,2,---,4(1-2) CCBS,O,BOS,K. Millar,O. Perez,-1%,50%,Strikeout Swinging
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Dodgers 0 Red Sox 0.,0 runs 0 hits 0 errors 0 LOB. Dodgers 0 Red Sox 0.,0 runs 0 hits 0 errors 0 LOB. Dodgers 0 Red Sox 0.
Top of the 3rd Dodgers Batting Tied 0-0 Red Sox' Derek Lowe facing 8-9-1,Top of the 3rd Dodgers Batting Tied 0-0 Red Sox' Derek Lowe facing 8-9-1,Top of the 3rd Dodgers Batting Tied 0-0 Red Sox' Derek Lowe facing 8-9-1,Top of the 3rd Dodgers Batting Tied 0-0 Red Sox' Derek Lowe facing 8-9-1,Top of the 3rd Dodgers Batting Tied 0-0 Red Sox' Derek Lowe facing 8-9-1,Top of the 3rd Dodgers Batting Tied 0-0 Red Sox' Derek Lowe facing 8-9-1,Top of the 3rd Dodgers Batting Tied 0-0 Red Sox' Derek Lowe facing 8-9-1,Top of the 3rd Dodgers Batting Tied 0-0 Red Sox' Derek Lowe facing 8-9-1,Top of the 3rd Dodgers Batting Tied 0-0 Red Sox' Derek Lowe facing 8-9-1,Top of the 3rd Dodgers Batting Tied 0-0 Red Sox' Derek Lowe facing 8-9-1,Top of the 3rd Dodgers Batting Tied 0-0 Red Sox' Derek Lowe facing 8-9-1,Top of the 3rd Dodgers Batting Tied 0-0 Red Sox' Derek Lowe facing 8-9-1
t3,0-0,0,---,2(0-1) SX,O,LAD,R. Ventura,D. Lowe,3%,53%,Groundout: 2B-1B
t3,0-0,1,---,3(1-1) CBX,O,LAD,A. Cora,D. Lowe,2%,55%,Flyball: LF
t3,0-0,2,---,6(3-2) BCFBBX,,LAD,D. Roberts,D. Lowe,-1%,53%,Single to RF (Ground Ball thru CF-RF)
t3,0-0,2,1--,3(1-1) PC>B,,LAD,C. Izturis,D. Lowe,-1%,52%,Roberts Steals 2B
t3,0-0,2,-2-,5(3-1) PC>B.BB,,LAD,C. Izturis,D. Lowe,-1%,51%,Walk
t3,0-0,2,12-,6(3-2) BBBCC>B,,LAD,M. Bradley,D. Lowe,-3%,48%,Walk; Roberts to 3B; Izturis to 2B
t3,0-0,2,123,6(3-2) BCBFB>S,O,LAD,S. Green,D. Lowe,8%,56%,Strikeout Swinging
,,,,,,,,,0 runs 1 hit 0 errors 3 LOB. Dodgers 0 Red Sox 0.,0 runs 1 hit 0 errors 3 LOB. Dodgers 0 Red Sox 0.,0 runs 1 hit 0 errors 3 LOB. Dodgers 0 Red Sox 0.
Bottom of the 3rd Red Sox Batting Tied 0-0 Dodgers' Odalis Perez facing 7-8-9,Bottom of the 3rd Red Sox Batting Tied 0-0 Dodgers' Odalis Perez facing 7-8-9,Bottom of the 3rd Red Sox Batting Tied 0-0 Dodgers' Odalis Perez facing 7-8-9,Bottom of the 3rd Red Sox Batting Tied 0-0 Dodgers' Odalis Perez facing 7-8-9,Bottom of the 3rd Red Sox Batting Tied 0-0 Dodgers' Odalis Perez facing 7-8-9,Bottom of the 3rd Red Sox Batting Tied 0-0 Dodgers' Odalis Perez facing 7-8-9,Bottom of the 3rd Red Sox Batting Tied 0-0 Dodgers' Odalis Perez facing 7-8-9,Bottom of the 3rd Red Sox Batting Tied 0-0 Dodgers' Odalis Perez facing 7-8-9,Bottom of the 3rd Red Sox Batting Tied 0-0 Dodgers' Odalis Perez facing 7-8-9,Bottom of the 3rd Red Sox Batting Tied 0-0 Dodgers' Odalis Perez facing 7-8-9,Bottom of the 3rd Red Sox Batting Tied 0-0 Dodgers' Odalis Perez facing 7-8-9,Bottom of the 3rd Red Sox Batting Tied 0-0 Dodgers' Odalis Perez facing 7-8-9
b3,0-0,0,---,4(2-1) BBCX,,BOS,K. Youkilis,O. Perez,4%,60%,Single to LF (Line Drive)
b3,0-0,0,1--,2(0-1) SX,OO,BOS,D. McCarty,O. Perez,-8%,51%,Ground Ball Double Play: 3B-2B-1B
b3,0-0,2,---,3(1-1) CBX,,BOS,P. Reese,O. Perez,1%,53%,Single to CF (Line Drive)
b3,0-0,2,1--,2(1-0) 111B>B,,BOS,J. Damon,O. Perez,1%,54%,Reese Steals 2B
b3,0-0,2,-2-,4(2-1) 111B>B.CX,O,BOS,J. Damon,O. Perez,-4%,50%,Groundout: 2B-1B
,,,,,,,,,0 runs 2 hits 0 errors 1 LOB. Dodgers 0 Red Sox 0.,0 runs 2 hits 0 errors 1 LOB. Dodgers 0 Red Sox 0.,0 runs 2 hits 0 errors 1 LOB. Dodgers 0 Red Sox 0.
