Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Red Sox Batting Tied 0-0 Blue Jays' Ted Lilly facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Blue Jays' Ted Lilly facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Blue Jays' Ted Lilly facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Blue Jays' Ted Lilly facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Blue Jays' Ted Lilly facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Blue Jays' Ted Lilly facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Blue Jays' Ted Lilly facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Blue Jays' Ted Lilly facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Blue Jays' Ted Lilly facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Blue Jays' Ted Lilly facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Blue Jays' Ted Lilly facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Blue Jays' Ted Lilly facing 1-2-3
t1,0-0,0,---,5(3-1) CBBBB,,BOS,M. Bellhorn,T. Lilly,3%,53%,Walk
t1,0-0,0,1--,9(3-2) BBCFBFFFS,O,BOS,B. Mueller,T. Lilly,-3%,50%,Strikeout Swinging
t1,0-0,1,1--,3(1-1) B1CX,OO,BOS,D. Ortiz,T. Lilly,-5%,45%,Ground Ball Double Play: 2B-SS-1B
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Blue Jays 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Blue Jays 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Blue Jays 0.
Bottom of the 1st Blue Jays Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Blue Jays Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Blue Jays Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Blue Jays Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Blue Jays Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Blue Jays Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Blue Jays Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Blue Jays Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Blue Jays Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Blue Jays Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Blue Jays Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Blue Jays Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3
b1,0-0,0,---,5(2-2) BFBFX,O,TOR,F. Catalanotto,T. Wakefield,2%,47%,Flyball: LF (Deep LF)
b1,0-0,1,---,4(1-2) CBSS,O,TOR,E. Hinske,T. Wakefield,2%,49%,Strikeout Swinging
b1,0-0,2,---,2(1-0) BX,O,TOR,V. Wells,T. Wakefield,1%,50%,Popfly: SS
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Blue Jays 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Blue Jays 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Blue Jays 0.
