Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Red Sox Batting Tied 0-0 Royals' Darrell May facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Royals' Darrell May facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Royals' Darrell May facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Royals' Darrell May facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Royals' Darrell May facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Royals' Darrell May facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Royals' Darrell May facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Royals' Darrell May facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Royals' Darrell May facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Royals' Darrell May facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Royals' Darrell May facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Royals' Darrell May facing 1-2-3
t1,0-0,0,---,2(1-0) BX,O,BOS,J. Damon,D. May,-2%,48%,Flyball: CF
t1,0-0,1,---,6(3-2) BCBFBX,,BOS,M. Bellhorn,D. May,2%,50%,Single to LF (Line Drive)
t1,0-0,1,1--,4(2-1) BCBX,RR,BOS,D. Ortiz,D. May,16%,66%,Home Run (Fly Ball); Bellhorn Scores
t1,2-0,1,---,1(0-0) X,O,BOS,M. Ramirez,D. May,-1%,64%,Popfly: SS (Short LF-CF)
t1,2-0,2,---,2(0-1) CX,,BOS,J. Varitek,D. May,1%,65%,Single to CF (Line Drive)
t1,2-0,2,1--,2(0-1) CX,O,BOS,K. Millar,D. May,-2%,63%,Flyball: RF
,,,,,,,,,2 runs 3 hits 0 errors 1 LOB. Red Sox 2 Royals 0.,2 runs 3 hits 0 errors 1 LOB. Red Sox 2 Royals 0.,2 runs 3 hits 0 errors 1 LOB. Red Sox 2 Royals 0.
Bottom of the 1st Royals Batting Behind 0-2 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Royals Batting Behind 0-2 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Royals Batting Behind 0-2 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Royals Batting Behind 0-2 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Royals Batting Behind 0-2 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Royals Batting Behind 0-2 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Royals Batting Behind 0-2 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Royals Batting Behind 0-2 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Royals Batting Behind 0-2 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Royals Batting Behind 0-2 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Royals Batting Behind 0-2 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Royals Batting Behind 0-2 Red Sox' Curt Schilling facing 1-2-3
b1,0-2,0,---,3(1-1) CBX,O,KCR,T. Graffanino,C. Schilling,2%,66%,Flyball: CF (Deep CF)
