Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Braves Batting Tied 0-0 Astros' Brandon Backe facing 1-2-3,Top of the 1st Braves Batting Tied 0-0 Astros' Brandon Backe facing 1-2-3,Top of the 1st Braves Batting Tied 0-0 Astros' Brandon Backe facing 1-2-3,Top of the 1st Braves Batting Tied 0-0 Astros' Brandon Backe facing 1-2-3,Top of the 1st Braves Batting Tied 0-0 Astros' Brandon Backe facing 1-2-3,Top of the 1st Braves Batting Tied 0-0 Astros' Brandon Backe facing 1-2-3,Top of the 1st Braves Batting Tied 0-0 Astros' Brandon Backe facing 1-2-3,Top of the 1st Braves Batting Tied 0-0 Astros' Brandon Backe facing 1-2-3,Top of the 1st Braves Batting Tied 0-0 Astros' Brandon Backe facing 1-2-3,Top of the 1st Braves Batting Tied 0-0 Astros' Brandon Backe facing 1-2-3,Top of the 1st Braves Batting Tied 0-0 Astros' Brandon Backe facing 1-2-3,Top of the 1st Braves Batting Tied 0-0 Astros' Brandon Backe facing 1-2-3
t1,0-0,0,---,4(2-1) BBCX,O,ATL,R. Furcal,B. Backe,2%,52%,Groundout: SS-1B
t1,0-0,1,---,2(0-1) CX,O,ATL,M. Giles,B. Backe,2%,54%,Flyball: CF
t1,0-0,2,---,4(1-2) FCBX,O,ATL,J. Drew,B. Backe,1%,55%,Popfly: SS
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Braves 0 Astros 0.,0 runs 0 hits 0 errors 0 LOB. Braves 0 Astros 0.,0 runs 0 hits 0 errors 0 LOB. Braves 0 Astros 0.
Bottom of the 1st Astros Batting Tied 0-0 Braves' John Thomson facing 1-2-3,Bottom of the 1st Astros Batting Tied 0-0 Braves' John Thomson facing 1-2-3,Bottom of the 1st Astros Batting Tied 0-0 Braves' John Thomson facing 1-2-3,Bottom of the 1st Astros Batting Tied 0-0 Braves' John Thomson facing 1-2-3,Bottom of the 1st Astros Batting Tied 0-0 Braves' John Thomson facing 1-2-3,Bottom of the 1st Astros Batting Tied 0-0 Braves' John Thomson facing 1-2-3,Bottom of the 1st Astros Batting Tied 0-0 Braves' John Thomson facing 1-2-3,Bottom of the 1st Astros Batting Tied 0-0 Braves' John Thomson facing 1-2-3,Bottom of the 1st Astros Batting Tied 0-0 Braves' John Thomson facing 1-2-3,Bottom of the 1st Astros Batting Tied 0-0 Braves' John Thomson facing 1-2-3,Bottom of the 1st Astros Batting Tied 0-0 Braves' John Thomson facing 1-2-3,Bottom of the 1st Astros Batting Tied 0-0 Braves' John Thomson facing 1-2-3
b1,0-0,0,---,1(0-0) X,O,HOU,C. Biggio,J. Thomson,-2%,53%,Groundout: SS-1B
b1,0-0,1,---,1(0-0) X,,HOU,C. Beltran,J. Thomson,4%,57%,Double to CF (Fly Ball)
,,,,,,,,,Paul Byrd replaces John Thomson pitching and batting 9th (change occurred mid-batter),Paul Byrd replaces John Thomson pitching and batting 9th (change occurred mid-batter),Paul Byrd replaces John Thomson pitching and batting 9th (change occurred mid-batter)
b1,0-0,1,-2-,6(3-2) 2BB.BCSB,,HOU,J. Bagwell,J. Thomson,2%,59%,Walk
b1,0-0,1,12-,4(1-2) BSFX,O,HOU,L. Berkman,P. Byrd,-4%,54%,Single/runner struck by batted ball and is out (Ground Ball); Beltran stays at 2B; Bagwell out at 2B/2B
b1,0-0,2,12-,4(1-2) CSBS,O,HOU,J. Kent,P. Byrd,-4%,50%,Strikeout Swinging
,,,,,,,,,0 runs 2 hits 0 errors 2 LOB. Braves 0 Astros 0.,0 runs 2 hits 0 errors 2 LOB. Braves 0 Astros 0.,0 runs 2 hits 0 errors 2 LOB. Braves 0 Astros 0.
Top of the 2nd Braves Batting Tied 0-0 Astros' Brandon Backe facing 4-5-6,Top of the 2nd Braves Batting Tied 0-0 Astros' Brandon Backe facing 4-5-6,Top of the 2nd Braves Batting Tied 0-0 Astros' Brandon Backe facing 4-5-6,Top of the 2nd Braves Batting Tied 0-0 Astros' Brandon Backe facing 4-5-6,Top of the 2nd Braves Batting Tied 0-0 Astros' Brandon Backe facing 4-5-6,Top of the 2nd Braves Batting Tied 0-0 Astros' Brandon Backe facing 4-5-6,Top of the 2nd Braves Batting Tied 0-0 Astros' Brandon Backe facing 4-5-6,Top of the 2nd Braves Batting Tied 0-0 Astros' Brandon Backe facing 4-5-6,Top of the 2nd Braves Batting Tied 0-0 Astros' Brandon Backe facing 4-5-6,Top of the 2nd Braves Batting Tied 0-0 Astros' Brandon Backe facing 4-5-6,Top of the 2nd Braves Batting Tied 0-0 Astros' Brandon Backe facing 4-5-6,Top of the 2nd Braves Batting Tied 0-0 Astros' Brandon Backe facing 4-5-6
t2,0-0,0,---,1(0-0) X,O,ATL,C. Jones,B. Backe,2%,52%,Groundout: 1B-P
t2,0-0,1,---,7(3-2) BCBSBFB,,ATL,J. Estrada,B. Backe,-3%,50%,Walk
t2,0-0,1,1--,5(2-2) .CBBCC,O,ATL,A. LaRoche,B. Backe,3%,53%,Strikeout Looking
t2,0-0,2,1--,2(0-1) FX,,ATL,A. Jones,B. Backe,-2%,51%,Single to LF (Ground Ball); Estrada to 2B
t2,0-0,2,12-,2(0-1) SH,,ATL,C. Thomas,B. Backe,-3%,48%,Hit By Pitch; Estrada to 3B; Jones to 2B
t2,0-0,2,123,4(0-2) FCFC,O,ATL,P. Byrd,B. Backe,8%,55%,Strikeout Looking
,,,,,,,,,0 runs 1 hit 0 errors 3 LOB. Braves 0 Astros 0.,0 runs 1 hit 0 errors 3 LOB. Braves 0 Astros 0.,0 runs 1 hit 0 errors 3 LOB. Braves 0 Astros 0.
Bottom of the 2nd Astros Batting Tied 0-0 Braves' Paul Byrd facing 6-7-8,Bottom of the 2nd Astros Batting Tied 0-0 Braves' Paul Byrd facing 6-7-8,Bottom of the 2nd Astros Batting Tied 0-0 Braves' Paul Byrd facing 6-7-8,Bottom of the 2nd Astros Batting Tied 0-0 Braves' Paul Byrd facing 6-7-8,Bottom of the 2nd Astros Batting Tied 0-0 Braves' Paul Byrd facing 6-7-8,Bottom of the 2nd Astros Batting Tied 0-0 Braves' Paul Byrd facing 6-7-8,Bottom of the 2nd Astros Batting Tied 0-0 Braves' Paul Byrd facing 6-7-8,Bottom of the 2nd Astros Batting Tied 0-0 Braves' Paul Byrd facing 6-7-8,Bottom of the 2nd Astros Batting Tied 0-0 Braves' Paul Byrd facing 6-7-8,Bottom of the 2nd Astros Batting Tied 0-0 Braves' Paul Byrd facing 6-7-8,Bottom of the 2nd Astros Batting Tied 0-0 Braves' Paul Byrd facing 6-7-8,Bottom of the 2nd Astros Batting Tied 0-0 Braves' Paul Byrd facing 6-7-8
b2,0-0,0,---,6(3-2) BCBCBB,,HOU,M. Ensberg,P. Byrd,4%,59%,Walk
b2,0-0,0,1--,4(1-2) B1FFX,O,HOU,J. Vizcaino,P. Byrd,-2%,57%,Groundout: 2B-1B; Ensberg to 2B
b2,0-0,1,-2-,3(0-2) CFS,O,HOU,B. Ausmus,P. Byrd,-4%,53%,Strikeout Swinging
b2,0-0,2,-2-,3(0-2) SCX,O,HOU,B. Backe,P. Byrd,-3%,50%,Groundout: 2B-1B
,,,,,,,,,0 runs 0 hits 0 errors 1 LOB. Braves 0 Astros 0.,0 runs 0 hits 0 errors 1 LOB. Braves 0 Astros 0.,0 runs 0 hits 0 errors 1 LOB. Braves 0 Astros 0.
Top of the 3rd Braves Batting Tied 0-0 Astros' Brandon Backe facing 1-2-3,Top of the 3rd Braves Batting Tied 0-0 Astros' Brandon Backe facing 1-2-3,Top of the 3rd Braves Batting Tied 0-0 Astros' Brandon Backe facing 1-2-3,Top of the 3rd Braves Batting Tied 0-0 Astros' Brandon Backe facing 1-2-3,Top of the 3rd Braves Batting Tied 0-0 Astros' Brandon Backe facing 1-2-3,Top of the 3rd Braves Batting Tied 0-0 Astros' Brandon Backe facing 1-2-3,Top of the 3rd Braves Batting Tied 0-0 Astros' Brandon Backe facing 1-2-3,Top of the 3rd Braves Batting Tied 0-0 Astros' Brandon Backe facing 1-2-3,Top of the 3rd Braves Batting Tied 0-0 Astros' Brandon Backe facing 1-2-3,Top of the 3rd Braves Batting Tied 0-0 Astros' Brandon Backe facing 1-2-3,Top of the 3rd Braves Batting Tied 0-0 Astros' Brandon Backe facing 1-2-3,Top of the 3rd Braves Batting Tied 0-0 Astros' Brandon Backe facing 1-2-3
t3,0-0,0,---,1(0-0) X,,ATL,R. Furcal,B. Backe,-4%,46%,Single to SS (Ground Ball)
t3,0-0,0,1--,2(1-0) B11>X,OO,ATL,M. Giles,B. Backe,8%,54%,Line Drive Double Play: SS; Furcal out at 1B/SS-1B
