Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Astros Batting Tied 0-0 Braves' Jaret Wright facing 1-2-3,Top of the 1st Astros Batting Tied 0-0 Braves' Jaret Wright facing 1-2-3,Top of the 1st Astros Batting Tied 0-0 Braves' Jaret Wright facing 1-2-3,Top of the 1st Astros Batting Tied 0-0 Braves' Jaret Wright facing 1-2-3,Top of the 1st Astros Batting Tied 0-0 Braves' Jaret Wright facing 1-2-3,Top of the 1st Astros Batting Tied 0-0 Braves' Jaret Wright facing 1-2-3,Top of the 1st Astros Batting Tied 0-0 Braves' Jaret Wright facing 1-2-3,Top of the 1st Astros Batting Tied 0-0 Braves' Jaret Wright facing 1-2-3,Top of the 1st Astros Batting Tied 0-0 Braves' Jaret Wright facing 1-2-3,Top of the 1st Astros Batting Tied 0-0 Braves' Jaret Wright facing 1-2-3,Top of the 1st Astros Batting Tied 0-0 Braves' Jaret Wright facing 1-2-3,Top of the 1st Astros Batting Tied 0-0 Braves' Jaret Wright facing 1-2-3
t1,0-0,0,---,6(3-2) BBCLBC,O,HOU,C. Biggio,J. Wright,-2%,48%,Strikeout Looking
t1,0-0,1,---,3(1-1) CBX,,HOU,C. Beltran,J. Wright,2%,50%,Single to CF (Fly Ball)
t1,0-0,1,1--,5(2-2) C1CBB1X,O,HOU,J. Bagwell,J. Wright,-3%,47%,Flyball: CF
t1,0-0,2,1--,4(1-2) CBS1>B,,HOU,L. Berkman,J. Wright,1%,48%,Beltran Steals 2B
t1,0-0,2,-2-,7(3-2) CBS1>B.>FBX,O,HOU,L. Berkman,J. Wright,-3%,45%,Flyball: CF
,,,,,,,,,0 runs 1 hit 0 errors 1 LOB. Astros 0 Braves 0.,0 runs 1 hit 0 errors 1 LOB. Astros 0 Braves 0.,0 runs 1 hit 0 errors 1 LOB. Astros 0 Braves 0.
Bottom of the 1st Braves Batting Tied 0-0 Astros' Roger Clemens facing 1-2-3,Bottom of the 1st Braves Batting Tied 0-0 Astros' Roger Clemens facing 1-2-3,Bottom of the 1st Braves Batting Tied 0-0 Astros' Roger Clemens facing 1-2-3,Bottom of the 1st Braves Batting Tied 0-0 Astros' Roger Clemens facing 1-2-3,Bottom of the 1st Braves Batting Tied 0-0 Astros' Roger Clemens facing 1-2-3,Bottom of the 1st Braves Batting Tied 0-0 Astros' Roger Clemens facing 1-2-3,Bottom of the 1st Braves Batting Tied 0-0 Astros' Roger Clemens facing 1-2-3,Bottom of the 1st Braves Batting Tied 0-0 Astros' Roger Clemens facing 1-2-3,Bottom of the 1st Braves Batting Tied 0-0 Astros' Roger Clemens facing 1-2-3,Bottom of the 1st Braves Batting Tied 0-0 Astros' Roger Clemens facing 1-2-3,Bottom of the 1st Braves Batting Tied 0-0 Astros' Roger Clemens facing 1-2-3,Bottom of the 1st Braves Batting Tied 0-0 Astros' Roger Clemens facing 1-2-3
b1,0-0,0,---,1(0-0) X,O,ATL,R. Furcal,R. Clemens,2%,47%,Bunt Groundout: P-1B
b1,0-0,1,---,1(0-0) X,,ATL,M. Giles,R. Clemens,-2%,45%,Reached on E9 (Line Drive)
b1,0-0,1,1--,2(1-0) B1>C,,ATL,J. Drew,R. Clemens,-2%,43%,Giles Steals 2B
b1,0-0,1,-2-,4(2-1) B1>C.B*B,,ATL,J. Drew,R. Clemens,-3%,41%,Wild Pitch; Giles to 3B
