Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Astros Batting Tied 0-0 Cardinals' Matt Morris facing 1-2-3,Top of the 1st Astros Batting Tied 0-0 Cardinals' Matt Morris facing 1-2-3,Top of the 1st Astros Batting Tied 0-0 Cardinals' Matt Morris facing 1-2-3,Top of the 1st Astros Batting Tied 0-0 Cardinals' Matt Morris facing 1-2-3,Top of the 1st Astros Batting Tied 0-0 Cardinals' Matt Morris facing 1-2-3,Top of the 1st Astros Batting Tied 0-0 Cardinals' Matt Morris facing 1-2-3,Top of the 1st Astros Batting Tied 0-0 Cardinals' Matt Morris facing 1-2-3,Top of the 1st Astros Batting Tied 0-0 Cardinals' Matt Morris facing 1-2-3,Top of the 1st Astros Batting Tied 0-0 Cardinals' Matt Morris facing 1-2-3,Top of the 1st Astros Batting Tied 0-0 Cardinals' Matt Morris facing 1-2-3,Top of the 1st Astros Batting Tied 0-0 Cardinals' Matt Morris facing 1-2-3,Top of the 1st Astros Batting Tied 0-0 Cardinals' Matt Morris facing 1-2-3
t1,0-0,0,---,1(0-0) X,O,HOU,C. Biggio,M. Morris,2%,52%,Flyball: LF
t1,0-0,1,---,2(0-1) CX,R,HOU,C. Beltran,M. Morris,-10%,42%,Home Run (Fly Ball)
t1,1-0,1,---,5(1-2) CFBFS,O,HOU,J. Bagwell,M. Morris,1%,44%,Strikeout Swinging
t1,1-0,2,---,4(0-2) SSFX,O,HOU,L. Berkman,M. Morris,1%,45%,Flyball: LF
,,,,,,,,,1 run 1 hit 0 errors 0 LOB. Astros 1 Cardinals 0.,1 run 1 hit 0 errors 0 LOB. Astros 1 Cardinals 0.,1 run 1 hit 0 errors 0 LOB. Astros 1 Cardinals 0.
Bottom of the 1st Cardinals Batting Behind 0-1 Astros' Peter Munro facing 1-2-3,Bottom of the 1st Cardinals Batting Behind 0-1 Astros' Peter Munro facing 1-2-3,Bottom of the 1st Cardinals Batting Behind 0-1 Astros' Peter Munro facing 1-2-3,Bottom of the 1st Cardinals Batting Behind 0-1 Astros' Peter Munro facing 1-2-3,Bottom of the 1st Cardinals Batting Behind 0-1 Astros' Peter Munro facing 1-2-3,Bottom of the 1st Cardinals Batting Behind 0-1 Astros' Peter Munro facing 1-2-3,Bottom of the 1st Cardinals Batting Behind 0-1 Astros' Peter Munro facing 1-2-3,Bottom of the 1st Cardinals Batting Behind 0-1 Astros' Peter Munro facing 1-2-3,Bottom of the 1st Cardinals Batting Behind 0-1 Astros' Peter Munro facing 1-2-3,Bottom of the 1st Cardinals Batting Behind 0-1 Astros' Peter Munro facing 1-2-3,Bottom of the 1st Cardinals Batting Behind 0-1 Astros' Peter Munro facing 1-2-3,Bottom of the 1st Cardinals Batting Behind 0-1 Astros' Peter Munro facing 1-2-3
b1,0-1,0,---,6(3-2) CBBBCX,,STL,T. Womack,P. Munro,4%,49%,Single to LF (Line Drive)
b1,0-1,0,1--,2(1-1) 1BC1,,STL,L. Walker,P. Munro,2%,51%,Womack Picked off 1B safe on E1; Womack to 2B
b1,0-1,0,-2-,7(3-2) 1BC1.BSBFS,O,STL,L. Walker,P. Munro,-4%,47%,Strikeout Swinging
