Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Astros Batting Tied 0-0 Braves' Jaret Wright facing 1-2-3,Top of the 1st Astros Batting Tied 0-0 Braves' Jaret Wright facing 1-2-3,Top of the 1st Astros Batting Tied 0-0 Braves' Jaret Wright facing 1-2-3,Top of the 1st Astros Batting Tied 0-0 Braves' Jaret Wright facing 1-2-3,Top of the 1st Astros Batting Tied 0-0 Braves' Jaret Wright facing 1-2-3,Top of the 1st Astros Batting Tied 0-0 Braves' Jaret Wright facing 1-2-3,Top of the 1st Astros Batting Tied 0-0 Braves' Jaret Wright facing 1-2-3,Top of the 1st Astros Batting Tied 0-0 Braves' Jaret Wright facing 1-2-3,Top of the 1st Astros Batting Tied 0-0 Braves' Jaret Wright facing 1-2-3,Top of the 1st Astros Batting Tied 0-0 Braves' Jaret Wright facing 1-2-3,Top of the 1st Astros Batting Tied 0-0 Braves' Jaret Wright facing 1-2-3,Top of the 1st Astros Batting Tied 0-0 Braves' Jaret Wright facing 1-2-3
t1,0-0,0,---,5(3-1) BBBCX,,HOU,C. Biggio,J. Wright,4%,54%,Single to LF (Ground Ball)
t1,0-0,0,1--,4(2-1) BBFX,O,HOU,C. Beltran,J. Wright,-3%,50%,Lineout: LF
t1,0-0,1,1--,3(2-0) 1BBX,OO,HOU,J. Bagwell,J. Wright,-5%,45%,Ground Ball Double Play: 3B-2B-1B
,,,,,,,,,0 runs 1 hit 0 errors 0 LOB. Astros 0 Braves 0.,0 runs 1 hit 0 errors 0 LOB. Astros 0 Braves 0.,0 runs 1 hit 0 errors 0 LOB. Astros 0 Braves 0.
Bottom of the 1st Braves Batting Tied 0-0 Astros' Roy Oswalt facing 1-2-3,Bottom of the 1st Braves Batting Tied 0-0 Astros' Roy Oswalt facing 1-2-3,Bottom of the 1st Braves Batting Tied 0-0 Astros' Roy Oswalt facing 1-2-3,Bottom of the 1st Braves Batting Tied 0-0 Astros' Roy Oswalt facing 1-2-3,Bottom of the 1st Braves Batting Tied 0-0 Astros' Roy Oswalt facing 1-2-3,Bottom of the 1st Braves Batting Tied 0-0 Astros' Roy Oswalt facing 1-2-3,Bottom of the 1st Braves Batting Tied 0-0 Astros' Roy Oswalt facing 1-2-3,Bottom of the 1st Braves Batting Tied 0-0 Astros' Roy Oswalt facing 1-2-3,Bottom of the 1st Braves Batting Tied 0-0 Astros' Roy Oswalt facing 1-2-3,Bottom of the 1st Braves Batting Tied 0-0 Astros' Roy Oswalt facing 1-2-3,Bottom of the 1st Braves Batting Tied 0-0 Astros' Roy Oswalt facing 1-2-3,Bottom of the 1st Braves Batting Tied 0-0 Astros' Roy Oswalt facing 1-2-3
b1,0-0,0,---,8(3-2) BCFBFBFB,,ATL,R. Furcal,R. Oswalt,-3%,42%,Walk
b1,0-0,0,1--,3(0-2) C>FX,O,ATL,J. Drew,R. Oswalt,3%,45%,Lineout: SS
b1,0-0,1,1--,2(1-0) 1B>X,O,ATL,C. Jones,R. Oswalt,3%,48%,Single/runner struck by batted ball and is out (Ground Ball); Furcal out at 2B/2B
b1,0-0,2,1--,6(2-2) CCB1BFX,O,ATL,J. Estrada,R. Oswalt,2%,50%,Flyball: LF
,,,,,,,,,0 runs 1 hit 0 errors 1 LOB. Astros 0 Braves 0.,0 runs 1 hit 0 errors 1 LOB. Astros 0 Braves 0.,0 runs 1 hit 0 errors 1 LOB. Astros 0 Braves 0.
Top of the 2nd Astros Batting Tied 0-0 Braves' Jaret Wright facing 4-5-6,Top of the 2nd Astros Batting Tied 0-0 Braves' Jaret Wright facing 4-5-6,Top of the 2nd Astros Batting Tied 0-0 Braves' Jaret Wright facing 4-5-6,Top of the 2nd Astros Batting Tied 0-0 Braves' Jaret Wright facing 4-5-6,Top of the 2nd Astros Batting Tied 0-0 Braves' Jaret Wright facing 4-5-6,Top of the 2nd Astros Batting Tied 0-0 Braves' Jaret Wright facing 4-5-6,Top of the 2nd Astros Batting Tied 0-0 Braves' Jaret Wright facing 4-5-6,Top of the 2nd Astros Batting Tied 0-0 Braves' Jaret Wright facing 4-5-6,Top of the 2nd Astros Batting Tied 0-0 Braves' Jaret Wright facing 4-5-6,Top of the 2nd Astros Batting Tied 0-0 Braves' Jaret Wright facing 4-5-6,Top of the 2nd Astros Batting Tied 0-0 Braves' Jaret Wright facing 4-5-6,Top of the 2nd Astros Batting Tied 0-0 Braves' Jaret Wright facing 4-5-6
t2,0-0,0,---,6(3-2) BCBBCX,,HOU,L. Berkman,J. Wright,4%,54%,Single to RF (Line Drive)
t2,0-0,0,1--,2(1-0) BX,,HOU,J. Kent,J. Wright,11%,64%,Double to LF (Line Drive); Berkman to 3B
t2,0-0,0,-23,1(0-0) X,RO,HOU,M. Ensberg,J. Wright,0%,65%,Groundout: SS-1B; Berkman Scores; Kent to 3B
t2,1-0,1,--3,5(2-2) BBFFX,RO,HOU,J. Vizcaino,J. Wright,2%,67%,Flyball: LF/Sacrifice Fly; Kent Scores
t2,2-0,2,---,5(2-2) SBBFX,O,HOU,R. Chavez,J. Wright,-1%,66%,Popfly: 2B
