Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Red Sox Batting Tied 0-0 Giants' Jason Schmidt facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Giants' Jason Schmidt facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Giants' Jason Schmidt facing 1-2-3,,Top of the 1st Red Sox Batting Tied 0-0 Giants' Jason Schmidt facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Giants' Jason Schmidt facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Giants' Jason Schmidt facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Giants' Jason Schmidt facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Giants' Jason Schmidt facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Giants' Jason Schmidt facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Giants' Jason Schmidt facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Giants' Jason Schmidt facing 1-2-3
t1,0-0,0,"______, ______, ______",5(2-2) BFFBX,O,BOS,J. Damon,J. Schmidt,2%,52%,Groundout: 3B-1B
t1,0-0,1,"______, ______, ______",6(2-2) CBBFFS,O,BOS,M. Bellhorn,J. Schmidt,2%,54%,Strikeout Swinging
t1,0-0,2,"______, ______, ______",6(3-2) BSBBCX,O,BOS,D. Ortiz,J. Schmidt,1%,55%,Flyball: RF (CF-RF)
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Giants 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Giants 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Giants 0.
Bottom of the 1st Giants Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Giants Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Giants Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,,Bottom of the 1st Giants Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Giants Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Giants Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Giants Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Giants Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Giants Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Giants Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Giants Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3
b1,0-0,0,"______, ______, ______",4(1-2) CBFX,O,SFG,R. Durham,B. Arroyo,-2%,53%,Groundout: SS-1B
b1,0-0,1,"______, ______, ______",4(3-0) BBBB,,SFG,M. Tucker,B. Arroyo,2%,55%,Walk
b1,0-0,1,"M. Tucker, ______, ______",4(1-2) FBCX,,SFG,M. Grissom,B. Arroyo,6%,61%,Single to RF (Line Drive); M. Tucker to 3B
b1,0-0,1,"M. Grissom, ______, M. Tucker",7(3-2) BCFBFBX,O,SFG,B. Bonds,B. Arroyo,-6%,55%,Popfly: 3B
b1,0-0,2,"M. Grissom, ______, M. Tucker",6(3-2) F*BSBB>B,,SFG,E. Alfonzo,B. Arroyo,2%,57%,Walk; M. Grissom to 2B
b1,0-0,2,"E. Alfonzo, M. Grissom, M. Tucker",1(0-0) X,O,SFG,A. Pierzynski,B. Arroyo,-7%,50%,Groundout: 1B-P
,,,,,,,,,0 runs 1 hit 0 errors 3 LOB. Red Sox 0 Giants 0.,0 runs 1 hit 0 errors 3 LOB. Red Sox 0 Giants 0.,0 runs 1 hit 0 errors 3 LOB. Red Sox 0 Giants 0.
Top of the 2nd Red Sox Batting Tied 0-0 Giants' Jason Schmidt facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Giants' Jason Schmidt facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Giants' Jason Schmidt facing 4-5-6,,Top of the 2nd Red Sox Batting Tied 0-0 Giants' Jason Schmidt facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Giants' Jason Schmidt facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Giants' Jason Schmidt facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Giants' Jason Schmidt facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Giants' Jason Schmidt facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Giants' Jason Schmidt facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Giants' Jason Schmidt facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Giants' Jason Schmidt facing 4-5-6
t2,0-0,0,"______, ______, ______",5(1-2) FCFBS,O,BOS,N. Garciaparra,J. Schmidt,2%,52%,Strikeout Swinging
t2,0-0,1,"______, ______, ______",5(1-2) CFBFS,O,BOS,T. Nixon,J. Schmidt,2%,54%,Strikeout Swinging
t2,0-0,2,"______, ______, ______",5(3-1) CBBBB,,BOS,J. Varitek,J. Schmidt,-1%,53%,Walk
