Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Red Sox Batting Tied 0-0 White Sox' Freddy Garcia facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 White Sox' Freddy Garcia facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 White Sox' Freddy Garcia facing 1-2-3,,Top of the 1st Red Sox Batting Tied 0-0 White Sox' Freddy Garcia facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 White Sox' Freddy Garcia facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 White Sox' Freddy Garcia facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 White Sox' Freddy Garcia facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 White Sox' Freddy Garcia facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 White Sox' Freddy Garcia facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 White Sox' Freddy Garcia facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 White Sox' Freddy Garcia facing 1-2-3
t1,0-0,0,"______, ______, ______",5(2-2) CFBBX,,BOS,J. Damon,F. Garcia,3%,53%,Single to RF (Ground Ball)
t1,0-0,0,"J. Damon, ______, ______",4(2-1) BSBX,,BOS,O. Cabrera,F. Garcia,8%,62%,Single to CF (Line Drive); J. Damon to 3B
t1,0-0,0,"O. Cabrera, ______, J. Damon",6(2-2) FBFBFX,RO,BOS,M. Ramirez,F. Garcia,-1%,60%,Groundout: SS-2B/Forceout at 2B; J. Damon Scores; M. Ramirez to 2B/Adv on E4 (throw)
t1,1-0,1,"______, M. Ramirez, ______",2(1-0) BX,R,BOS,D. Ortiz,F. Garcia,8%,69%,Double to RF (Line Drive to Deep RF); M. Ramirez Scores
t1,2-0,1,"______, D. Ortiz, ______",1(0-0) X,R,BOS,J. Varitek,F. Garcia,7%,76%,Double to RF (Ground Ball thru RF Line); D. Ortiz Scores
t1,3-0,1,"______, J. Varitek, ______",2(0-1) SX,O,BOS,K. Millar,F. Garcia,-2%,74%,Groundout: SS-1B
t1,3-0,2,"______, J. Varitek, ______",4(2-1) BBCX,O,BOS,B. Mueller,F. Garcia,-2%,72%,Flyball: LF
,,,,,,,,,3 runs 4 hits 1 error 1 LOB. Red Sox 3 White Sox 0.,3 runs 4 hits 1 error 1 LOB. Red Sox 3 White Sox 0.,3 runs 4 hits 1 error 1 LOB. Red Sox 3 White Sox 0.
Bottom of the 1st White Sox Batting Behind 0-3 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st White Sox Batting Behind 0-3 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st White Sox Batting Behind 0-3 Red Sox' Derek Lowe facing 1-2-3,,Bottom of the 1st White Sox Batting Behind 0-3 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st White Sox Batting Behind 0-3 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st White Sox Batting Behind 0-3 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st White Sox Batting Behind 0-3 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st White Sox Batting Behind 0-3 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st White Sox Batting Behind 0-3 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st White Sox Batting Behind 0-3 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st White Sox Batting Behind 0-3 Red Sox' Derek Lowe facing 1-2-3
