Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Red Sox Batting Tied 0-0 Yankees' Orlando Hernandez facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Orlando Hernandez facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Orlando Hernandez facing 1-2-3,,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Orlando Hernandez facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Orlando Hernandez facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Orlando Hernandez facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Orlando Hernandez facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Orlando Hernandez facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Orlando Hernandez facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Orlando Hernandez facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Orlando Hernandez facing 1-2-3
t1,0-0,0,"______, ______, ______",2(0-1) CX,O,BOS,J. Damon,O. Hernandez,-2%,48%,Flyball: CF
t1,0-0,1,"______, ______, ______",6(3-2) CBBFBX,,BOS,M. Bellhorn,O. Hernandez,2%,50%,Single to RF (Line Drive)
t1,0-0,1,"M. Bellhorn, ______, ______",6(3-2) B1BFFB>B,,BOS,M. Ramirez,O. Hernandez,3%,54%,Walk; M. Bellhorn to 2B
t1,0-0,1,"M. Ramirez, M. Bellhorn, ______",3(1-1) BCX,,BOS,D. Ortiz,O. Hernandez,6%,59%,Single to RF (Line Drive); M. Bellhorn to 3B; M. Ramirez to 2B
t1,0-0,1,"D. Ortiz, M. Ramirez, M. Bellhorn",1(0-0) X,O,BOS,T. Nixon,O. Hernandez,-7%,52%,Groundout: P-C/Forceout at Hm; M. Ramirez to 3B; D. Ortiz to 2B
t1,0-0,2,"T. Nixon, D. Ortiz, M. Ramirez",5(2-2) BSBFS,O,BOS,J. Varitek,O. Hernandez,-7%,45%,Strikeout Swinging
,,,,,,,,,0 runs 2 hits 0 errors 3 LOB. Red Sox 0 Yankees 0.,0 runs 2 hits 0 errors 3 LOB. Red Sox 0 Yankees 0.,0 runs 2 hits 0 errors 3 LOB. Red Sox 0 Yankees 0.
Bottom of the 1st Yankees Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Yankees Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Yankees Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,,Bottom of the 1st Yankees Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Yankees Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Yankees Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Yankees Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Yankees Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Yankees Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Yankees Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Yankees Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3
b1,0-0,0,"______, ______, ______",1(0-0) X,O,NYY,D. Jeter,B. Arroyo,2%,47%,Popfly: SS (Short LF-CF)
b1,0-0,1,"______, ______, ______",6(2-2) CBFBFX,O,NYY,A. Rodriguez,B. Arroyo,2%,49%,Popfly: SS
b1,0-0,2,"______, ______, ______",3(1-1) FBX,O,NYY,G. Sheffield,B. Arroyo,1%,50%,Popfly: 2B (Short CF-RF)
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Yankees 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Yankees 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Yankees 0.
Top of the 2nd Red Sox Batting Tied 0-0 Yankees' Orlando Hernandez facing 7-8-9,Top of the 2nd Red Sox Batting Tied 0-0 Yankees' Orlando Hernandez facing 7-8-9,Top of the 2nd Red Sox Batting Tied 0-0 Yankees' Orlando Hernandez facing 7-8-9,,Top of the 2nd Red Sox Batting Tied 0-0 Yankees' Orlando Hernandez facing 7-8-9,Top of the 2nd Red Sox Batting Tied 0-0 Yankees' Orlando Hernandez facing 7-8-9,Top of the 2nd Red Sox Batting Tied 0-0 Yankees' Orlando Hernandez facing 7-8-9,Top of the 2nd Red Sox Batting Tied 0-0 Yankees' Orlando Hernandez facing 7-8-9,Top of the 2nd Red Sox Batting Tied 0-0 Yankees' Orlando Hernandez facing 7-8-9,Top of the 2nd Red Sox Batting Tied 0-0 Yankees' Orlando Hernandez facing 7-8-9,Top of the 2nd Red Sox Batting Tied 0-0 Yankees' Orlando Hernandez facing 7-8-9,Top of the 2nd Red Sox Batting Tied 0-0 Yankees' Orlando Hernandez facing 7-8-9
t2,0-0,0,"______, ______, ______",7(3-2) BCBBCFS,O,BOS,K. Millar,O. Hernandez,-2%,48%,Strikeout Swinging
t2,0-0,1,"______, ______, ______",1(0-0) X,O,BOS,O. Cabrera,O. Hernandez,-2%,46%,Groundout: 1B unassisted
t2,0-0,2,"______, ______, ______",7(2-2) CFBFBFS,O,BOS,K. Youkilis,O. Hernandez,-1%,45%,Strikeout Swinging
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Yankees 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Yankees 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Yankees 0.
Bottom of the 2nd Yankees Batting Tied 0-0 Red Sox' Bronson Arroyo facing 4-5-6,Bottom of the 2nd Yankees Batting Tied 0-0 Red Sox' Bronson Arroyo facing 4-5-6,Bottom of the 2nd Yankees Batting Tied 0-0 Red Sox' Bronson Arroyo facing 4-5-6,,Bottom of the 2nd Yankees Batting Tied 0-0 Red Sox' Bronson Arroyo facing 4-5-6,Bottom of the 2nd Yankees Batting Tied 0-0 Red Sox' Bronson Arroyo facing 4-5-6,Bottom of the 2nd Yankees Batting Tied 0-0 Red Sox' Bronson Arroyo facing 4-5-6,Bottom of the 2nd Yankees Batting Tied 0-0 Red Sox' Bronson Arroyo facing 4-5-6,Bottom of the 2nd Yankees Batting Tied 0-0 Red Sox' Bronson Arroyo facing 4-5-6,Bottom of the 2nd Yankees Batting Tied 0-0 Red Sox' Bronson Arroyo facing 4-5-6,Bottom of the 2nd Yankees Batting Tied 0-0 Red Sox' Bronson Arroyo facing 4-5-6,Bottom of the 2nd Yankees Batting Tied 0-0 Red Sox' Bronson Arroyo facing 4-5-6
b2,0-0,0,"______, ______, ______",3(1-1) CBX,O,NYY,H. Matsui,B. Arroyo,2%,47%,Groundout: 1B-P
b2,0-0,1,"______, ______, ______",2(1-0) BX,O,NYY,J. Posada,B. Arroyo,2%,49%,Flyball: RF
b2,0-0,2,"______, ______, ______",4(1-2) FCBS,O,NYY,J. Giambi,B. Arroyo,1%,50%,Strikeout Swinging
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Yankees 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Yankees 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Yankees 0.
Top of the 3rd Red Sox Batting Tied 0-0 Yankees' Orlando Hernandez facing 1-2-3,Top of the 3rd Red Sox Batting Tied 0-0 Yankees' Orlando Hernandez facing 1-2-3,Top of the 3rd Red Sox Batting Tied 0-0 Yankees' Orlando Hernandez facing 1-2-3,,Top of the 3rd Red Sox Batting Tied 0-0 Yankees' Orlando Hernandez facing 1-2-3,Top of the 3rd Red Sox Batting Tied 0-0 Yankees' Orlando Hernandez facing 1-2-3,Top of the 3rd Red Sox Batting Tied 0-0 Yankees' Orlando Hernandez facing 1-2-3,Top of the 3rd Red Sox Batting Tied 0-0 Yankees' Orlando Hernandez facing 1-2-3,Top of the 3rd Red Sox Batting Tied 0-0 Yankees' Orlando Hernandez facing 1-2-3,Top of the 3rd Red Sox Batting Tied 0-0 Yankees' Orlando Hernandez facing 1-2-3,Top of the 3rd Red Sox Batting Tied 0-0 Yankees' Orlando Hernandez facing 1-2-3,Top of the 3rd Red Sox Batting Tied 0-0 Yankees' Orlando Hernandez facing 1-2-3
t3,0-0,0,"______, ______, ______",5(3-1) BBCBX,R,BOS,J. Damon,O. Hernandez,11%,61%,Home Run (Fly Ball)
t3,1-0,0,"______, ______, ______",7(3-2) BSFFBBC,O,BOS,M. Bellhorn,O. Hernandez,-2%,58%,Strikeout Looking
t3,1-0,1,"______, ______, ______",5(3-1) BBBFB,,BOS,M. Ramirez,O. Hernandez,2%,61%,Walk
t3,1-0,1,"M. Ramirez, ______, ______",6(2-2) CSBBFX,O,BOS,D. Ortiz,O. Hernandez,-2%,59%,Groundout: P-1B; M. Ramirez to 2B
t3,1-0,2,"______, M. Ramirez, ______",7(3-2) BFSBBFS,O,BOS,T. Nixon,O. Hernandez,-3%,56%,Strikeout Swinging
,,,,,,,,,1 run 1 hit 0 errors 1 LOB. Red Sox 1 Yankees 0.,1 run 1 hit 0 errors 1 LOB. Red Sox 1 Yankees 0.,1 run 1 hit 0 errors 1 LOB. Red Sox 1 Yankees 0.
Bottom of the 3rd Yankees Batting Behind 0-1 Red Sox' Bronson Arroyo facing 7-8-9,Bottom of the 3rd Yankees Batting Behind 0-1 Red Sox' Bronson Arroyo facing 7-8-9,Bottom of the 3rd Yankees Batting Behind 0-1 Red Sox' Bronson Arroyo facing 7-8-9,,Bottom of the 3rd Yankees Batting Behind 0-1 Red Sox' Bronson Arroyo facing 7-8-9,Bottom of the 3rd Yankees Batting Behind 0-1 Red Sox' Bronson Arroyo facing 7-8-9,Bottom of the 3rd Yankees Batting Behind 0-1 Red Sox' Bronson Arroyo facing 7-8-9,Bottom of the 3rd Yankees Batting Behind 0-1 Red Sox' Bronson Arroyo facing 7-8-9,Bottom of the 3rd Yankees Batting Behind 0-1 Red Sox' Bronson Arroyo facing 7-8-9,Bottom of the 3rd Yankees Batting Behind 0-1 Red Sox' Bronson Arroyo facing 7-8-9,Bottom of the 3rd Yankees Batting Behind 0-1 Red Sox' Bronson Arroyo facing 7-8-9,Bottom of the 3rd Yankees Batting Behind 0-1 Red Sox' Bronson Arroyo facing 7-8-9
b3,0-1,0,"______, ______, ______",3(0-2) CCC,O,NYY,J. Olerud,B. Arroyo,3%,58%,Strikeout Looking
b3,0-1,1,"______, ______, ______",4(1-2) BCFH,,NYY,M. Cairo,B. Arroyo,-3%,55%,Hit By Pitch
b3,0-1,1,"M. Cairo, ______, ______",2(1-0) BX,O,NYY,K. Lofton,B. Arroyo,3%,59%,Flyball: CF (Deep CF)
b3,0-1,2,"M. Cairo, ______, ______",6(3-2) BCS1BB>C,O,NYY,D. Jeter,B. Arroyo,3%,62%,Strikeout Looking
,,,,,,,,,0 runs 0 hits 0 errors 1 LOB. Red Sox 1 Yankees 0.,0 runs 0 hits 0 errors 1 LOB. Red Sox 1 Yankees 0.,0 runs 0 hits 0 errors 1 LOB. Red Sox 1 Yankees 0.
