Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Devil Rays Batting Tied 0-0 Red Sox' Byung-Hyun Kim facing 1-2-3,Top of the 1st Devil Rays Batting Tied 0-0 Red Sox' Byung-Hyun Kim facing 1-2-3,Top of the 1st Devil Rays Batting Tied 0-0 Red Sox' Byung-Hyun Kim facing 1-2-3,,Top of the 1st Devil Rays Batting Tied 0-0 Red Sox' Byung-Hyun Kim facing 1-2-3,Top of the 1st Devil Rays Batting Tied 0-0 Red Sox' Byung-Hyun Kim facing 1-2-3,Top of the 1st Devil Rays Batting Tied 0-0 Red Sox' Byung-Hyun Kim facing 1-2-3,Top of the 1st Devil Rays Batting Tied 0-0 Red Sox' Byung-Hyun Kim facing 1-2-3,Top of the 1st Devil Rays Batting Tied 0-0 Red Sox' Byung-Hyun Kim facing 1-2-3,Top of the 1st Devil Rays Batting Tied 0-0 Red Sox' Byung-Hyun Kim facing 1-2-3,Top of the 1st Devil Rays Batting Tied 0-0 Red Sox' Byung-Hyun Kim facing 1-2-3,Top of the 1st Devil Rays Batting Tied 0-0 Red Sox' Byung-Hyun Kim facing 1-2-3
t1,0-0,0,"['', '', '']",3(0-2) CFX,,TBD,C. Crawford,B. Kim,-3%,47%,Reached on E3 (Ground Ball)
t1,0-0,0,"['Crawford', '', '']",2(1-0) B>C,,TBD,R. Baldelli,B. Kim,-2%,45%,Crawford Steals 2B
t1,0-0,0,"['', 'Crawford', '']",4(2-1) B>C.2BX,O,TBD,R. Baldelli,B. Kim,4%,49%,Flyball: CF (LF-CF)
t1,0-0,1,"['', 'Crawford', '']",1(0-0) X,O,TBD,R. Fick,B. Kim,3%,52%,Flyball: CF
t1,0-0,2,"['', 'Crawford', '']",1(0-0) B,,TBD,A. Huff,B. Kim,-0%,52%,Wild Pitch; Crawford to 3B
t1,0-0,2,"['', '', 'Crawford']",3(1-1) B.CX,O,TBD,A. Huff,B. Kim,4%,55%,Flyball: RF (Deep RF)
,,,,,,,,,0 runs 0 hits 1 error 1 LOB. Devil Rays 0 Red Sox 0.,0 runs 0 hits 1 error 1 LOB. Devil Rays 0 Red Sox 0.,0 runs 0 hits 1 error 1 LOB. Devil Rays 0 Red Sox 0.
Bottom of the 1st Red Sox Batting Tied 0-0 Devil Rays' Victor Zambrano facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Devil Rays' Victor Zambrano facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Devil Rays' Victor Zambrano facing 1-2-3,,Bottom of the 1st Red Sox Batting Tied 0-0 Devil Rays' Victor Zambrano facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Devil Rays' Victor Zambrano facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Devil Rays' Victor Zambrano facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Devil Rays' Victor Zambrano facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Devil Rays' Victor Zambrano facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Devil Rays' Victor Zambrano facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Devil Rays' Victor Zambrano facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Devil Rays' Victor Zambrano facing 1-2-3
b1,0-0,0,"['', '', '']",5(3-1) BSBBB,,BOS,J. Damon,V. Zambrano,3%,58%,Walk
b1,0-0,0,"['Damon', '', '']",6(3-2) FB1BCB>S,OO,BOS,B. Mueller,V. Zambrano,-7%,51%,Double Play: Strikeout Swinging Damon Caught Stealing 2B (C-SS)
b1,0-0,2,"['', '', '']",3(1-1) CBX,,BOS,D. Ortiz,V. Zambrano,2%,53%,Double to LF (Fly Ball)
b1,0-0,2,"['', 'Ortiz', '']",4(1-2) CBCC,O,BOS,M. Ramirez,V. Zambrano,-3%,50%,Strikeout Looking
,,,,,,,,,0 runs 1 hit 0 errors 1 LOB. Devil Rays 0 Red Sox 0.,0 runs 1 hit 0 errors 1 LOB. Devil Rays 0 Red Sox 0.,0 runs 1 hit 0 errors 1 LOB. Devil Rays 0 Red Sox 0.
