Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Red Sox Batting Tied 0-0 Orioles' Dave Borkowski facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Orioles' Dave Borkowski facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Orioles' Dave Borkowski facing 1-2-3,,Top of the 1st Red Sox Batting Tied 0-0 Orioles' Dave Borkowski facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Orioles' Dave Borkowski facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Orioles' Dave Borkowski facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Orioles' Dave Borkowski facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Orioles' Dave Borkowski facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Orioles' Dave Borkowski facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Orioles' Dave Borkowski facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Orioles' Dave Borkowski facing 1-2-3
t1,0-0,0,"['', '', '']",6(2-2) CFBFBX,O,BOS,J. Damon,D. Borkowski,2%,52%,Popfly: SS (Short LF)
t1,0-0,1,"['', '', '']",5(2-2) BFFBX,O,BOS,M. Bellhorn,D. Borkowski,2%,54%,Flyball: CF (Deep CF)
t1,0-0,2,"['', '', '']",5(2-2) BBFFS,O,BOS,D. Ortiz,D. Borkowski,1%,55%,Strikeout Swinging
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Orioles 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Orioles 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Orioles 0.
Bottom of the 1st Orioles Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Orioles Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Orioles Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,,Bottom of the 1st Orioles Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Orioles Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Orioles Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Orioles Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Orioles Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Orioles Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Orioles Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Orioles Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3
b1,0-0,0,"['', '', '']",6(3-2) BBCBCX,,BAL,B. Roberts,C. Schilling,3%,58%,Single to RF (Line Drive)
b1,0-0,0,"['Roberts', '', '']",3(0-2) SFX,O,BAL,L. Lopez,C. Schilling,-3%,55%,Flyball: RF
b1,0-0,1,"['Roberts', '', '']",4(2-1) BBF1X,O,BAL,M. Mora,C. Schilling,-3%,52%,Flyball: RF (Deep CF-RF)
b1,0-0,2,"['Roberts', '', '']",4(2-1) BFBX,O,BAL,M. Tejada,C. Schilling,-2%,50%,Flyball: RF
,,,,,,,,,0 runs 1 hit 0 errors 1 LOB. Red Sox 0 Orioles 0.,0 runs 1 hit 0 errors 1 LOB. Red Sox 0 Orioles 0.,0 runs 1 hit 0 errors 1 LOB. Red Sox 0 Orioles 0.
Top of the 2nd Red Sox Batting Tied 0-0 Orioles' Dave Borkowski facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Orioles' Dave Borkowski facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Orioles' Dave Borkowski facing 4-5-6,,Top of the 2nd Red Sox Batting Tied 0-0 Orioles' Dave Borkowski facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Orioles' Dave Borkowski facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Orioles' Dave Borkowski facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Orioles' Dave Borkowski facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Orioles' Dave Borkowski facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Orioles' Dave Borkowski facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Orioles' Dave Borkowski facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Orioles' Dave Borkowski facing 4-5-6
