Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Red Sox Batting Tied 0-0 Yankees' Jose Contreras facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Jose Contreras facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Jose Contreras facing 1-2-3,,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Jose Contreras facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Jose Contreras facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Jose Contreras facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Jose Contreras facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Jose Contreras facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Jose Contreras facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Jose Contreras facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Jose Contreras facing 1-2-3
t1,0-0,0,"['', '', '']",5(1-2) CBTFS,O,BOS,J. Damon,J. Contreras,-2%,48%,Strikeout Swinging
t1,0-0,1,"['', '', '']",3(1-1) BCX,O,BOS,B. Mueller,J. Contreras,-2%,46%,Popfly: 3B
t1,0-0,2,"['', '', '']",7(3-2) CBSBBFX,O,BOS,D. Ortiz,J. Contreras,-1%,45%,Flyball: CF
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Yankees 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Yankees 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Yankees 0.
Bottom of the 1st Yankees Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Yankees Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Yankees Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,,Bottom of the 1st Yankees Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Yankees Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Yankees Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Yankees Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Yankees Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Yankees Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Yankees Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Yankees Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3
b1,0-0,0,"['', '', '']",7(3-2) BLFBBFX,O,NYY,B. Crosby,D. Lowe,2%,47%,Groundout: 2B-1B
b1,0-0,1,"['', '', '']",5(2-2) CBBCX,O,NYY,D. Jeter,D. Lowe,2%,49%,Lineout: RF
b1,0-0,2,"['', '', '']",4(2-1) BCBX,,NYY,A. Rodriguez,D. Lowe,-2%,47%,Double to RF (Fly Ball to Deep RF)
b1,0-0,2,"['', 'Rodriguez', '']",4(3-0) BBBB,,NYY,J. Giambi,D. Lowe,-1%,46%,Walk
b1,0-0,2,"['Giambi', 'Rodriguez', '']",2(0-1) CX,O,NYY,G. Sheffield,D. Lowe,4%,50%,Flyball: CF
,,,,,,,,,0 runs 1 hit 0 errors 2 LOB. Red Sox 0 Yankees 0.,0 runs 1 hit 0 errors 2 LOB. Red Sox 0 Yankees 0.,0 runs 1 hit 0 errors 2 LOB. Red Sox 0 Yankees 0.
Top of the 2nd Red Sox Batting Tied 0-0 Yankees' Jose Contreras facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Yankees' Jose Contreras facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Yankees' Jose Contreras facing 4-5-6,,Top of the 2nd Red Sox Batting Tied 0-0 Yankees' Jose Contreras facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Yankees' Jose Contreras facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Yankees' Jose Contreras facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Yankees' Jose Contreras facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Yankees' Jose Contreras facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Yankees' Jose Contreras facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Yankees' Jose Contreras facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Yankees' Jose Contreras facing 4-5-6
t2,0-0,0,"['', '', '']",5(2-2) TBBFC,O,BOS,M. Ramirez,J. Contreras,-2%,48%,Strikeout Looking
t2,0-0,1,"['', '', '']",5(2-2) BCBFX,,BOS,E. Burks,J. Contreras,3%,50%,Single to RF (Ground Ball)
t2,0-0,1,"['Burks', '', '']",2(0-1) C>B,,BOS,J. Varitek,J. Contreras,2%,52%,Burks Steals 2B
t2,0-0,1,"['', 'Burks', '']",5(2-2) C>B.BSX,O,BOS,J. Varitek,J. Contreras,-3%,49%,Groundout: P-1B; Burks to 3B
t2,0-0,2,"['', '', 'Burks']",5(3-1) BBCBB,,BOS,K. Millar,J. Contreras,1%,50%,Walk
t2,0-0,2,"['Millar', '', 'Burks']",5(3-1) FBBBX,R,BOS,M. Bellhorn,J. Contreras,9%,59%,Single to RF (Ground Ball); Burks Scores; Millar to 2B
t2,1-0,2,"['Bellhorn', 'Millar', '']",6(3-2) BCCBB>X,O,BOS,P. Reese,J. Contreras,-4%,55%,Popfly: 1B
,,,,,,,,,1 run 2 hits 0 errors 2 LOB. Red Sox 1 Yankees 0.,1 run 2 hits 0 errors 2 LOB. Red Sox 1 Yankees 0.,1 run 2 hits 0 errors 2 LOB. Red Sox 1 Yankees 0.
Bottom of the 2nd Yankees Batting Behind 0-1 Red Sox' Derek Lowe facing 6-7-8,Bottom of the 2nd Yankees Batting Behind 0-1 Red Sox' Derek Lowe facing 6-7-8,Bottom of the 2nd Yankees Batting Behind 0-1 Red Sox' Derek Lowe facing 6-7-8,,Bottom of the 2nd Yankees Batting Behind 0-1 Red Sox' Derek Lowe facing 6-7-8,Bottom of the 2nd Yankees Batting Behind 0-1 Red Sox' Derek Lowe facing 6-7-8,Bottom of the 2nd Yankees Batting Behind 0-1 Red Sox' Derek Lowe facing 6-7-8,Bottom of the 2nd Yankees Batting Behind 0-1 Red Sox' Derek Lowe facing 6-7-8,Bottom of the 2nd Yankees Batting Behind 0-1 Red Sox' Derek Lowe facing 6-7-8,Bottom of the 2nd Yankees Batting Behind 0-1 Red Sox' Derek Lowe facing 6-7-8,Bottom of the 2nd Yankees Batting Behind 0-1 Red Sox' Derek Lowe facing 6-7-8,Bottom of the 2nd Yankees Batting Behind 0-1 Red Sox' Derek Lowe facing 6-7-8
b2,0-1,0,"['', '', '']",6(3-2) BBBCCX,,NYY,H. Matsui,D. Lowe,-4%,51%,Single to LF (Line Drive to LF-CF)
b2,0-1,0,"['Matsui', '', '']",7(2-2) FF1FBBFX,O,NYY,B. Williams,D. Lowe,4%,55%,Lineout: 2B
b2,0-1,1,"['Matsui', '', '']",2(1-0) BX,OO,NYY,J. Flaherty,D. Lowe,6%,61%,Ground Ball Double Play: 3B-2B-1B
,,,,,,,,,0 runs 1 hit 0 errors 0 LOB. Red Sox 1 Yankees 0.,0 runs 1 hit 0 errors 0 LOB. Red Sox 1 Yankees 0.,0 runs 1 hit 0 errors 0 LOB. Red Sox 1 Yankees 0.
Top of the 3rd Red Sox Batting Ahead 1-0 Yankees' Jose Contreras facing 1-2-3,Top of the 3rd Red Sox Batting Ahead 1-0 Yankees' Jose Contreras facing 1-2-3,Top of the 3rd Red Sox Batting Ahead 1-0 Yankees' Jose Contreras facing 1-2-3,,Top of the 3rd Red Sox Batting Ahead 1-0 Yankees' Jose Contreras facing 1-2-3,Top of the 3rd Red Sox Batting Ahead 1-0 Yankees' Jose Contreras facing 1-2-3,Top of the 3rd Red Sox Batting Ahead 1-0 Yankees' Jose Contreras facing 1-2-3,Top of the 3rd Red Sox Batting Ahead 1-0 Yankees' Jose Contreras facing 1-2-3,Top of the 3rd Red Sox Batting Ahead 1-0 Yankees' Jose Contreras facing 1-2-3,Top of the 3rd Red Sox Batting Ahead 1-0 Yankees' Jose Contreras facing 1-2-3,Top of the 3rd Red Sox Batting Ahead 1-0 Yankees' Jose Contreras facing 1-2-3,Top of the 3rd Red Sox Batting Ahead 1-0 Yankees' Jose Contreras facing 1-2-3
t3,1-0,0,"['', '', '']",5(3-1) BBBCB,,BOS,J. Damon,J. Contreras,3%,64%,Walk
t3,1-0,0,"['Damon', '', '']",5(2-2) 1CPBF>B,,BOS,B. Mueller,J. Contreras,2%,67%,Damon Steals 2B
t3,1-0,0,"['', 'Damon', '']",7(3-2) 1CPBF>B.FX,O,BOS,B. Mueller,J. Contreras,-4%,62%,Flyball: LF (LF Line)
t3,1-0,1,"['', 'Damon', '']",6(3-2) CCBBBB,,BOS,D. Ortiz,J. Contreras,2%,64%,Walk
t3,1-0,1,"['Ortiz', 'Damon', '']",3(1-1) BFX,O,BOS,M. Ramirez,J. Contreras,-3%,61%,Flyball: CF (Deep CF); Damon to 3B; Ortiz to 2B
t3,1-0,2,"['', 'Ortiz', 'Damon']",2(1-0) BX,O,BOS,E. Burks,J. Contreras,-6%,56%,Groundout: 3B-1B
,,,,,,,,,0 runs 0 hits 0 errors 2 LOB. Red Sox 1 Yankees 0.,0 runs 0 hits 0 errors 2 LOB. Red Sox 1 Yankees 0.,0 runs 0 hits 0 errors 2 LOB. Red Sox 1 Yankees 0.
Bottom of the 3rd Yankees Batting Behind 0-1 Red Sox' Derek Lowe facing 9-1-2,Bottom of the 3rd Yankees Batting Behind 0-1 Red Sox' Derek Lowe facing 9-1-2,Bottom of the 3rd Yankees Batting Behind 0-1 Red Sox' Derek Lowe facing 9-1-2,,Bottom of the 3rd Yankees Batting Behind 0-1 Red Sox' Derek Lowe facing 9-1-2,Bottom of the 3rd Yankees Batting Behind 0-1 Red Sox' Derek Lowe facing 9-1-2,Bottom of the 3rd Yankees Batting Behind 0-1 Red Sox' Derek Lowe facing 9-1-2,Bottom of the 3rd Yankees Batting Behind 0-1 Red Sox' Derek Lowe facing 9-1-2,Bottom of the 3rd Yankees Batting Behind 0-1 Red Sox' Derek Lowe facing 9-1-2,Bottom of the 3rd Yankees Batting Behind 0-1 Red Sox' Derek Lowe facing 9-1-2,Bottom of the 3rd Yankees Batting Behind 0-1 Red Sox' Derek Lowe facing 9-1-2,Bottom of the 3rd Yankees Batting Behind 0-1 Red Sox' Derek Lowe facing 9-1-2
b3,0-1,0,"['', '', '']",3(0-2) CFX,O,NYY,E. Wilson,D. Lowe,3%,58%,Groundout: SS-1B
b3,0-1,1,"['', '', '']",6(2-2) SFFBBT,O,NYY,B. Crosby,D. Lowe,2%,60%,Strikeout Swinging
b3,0-1,2,"['', '', '']",3(0-2) FCX,O,NYY,D. Jeter,D. Lowe,1%,62%,Groundout: P-1B
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Red Sox 1 Yankees 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 1 Yankees 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 1 Yankees 0.
