Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Athletics Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Top of the 1st Athletics Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Top of the 1st Athletics Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,,Top of the 1st Athletics Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Top of the 1st Athletics Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Top of the 1st Athletics Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Top of the 1st Athletics Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Top of the 1st Athletics Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Top of the 1st Athletics Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Top of the 1st Athletics Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Top of the 1st Athletics Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3
t1,0-0,0,"______, ______, ______",3(1-1) CBX,O,OAK,M. Kotsay,C. Schilling,2%,52%,Groundout: SS-1B
t1,0-0,1,"______, ______, ______",2(1-0) BX,O,OAK,E. Byrnes,C. Schilling,2%,54%,Groundout: 2B-1B
t1,0-0,2,"______, ______, ______",4(2-1) CBBX,O,OAK,E. Chavez,C. Schilling,1%,55%,Groundout: 2B-1B
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Athletics 0 Red Sox 0.,0 runs 0 hits 0 errors 0 LOB. Athletics 0 Red Sox 0.,0 runs 0 hits 0 errors 0 LOB. Athletics 0 Red Sox 0.
Bottom of the 1st Red Sox Batting Tied 0-0 Athletics' Tim Hudson facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Athletics' Tim Hudson facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Athletics' Tim Hudson facing 1-2-3,,Bottom of the 1st Red Sox Batting Tied 0-0 Athletics' Tim Hudson facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Athletics' Tim Hudson facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Athletics' Tim Hudson facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Athletics' Tim Hudson facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Athletics' Tim Hudson facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Athletics' Tim Hudson facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Athletics' Tim Hudson facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Athletics' Tim Hudson facing 1-2-3
b1,0-0,0,"______, ______, ______",3(1-1) CBX,,BOS,J. Damon,T. Hudson,3%,58%,Single to LF (Ground Ball)
b1,0-0,0,"J. Damon, ______, ______",1(0-0) X,OO,BOS,M. Bellhorn,T. Hudson,-7%,51%,Ground Ball Double Play: SS-2B-1B
b1,0-0,2,"______, ______, ______",3(2-0) BBX,,BOS,D. Ortiz,T. Hudson,2%,53%,Double to CF (Fly Ball to Deep CF-RF)
b1,0-0,2,"______, D. Ortiz, ______",5(2-2) CBFBX,R,BOS,M. Ramirez,T. Hudson,9%,62%,Double to CF (Fly Ball to Deep CF); D. Ortiz Scores
