Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Athletics Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Top of the 1st Athletics Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Top of the 1st Athletics Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,,Top of the 1st Athletics Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Top of the 1st Athletics Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Top of the 1st Athletics Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Top of the 1st Athletics Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Top of the 1st Athletics Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Top of the 1st Athletics Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Top of the 1st Athletics Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Top of the 1st Athletics Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3
t1,0-0,0,"______, ______, ______",5(2-2) FCBBX,,OAK,M. Kotsay,C. Schilling,-5%,45%,Double to LF (Fly Ball)
t1,0-0,0,"______, M. Kotsay, ______",7(2-2) CCFFBBS,O,OAK,E. Byrnes,C. Schilling,4%,49%,Strikeout Swinging
t1,0-0,1,"______, M. Kotsay, ______",4(1-2) FBFC,O,OAK,S. Hatteberg,C. Schilling,3%,52%,Strikeout Looking
t1,0-0,2,"______, M. Kotsay, ______",6(2-2) CSFB*BS,O,OAK,J. Dye,C. Schilling,3%,55%,Strikeout Swinging
,,,,,,,,,0 runs 1 hit 0 errors 1 LOB. Athletics 0 Red Sox 0.,0 runs 1 hit 0 errors 1 LOB. Athletics 0 Red Sox 0.,0 runs 1 hit 0 errors 1 LOB. Athletics 0 Red Sox 0.
Bottom of the 1st Red Sox Batting Tied 0-0 Athletics' Rich Harden facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Athletics' Rich Harden facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Athletics' Rich Harden facing 1-2-3,,Bottom of the 1st Red Sox Batting Tied 0-0 Athletics' Rich Harden facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Athletics' Rich Harden facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Athletics' Rich Harden facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Athletics' Rich Harden facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Athletics' Rich Harden facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Athletics' Rich Harden facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Athletics' Rich Harden facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Athletics' Rich Harden facing 1-2-3
b1,0-0,0,"______, ______, ______",2(0-1) CX,,BOS,J. Damon,R. Harden,3%,58%,Single to SS (Ground Ball)
b1,0-0,0,"J. Damon, ______, ______",3(2-0) BBX,OO,BOS,B. Mueller,R. Harden,-7%,51%,Ground Ball Double Play: 2B-SS-1B
b1,0-0,2,"______, ______, ______",3(1-1) BCX,R,BOS,D. Ortiz,R. Harden,9%,60%,Home Run (Fly Ball)
b1,1-0,2,"______, ______, ______",6(3-2) FBBFBX,O,BOS,M. Ramirez,R. Harden,-1%,59%,Groundout: 2B-1B
,,,,,,,,,1 run 2 hits 0 errors 0 LOB. Athletics 0 Red Sox 1.,1 run 2 hits 0 errors 0 LOB. Athletics 0 Red Sox 1.,1 run 2 hits 0 errors 0 LOB. Athletics 0 Red Sox 1.
Top of the 2nd Athletics Batting Behind 0-1 Red Sox' Curt Schilling facing 5-6-7,Top of the 2nd Athletics Batting Behind 0-1 Red Sox' Curt Schilling facing 5-6-7,Top of the 2nd Athletics Batting Behind 0-1 Red Sox' Curt Schilling facing 5-6-7,,Top of the 2nd Athletics Batting Behind 0-1 Red Sox' Curt Schilling facing 5-6-7,Top of the 2nd Athletics Batting Behind 0-1 Red Sox' Curt Schilling facing 5-6-7,Top of the 2nd Athletics Batting Behind 0-1 Red Sox' Curt Schilling facing 5-6-7,Top of the 2nd Athletics Batting Behind 0-1 Red Sox' Curt Schilling facing 5-6-7,Top of the 2nd Athletics Batting Behind 0-1 Red Sox' Curt Schilling facing 5-6-7,Top of the 2nd Athletics Batting Behind 0-1 Red Sox' Curt Schilling facing 5-6-7,Top of the 2nd Athletics Batting Behind 0-1 Red Sox' Curt Schilling facing 5-6-7,Top of the 2nd Athletics Batting Behind 0-1 Red Sox' Curt Schilling facing 5-6-7
t2,0-1,0,"______, ______, ______",8(3-2) FCBBFBFX,O,OAK,E. Durazo,C. Schilling,3%,62%,Groundout: 2B-1B
t2,0-1,1,"______, ______, ______",5(1-2) BSCFX,O,OAK,B. Crosby,C. Schilling,2%,64%,Lineout: LF
t2,0-1,2,"______, ______, ______",3(1-1) CBX,,OAK,D. Miller,C. Schilling,-1%,62%,Single to CF (Ground Ball)
t2,0-1,2,"D. Miller, ______, ______",4(1-2) SBFX,O,OAK,M. Scutaro,C. Schilling,3%,65%,Flyball: LF
,,,,,,,,,0 runs 1 hit 0 errors 1 LOB. Athletics 0 Red Sox 1.,0 runs 1 hit 0 errors 1 LOB. Athletics 0 Red Sox 1.,0 runs 1 hit 0 errors 1 LOB. Athletics 0 Red Sox 1.
Bottom of the 2nd Red Sox Batting Ahead 1-0 Athletics' Rich Harden facing 5-6-7,Bottom of the 2nd Red Sox Batting Ahead 1-0 Athletics' Rich Harden facing 5-6-7,Bottom of the 2nd Red Sox Batting Ahead 1-0 Athletics' Rich Harden facing 5-6-7,,Bottom of the 2nd Red Sox Batting Ahead 1-0 Athletics' Rich Harden facing 5-6-7,Bottom of the 2nd Red Sox Batting Ahead 1-0 Athletics' Rich Harden facing 5-6-7,Bottom of the 2nd Red Sox Batting Ahead 1-0 Athletics' Rich Harden facing 5-6-7,Bottom of the 2nd Red Sox Batting Ahead 1-0 Athletics' Rich Harden facing 5-6-7,Bottom of the 2nd Red Sox Batting Ahead 1-0 Athletics' Rich Harden facing 5-6-7,Bottom of the 2nd Red Sox Batting Ahead 1-0 Athletics' Rich Harden facing 5-6-7,Bottom of the 2nd Red Sox Batting Ahead 1-0 Athletics' Rich Harden facing 5-6-7,Bottom of the 2nd Red Sox Batting Ahead 1-0 Athletics' Rich Harden facing 5-6-7
b2,1-0,0,"______, ______, ______",1(0-0) X,O,BOS,N. Garciaparra,R. Harden,-2%,63%,Foul Popfly: 1B (1B Foul)
b2,1-0,1,"______, ______, ______",6(3-2) BCBSBS,O,BOS,T. Nixon,R. Harden,-2%,61%,Strikeout Swinging
b2,1-0,2,"______, ______, ______",5(3-1) BBFBX,,BOS,K. Millar,R. Harden,1%,62%,Single to LF (Fly Ball to Deep LF Line)
b2,1-0,2,"K. Millar, ______, ______",3(0-2) CST,O,BOS,J. Varitek,R. Harden,-2%,60%,Strikeout Swinging
,,,,,,,,,0 runs 1 hit 0 errors 1 LOB. Athletics 0 Red Sox 1.,0 runs 1 hit 0 errors 1 LOB. Athletics 0 Red Sox 1.,0 runs 1 hit 0 errors 1 LOB. Athletics 0 Red Sox 1.
Top of the 3rd Athletics Batting Behind 0-1 Red Sox' Curt Schilling facing 9-1-2,Top of the 3rd Athletics Batting Behind 0-1 Red Sox' Curt Schilling facing 9-1-2,Top of the 3rd Athletics Batting Behind 0-1 Red Sox' Curt Schilling facing 9-1-2,,Top of the 3rd Athletics Batting Behind 0-1 Red Sox' Curt Schilling facing 9-1-2,Top of the 3rd Athletics Batting Behind 0-1 Red Sox' Curt Schilling facing 9-1-2,Top of the 3rd Athletics Batting Behind 0-1 Red Sox' Curt Schilling facing 9-1-2,Top of the 3rd Athletics Batting Behind 0-1 Red Sox' Curt Schilling facing 9-1-2,Top of the 3rd Athletics Batting Behind 0-1 Red Sox' Curt Schilling facing 9-1-2,Top of the 3rd Athletics Batting Behind 0-1 Red Sox' Curt Schilling facing 9-1-2,Top of the 3rd Athletics Batting Behind 0-1 Red Sox' Curt Schilling facing 9-1-2,Top of the 3rd Athletics Batting Behind 0-1 Red Sox' Curt Schilling facing 9-1-2
t3,0-1,0,"______, ______, ______",5(2-2) BCBSC,O,OAK,R. Castro,C. Schilling,3%,63%,Strikeout Looking
t3,0-1,1,"______, ______, ______",7(3-2) BSBSBFX,,OAK,M. Kotsay,C. Schilling,-4%,59%,Double to RF (Fly Ball to Deep CF-RF)
t3,0-1,1,"______, M. Kotsay, ______",3(0-2) FFS,O,OAK,E. Byrnes,C. Schilling,4%,63%,Strikeout Swinging
t3,0-1,2,"______, M. Kotsay, ______",6(2-2) CCBBFC,O,OAK,S. Hatteberg,C. Schilling,4%,66%,Strikeout Looking
,,,,,,,,,0 runs 1 hit 0 errors 1 LOB. Athletics 0 Red Sox 1.,0 runs 1 hit 0 errors 1 LOB. Athletics 0 Red Sox 1.,0 runs 1 hit 0 errors 1 LOB. Athletics 0 Red Sox 1.
