Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Tigers Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Top of the 1st Tigers Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Top of the 1st Tigers Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,,Top of the 1st Tigers Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Top of the 1st Tigers Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Top of the 1st Tigers Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Top of the 1st Tigers Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Top of the 1st Tigers Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Top of the 1st Tigers Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Top of the 1st Tigers Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Top of the 1st Tigers Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3
t1,0-0,0,"______, ______, ______",3(0-2) CFS,,DET,J. Smith,T. Wakefield,-3%,47%,Strikeout Swinging Wild Pitch; J. Smith to 1B
t1,0-0,0,"J. Smith, ______, ______",4(1-2) BSCS,O,DET,B. Inge,T. Wakefield,3%,50%,Strikeout Swinging
t1,0-0,1,"J. Smith, ______, ______",1(0-1) F1,O,DET,C. Guillen,T. Wakefield,4%,54%,J. Smith Picked off 1B (P-1B)
t1,0-0,2,"______, ______, ______",2(0-1) F1.X,O,DET,C. Guillen,T. Wakefield,1%,55%,Popfly: SS (Short LF)
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Tigers 0 Red Sox 0.,0 runs 0 hits 0 errors 0 LOB. Tigers 0 Red Sox 0.,0 runs 0 hits 0 errors 0 LOB. Tigers 0 Red Sox 0.
Bottom of the 1st Red Sox Batting Tied 0-0 Tigers' Wil Ledezma facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Tigers' Wil Ledezma facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Tigers' Wil Ledezma facing 1-2-3,,Bottom of the 1st Red Sox Batting Tied 0-0 Tigers' Wil Ledezma facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Tigers' Wil Ledezma facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Tigers' Wil Ledezma facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Tigers' Wil Ledezma facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Tigers' Wil Ledezma facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Tigers' Wil Ledezma facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Tigers' Wil Ledezma facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Tigers' Wil Ledezma facing 1-2-3
b1,0-0,0,"______, ______, ______",4(1-2) CFBX,O,BOS,J. Damon,W. Ledezma,-2%,53%,Groundout: 2B-1B
b1,0-0,1,"______, ______, ______",6(2-2) CBBFFS,O,BOS,M. Bellhorn,W. Ledezma,-2%,51%,Strikeout Swinging
b1,0-0,2,"______, ______, ______",5(3-1) FBBBB,,BOS,M. Ramirez,W. Ledezma,1%,52%,Walk
b1,0-0,2,"M. Ramirez, ______, ______",,,BOS,D. Ortiz,W. Ledezma,1%,53%,Balk; M. Ramirez to 2B
b1,0-0,2,"______, M. Ramirez, ______",2(1-0) N.BX,O,BOS,D. Ortiz,W. Ledezma,-3%,50%,Flyball: LF
,,,,,,,,,0 runs 0 hits 0 errors 1 LOB. Tigers 0 Red Sox 0.,0 runs 0 hits 0 errors 1 LOB. Tigers 0 Red Sox 0.,0 runs 0 hits 0 errors 1 LOB. Tigers 0 Red Sox 0.
Top of the 2nd Tigers Batting Tied 0-0 Red Sox' Tim Wakefield facing 4-5-6,Top of the 2nd Tigers Batting Tied 0-0 Red Sox' Tim Wakefield facing 4-5-6,Top of the 2nd Tigers Batting Tied 0-0 Red Sox' Tim Wakefield facing 4-5-6,,Top of the 2nd Tigers Batting Tied 0-0 Red Sox' Tim Wakefield facing 4-5-6,Top of the 2nd Tigers Batting Tied 0-0 Red Sox' Tim Wakefield facing 4-5-6,Top of the 2nd Tigers Batting Tied 0-0 Red Sox' Tim Wakefield facing 4-5-6,Top of the 2nd Tigers Batting Tied 0-0 Red Sox' Tim Wakefield facing 4-5-6,Top of the 2nd Tigers Batting Tied 0-0 Red Sox' Tim Wakefield facing 4-5-6,Top of the 2nd Tigers Batting Tied 0-0 Red Sox' Tim Wakefield facing 4-5-6,Top of the 2nd Tigers Batting Tied 0-0 Red Sox' Tim Wakefield facing 4-5-6,Top of the 2nd Tigers Batting Tied 0-0 Red Sox' Tim Wakefield facing 4-5-6
t2,0-0,0,"______, ______, ______",2(0-1) CX,O,DET,D. Young,T. Wakefield,2%,52%,Popfly: 2B (CF-RF)
t2,0-0,1,"______, ______, ______",2(1-0) BX,O,DET,C. Pena,T. Wakefield,2%,54%,Groundout: 2B-1B
t2,0-0,2,"______, ______, ______",4(1-2) CBCX,O,DET,C. Monroe,T. Wakefield,1%,55%,Groundout: P-2B-1B
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Tigers 0 Red Sox 0.,0 runs 0 hits 0 errors 0 LOB. Tigers 0 Red Sox 0.,0 runs 0 hits 0 errors 0 LOB. Tigers 0 Red Sox 0.
Bottom of the 2nd Red Sox Batting Tied 0-0 Tigers' Wil Ledezma facing 5-6-7,Bottom of the 2nd Red Sox Batting Tied 0-0 Tigers' Wil Ledezma facing 5-6-7,Bottom of the 2nd Red Sox Batting Tied 0-0 Tigers' Wil Ledezma facing 5-6-7,,Bottom of the 2nd Red Sox Batting Tied 0-0 Tigers' Wil Ledezma facing 5-6-7,Bottom of the 2nd Red Sox Batting Tied 0-0 Tigers' Wil Ledezma facing 5-6-7,Bottom of the 2nd Red Sox Batting Tied 0-0 Tigers' Wil Ledezma facing 5-6-7,Bottom of the 2nd Red Sox Batting Tied 0-0 Tigers' Wil Ledezma facing 5-6-7,Bottom of the 2nd Red Sox Batting Tied 0-0 Tigers' Wil Ledezma facing 5-6-7,Bottom of the 2nd Red Sox Batting Tied 0-0 Tigers' Wil Ledezma facing 5-6-7,Bottom of the 2nd Red Sox Batting Tied 0-0 Tigers' Wil Ledezma facing 5-6-7,Bottom of the 2nd Red Sox Batting Tied 0-0 Tigers' Wil Ledezma facing 5-6-7
b2,0-0,0,"______, ______, ______",4(1-2) CBFX,O,BOS,K. Millar,W. Ledezma,-2%,53%,Flyball: RF (Deep RF)
