Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Mariners Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Top of the 1st Mariners Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Top of the 1st Mariners Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,,Top of the 1st Mariners Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Top of the 1st Mariners Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Top of the 1st Mariners Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Top of the 1st Mariners Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Top of the 1st Mariners Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Top of the 1st Mariners Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Top of the 1st Mariners Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Top of the 1st Mariners Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3
t1,0-0,0,"______, ______, ______",6(2-2) BFCFBX,O,SEA,I. Suzuki,C. Schilling,2%,52%,Flyball: CF
t1,0-0,1,"______, ______, ______",6(2-2) BCFFBX,O,SEA,D. Hansen,C. Schilling,2%,54%,Groundout: SS-1B
t1,0-0,2,"______, ______, ______",6(2-2) FCBBFX,O,SEA,E. Martinez,C. Schilling,1%,55%,Groundout: SS-1B
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Mariners 0 Red Sox 0.,0 runs 0 hits 0 errors 0 LOB. Mariners 0 Red Sox 0.,0 runs 0 hits 0 errors 0 LOB. Mariners 0 Red Sox 0.
Bottom of the 1st Red Sox Batting Tied 0-0 Mariners' Ryan Franklin facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Mariners' Ryan Franklin facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Mariners' Ryan Franklin facing 1-2-3,,Bottom of the 1st Red Sox Batting Tied 0-0 Mariners' Ryan Franklin facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Mariners' Ryan Franklin facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Mariners' Ryan Franklin facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Mariners' Ryan Franklin facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Mariners' Ryan Franklin facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Mariners' Ryan Franklin facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Mariners' Ryan Franklin facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Mariners' Ryan Franklin facing 1-2-3
b1,0-0,0,"______, ______, ______",5(2-2) BCBCX,,BOS,M. Bellhorn,R. Franklin,3%,58%,Single to CF (Line Drive)
b1,0-0,0,"M. Bellhorn, ______, ______",6(2-2) BBC>FFX,,BOS,K. Youkilis,R. Franklin,9%,68%,Double to CF (Line Drive to Deep LF-CF); M. Bellhorn to 3B
b1,0-0,0,"______, K. Youkilis, M. Bellhorn",8(3-2) CFF*BBFBX,RO,BOS,D. Ortiz,R. Franklin,-0%,68%,Groundout: 1B unassisted; M. Bellhorn Scores; K. Youkilis to 3B
b1,1-0,1,"______, ______, K. Youkilis",6(3-2) CCBBBX,RO,BOS,M. Ramirez,R. Franklin,1%,69%,Flyball: RF/Sacrifice Fly (Deep RF); K. Youkilis Scores
b1,2-0,2,"______, ______, ______",6(2-2) FSBFBS,O,BOS,B. Daubach,R. Franklin,-1%,68%,Strikeout Swinging
,,,,,,,,,2 runs 2 hits 0 errors 0 LOB. Mariners 0 Red Sox 2.,2 runs 2 hits 0 errors 0 LOB. Mariners 0 Red Sox 2.,2 runs 2 hits 0 errors 0 LOB. Mariners 0 Red Sox 2.
