Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Indians Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Top of the 1st Indians Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Top of the 1st Indians Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,,Top of the 1st Indians Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Top of the 1st Indians Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Top of the 1st Indians Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Top of the 1st Indians Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Top of the 1st Indians Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Top of the 1st Indians Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Top of the 1st Indians Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Top of the 1st Indians Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3
t1,0-0,0,"______, ______, ______",3(1-1) BCX,O,CLE,M. Lawton,T. Wakefield,-2%,48%,Groundout: P unassisted
t1,0-0,1,"______, ______, ______",4(0-2) CSFX,,CLE,O. Vizquel,T. Wakefield,2%,50%,Single to 2B (Ground Ball)
t1,0-0,1,"O. Vizquel, ______, ______",4(1-2) CFB>X,,CLE,J. Gerut,T. Wakefield,6%,56%,Single to RF (Fly Ball); O. Vizquel to 3B
t1,0-0,1,"J. Gerut, ______, O. Vizquel",4(1-2) FBFX,R,CLE,A. Escobar,T. Wakefield,6%,62%,Single to LF (Fly Ball); O. Vizquel Scores; J. Gerut to 2B
t1,1-0,1,"A. Escobar, J. Gerut, ______",2(0-1) CX,O,CLE,T. Hafner,T. Wakefield,-4%,58%,Flyball: RF
t1,1-0,2,"A. Escobar, J. Gerut, ______",2(0-1) C+1X,O,CLE,R. Belliard,T. Wakefield,-4%,54%,Groundout: P-1B
,,,,,,,,,1 run 3 hits 0 errors 2 LOB. Indians 1 Red Sox 0.,1 run 3 hits 0 errors 2 LOB. Indians 1 Red Sox 0.,1 run 3 hits 0 errors 2 LOB. Indians 1 Red Sox 0.
Bottom of the 1st Red Sox Batting Behind 0-1 Indians' Cliff Lee facing 1-2-3,Bottom of the 1st Red Sox Batting Behind 0-1 Indians' Cliff Lee facing 1-2-3,Bottom of the 1st Red Sox Batting Behind 0-1 Indians' Cliff Lee facing 1-2-3,,Bottom of the 1st Red Sox Batting Behind 0-1 Indians' Cliff Lee facing 1-2-3,Bottom of the 1st Red Sox Batting Behind 0-1 Indians' Cliff Lee facing 1-2-3,Bottom of the 1st Red Sox Batting Behind 0-1 Indians' Cliff Lee facing 1-2-3,Bottom of the 1st Red Sox Batting Behind 0-1 Indians' Cliff Lee facing 1-2-3,Bottom of the 1st Red Sox Batting Behind 0-1 Indians' Cliff Lee facing 1-2-3,Bottom of the 1st Red Sox Batting Behind 0-1 Indians' Cliff Lee facing 1-2-3,Bottom of the 1st Red Sox Batting Behind 0-1 Indians' Cliff Lee facing 1-2-3,Bottom of the 1st Red Sox Batting Behind 0-1 Indians' Cliff Lee facing 1-2-3
b1,0-1,0,"______, ______, ______",3(1-1) BCX,O,BOS,J. Damon,C. Lee,2%,56%,Lineout: 2B
b1,0-1,1,"______, ______, ______",5(3-1) BBFBB,,BOS,M. Bellhorn,C. Lee,-3%,54%,Walk
b1,0-1,1,"M. Bellhorn, ______, ______",4(1-2) BFCC,O,BOS,D. Ortiz,C. Lee,3%,57%,Strikeout Looking
b1,0-1,2,"M. Bellhorn, ______, ______",1(0-0) X,R,BOS,M. Ramirez,C. Lee,-10%,47%,Double to LF (Fly Ball to LF-CF); M. Bellhorn Scores
b1,1-1,2,"______, M. Ramirez, ______",5(3-1) SBBBB,,BOS,K. Millar,C. Lee,-1%,46%,Walk
b1,1-1,2,"K. Millar, M. Ramirez, ______",1(0-0) X,O,BOS,B. Mueller,C. Lee,4%,50%,Single to LF (Line Drive); M. Ramirez out at Hm/LF-C; K. Millar to 2B
,,,,,,,,,1 run 2 hits 0 errors 2 LOB. Indians 1 Red Sox 1.,1 run 2 hits 0 errors 2 LOB. Indians 1 Red Sox 1.,1 run 2 hits 0 errors 2 LOB. Indians 1 Red Sox 1.
Top of the 2nd Indians Batting Tied 1-1 Red Sox' Tim Wakefield facing 7-8-9,Top of the 2nd Indians Batting Tied 1-1 Red Sox' Tim Wakefield facing 7-8-9,Top of the 2nd Indians Batting Tied 1-1 Red Sox' Tim Wakefield facing 7-8-9,,Top of the 2nd Indians Batting Tied 1-1 Red Sox' Tim Wakefield facing 7-8-9,Top of the 2nd Indians Batting Tied 1-1 Red Sox' Tim Wakefield facing 7-8-9,Top of the 2nd Indians Batting Tied 1-1 Red Sox' Tim Wakefield facing 7-8-9,Top of the 2nd Indians Batting Tied 1-1 Red Sox' Tim Wakefield facing 7-8-9,Top of the 2nd Indians Batting Tied 1-1 Red Sox' Tim Wakefield facing 7-8-9,Top of the 2nd Indians Batting Tied 1-1 Red Sox' Tim Wakefield facing 7-8-9,Top of the 2nd Indians Batting Tied 1-1 Red Sox' Tim Wakefield facing 7-8-9,Top of the 2nd Indians Batting Tied 1-1 Red Sox' Tim Wakefield facing 7-8-9
t2,1-1,0,"______, ______, ______",7(3-2) CBCBFBB,,CLE,B. Broussard,T. Wakefield,4%,54%,Walk
t2,1-1,0,"B. Broussard, ______, ______",3(0-2) C>FS,O,CLE,L. Merloni,T. Wakefield,-4%,50%,Strikeout Swinging
