Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Red Sox Batting Tied 0-0 Orioles' Rick Bauer facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Orioles' Rick Bauer facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Orioles' Rick Bauer facing 1-2-3,,Top of the 1st Red Sox Batting Tied 0-0 Orioles' Rick Bauer facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Orioles' Rick Bauer facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Orioles' Rick Bauer facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Orioles' Rick Bauer facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Orioles' Rick Bauer facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Orioles' Rick Bauer facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Orioles' Rick Bauer facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Orioles' Rick Bauer facing 1-2-3
t1,0-0,0,"______, ______, ______",5(1-2) FSFBX,O,BOS,J. Varitek,R. Bauer,2%,52%,Groundout: P-1B (Front of Home)
t1,0-0,1,"______, ______, ______",1(0-0) X,O,BOS,O. Cabrera,R. Bauer,2%,54%,Groundout: P-1B (Front of Home)
t1,0-0,2,"______, ______, ______",2(0-1) FX,O,BOS,M. Ramirez,R. Bauer,1%,55%,Groundout: 3B-1B
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Orioles 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Orioles 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Orioles 0.
Bottom of the 1st Orioles Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Orioles Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Orioles Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,,Bottom of the 1st Orioles Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Orioles Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Orioles Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Orioles Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Orioles Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Orioles Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Orioles Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Orioles Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3
,,,,,,,,,Pokey Reese replaces Orlando Cabrera playing SS batting 2nd,Pokey Reese replaces Orlando Cabrera playing SS batting 2nd,Pokey Reese replaces Orlando Cabrera playing SS batting 2nd
b1,0-0,0,"______, ______, ______",7(3-2) .BBBCFFB,,BAL,B. Roberts,D. Lowe,3%,58%,Walk
b1,0-0,0,"B. Roberts, ______, ______",5(2-2) C1BBF>B,,BAL,D. Newhan,D. Lowe,2%,61%,B. Roberts Steals 2B
b1,0-0,0,"______, B. Roberts, ______",6(3-2) C1BBF>B.X,O,BAL,D. Newhan,D. Lowe,-1%,59%,Groundout: 3B-1B; B. Roberts to 3B
b1,0-0,1,"______, ______, B. Roberts",2(1-0) BX,O,BAL,M. Mora,D. Lowe,-6%,54%,Popfly: 2B (RF Line)
b1,0-0,2,"______, ______, B. Roberts",9(3-2) BSSFF*BFBS,O,BAL,M. Tejada,D. Lowe,-4%,50%,Strikeout Swinging
,,,,,,,,,0 runs 0 hits 0 errors 1 LOB. Red Sox 0 Orioles 0.,0 runs 0 hits 0 errors 1 LOB. Red Sox 0 Orioles 0.,0 runs 0 hits 0 errors 1 LOB. Red Sox 0 Orioles 0.
