Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Red Sox Batting Tied 0-0 Mariners' Ryan Franklin facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Mariners' Ryan Franklin facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Mariners' Ryan Franklin facing 1-2-3,,Top of the 1st Red Sox Batting Tied 0-0 Mariners' Ryan Franklin facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Mariners' Ryan Franklin facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Mariners' Ryan Franklin facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Mariners' Ryan Franklin facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Mariners' Ryan Franklin facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Mariners' Ryan Franklin facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Mariners' Ryan Franklin facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Mariners' Ryan Franklin facing 1-2-3
t1,0-0,0,"______, ______, ______",6(3-2) CBBFBX,O,BOS,J. Damon,R. Franklin,-2%,48%,Groundout: 3B-1B
t1,0-0,1,"______, ______, ______",5(1-2) CCBFT,O,BOS,M. Bellhorn,R. Franklin,-2%,46%,Strikeout Swinging
t1,0-0,2,"______, ______, ______",4(1-2) FFBX,O,BOS,M. Ramirez,R. Franklin,-1%,45%,Groundout: SS-1B
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Mariners 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Mariners 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Mariners 0.
Bottom of the 1st Mariners Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Mariners Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Mariners Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,,Bottom of the 1st Mariners Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Mariners Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Mariners Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Mariners Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Mariners Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Mariners Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Mariners Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Mariners Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3
b1,0-0,0,"______, ______, ______",3(0-2) FSX,O,SEA,I. Suzuki,C. Schilling,2%,47%,Flyball: LF
b1,0-0,1,"______, ______, ______",3(0-2) CSX,,SEA,R. Winn,C. Schilling,-2%,45%,Reached on E5 (throw) (Ground Ball)
b1,0-0,1,"R. Winn, ______, ______",2(0-1) CX,OO,SEA,E. Martinez,C. Schilling,5%,50%,Ground Ball Double Play: 3B-2B-1B
,,,,,,,,,0 runs 0 hits 1 error 0 LOB. Red Sox 0 Mariners 0.,0 runs 0 hits 1 error 0 LOB. Red Sox 0 Mariners 0.,0 runs 0 hits 1 error 0 LOB. Red Sox 0 Mariners 0.
Top of the 2nd Red Sox Batting Tied 0-0 Mariners' Ryan Franklin facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Mariners' Ryan Franklin facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Mariners' Ryan Franklin facing 4-5-6,,Top of the 2nd Red Sox Batting Tied 0-0 Mariners' Ryan Franklin facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Mariners' Ryan Franklin facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Mariners' Ryan Franklin facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Mariners' Ryan Franklin facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Mariners' Ryan Franklin facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Mariners' Ryan Franklin facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Mariners' Ryan Franklin facing 4-5-6,Top of the 2nd Red Sox Batting Tied 0-0 Mariners' Ryan Franklin facing 4-5-6
t2,0-0,0,"______, ______, ______",6(3-2) BCBCBB,,BOS,D. Ortiz,R. Franklin,4%,54%,Walk
t2,0-0,0,"D. Ortiz, ______, ______",5(2-2) CBFBX,O,BOS,J. Varitek,R. Franklin,-4%,50%,Flyball: CF (Deep CF)
t2,0-0,1,"D. Ortiz, ______, ______",1(0-0) X,O,BOS,K. Millar,R. Franklin,-3%,47%,Popfly: 2B
t2,0-0,2,"D. Ortiz, ______, ______",3(1-1) BCX,O,BOS,O. Cabrera,R. Franklin,-2%,45%,Flyball: CF
,,,,,,,,,0 runs 0 hits 0 errors 1 LOB. Red Sox 0 Mariners 0.,0 runs 0 hits 0 errors 1 LOB. Red Sox 0 Mariners 0.,0 runs 0 hits 0 errors 1 LOB. Red Sox 0 Mariners 0.
Bottom of the 2nd Mariners Batting Tied 0-0 Red Sox' Curt Schilling facing 4-5-6,Bottom of the 2nd Mariners Batting Tied 0-0 Red Sox' Curt Schilling facing 4-5-6,Bottom of the 2nd Mariners Batting Tied 0-0 Red Sox' Curt Schilling facing 4-5-6,,Bottom of the 2nd Mariners Batting Tied 0-0 Red Sox' Curt Schilling facing 4-5-6,Bottom of the 2nd Mariners Batting Tied 0-0 Red Sox' Curt Schilling facing 4-5-6,Bottom of the 2nd Mariners Batting Tied 0-0 Red Sox' Curt Schilling facing 4-5-6,Bottom of the 2nd Mariners Batting Tied 0-0 Red Sox' Curt Schilling facing 4-5-6,Bottom of the 2nd Mariners Batting Tied 0-0 Red Sox' Curt Schilling facing 4-5-6,Bottom of the 2nd Mariners Batting Tied 0-0 Red Sox' Curt Schilling facing 4-5-6,Bottom of the 2nd Mariners Batting Tied 0-0 Red Sox' Curt Schilling facing 4-5-6,Bottom of the 2nd Mariners Batting Tied 0-0 Red Sox' Curt Schilling facing 4-5-6
b2,0-0,0,"______, ______, ______",3(1-1) CBX,,SEA,R. Ibanez,C. Schilling,-6%,39%,Double to LF (Line Drive)
