Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Blue Jays Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Top of the 1st Blue Jays Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Top of the 1st Blue Jays Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,,Top of the 1st Blue Jays Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Top of the 1st Blue Jays Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Top of the 1st Blue Jays Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Top of the 1st Blue Jays Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Top of the 1st Blue Jays Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Top of the 1st Blue Jays Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Top of the 1st Blue Jays Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Top of the 1st Blue Jays Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3
t1,0-0,0,"______, ______, ______",4(1-2) CBSS,O,TOR,A. Rios,D. Lowe,2%,52%,Strikeout Swinging
t1,0-0,1,"______, ______, ______",4(1-2) BCCX,,TOR,O. Hudson,D. Lowe,-2%,50%,Single to RF (Line Drive)
t1,0-0,1,"O. Hudson, ______, ______",2(1-0) BX,OO,TOR,V. Wells,D. Lowe,5%,55%,Ground Ball Double Play: 2B-1B
,,,,,,,,,0 runs 1 hit 0 errors 0 LOB. Blue Jays 0 Red Sox 0.,0 runs 1 hit 0 errors 0 LOB. Blue Jays 0 Red Sox 0.,0 runs 1 hit 0 errors 0 LOB. Blue Jays 0 Red Sox 0.
Bottom of the 1st Red Sox Batting Tied 0-0 Blue Jays' Justin Miller facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Blue Jays' Justin Miller facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Blue Jays' Justin Miller facing 1-2-3,,Bottom of the 1st Red Sox Batting Tied 0-0 Blue Jays' Justin Miller facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Blue Jays' Justin Miller facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Blue Jays' Justin Miller facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Blue Jays' Justin Miller facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Blue Jays' Justin Miller facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Blue Jays' Justin Miller facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Blue Jays' Justin Miller facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Blue Jays' Justin Miller facing 1-2-3
b1,0-0,0,"______, ______, ______",7(3-2) BBCBCFX,,BOS,J. Damon,J. Miller,3%,58%,Single to CF (Line Drive)
b1,0-0,0,"J. Damon, ______, ______",4(2-1) LBBX,OO,BOS,D. Roberts,J. Miller,-7%,51%,Ground Ball Double Play: 2B-SS-1B
b1,0-0,2,"______, ______, ______",4(1-2) FBFS,O,BOS,M. Ramirez,J. Miller,-1%,50%,Strikeout Swinging
,,,,,,,,,0 runs 1 hit 0 errors 0 LOB. Blue Jays 0 Red Sox 0.,0 runs 1 hit 0 errors 0 LOB. Blue Jays 0 Red Sox 0.,0 runs 1 hit 0 errors 0 LOB. Blue Jays 0 Red Sox 0.
Top of the 2nd Blue Jays Batting Tied 0-0 Red Sox' Derek Lowe facing 4-5-6,Top of the 2nd Blue Jays Batting Tied 0-0 Red Sox' Derek Lowe facing 4-5-6,Top of the 2nd Blue Jays Batting Tied 0-0 Red Sox' Derek Lowe facing 4-5-6,,Top of the 2nd Blue Jays Batting Tied 0-0 Red Sox' Derek Lowe facing 4-5-6,Top of the 2nd Blue Jays Batting Tied 0-0 Red Sox' Derek Lowe facing 4-5-6,Top of the 2nd Blue Jays Batting Tied 0-0 Red Sox' Derek Lowe facing 4-5-6,Top of the 2nd Blue Jays Batting Tied 0-0 Red Sox' Derek Lowe facing 4-5-6,Top of the 2nd Blue Jays Batting Tied 0-0 Red Sox' Derek Lowe facing 4-5-6,Top of the 2nd Blue Jays Batting Tied 0-0 Red Sox' Derek Lowe facing 4-5-6,Top of the 2nd Blue Jays Batting Tied 0-0 Red Sox' Derek Lowe facing 4-5-6,Top of the 2nd Blue Jays Batting Tied 0-0 Red Sox' Derek Lowe facing 4-5-6
t2,0-0,0,"______, ______, ______",10(3-2) BFBCFFF*BFB,,TOR,C. Delgado,D. Lowe,-4%,46%,Walk
t2,0-0,0,"C. Delgado, ______, ______",3(1-1) CBX,O,TOR,F. Catalanotto,D. Lowe,4%,50%,Groundout: 2B unassisted/Forceout at 2B
t2,0-0,1,"F. Catalanotto, ______, ______",4(1-2) CBFX,O,TOR,E. Hinske,D. Lowe,2%,52%,Groundout: 1B unassisted; F. Catalanotto to 2B
t2,0-0,2,"______, F. Catalanotto, ______",2(0-1) CX,O,TOR,C. Woodward,D. Lowe,3%,55%,Groundout: 3B-1B
,,,,,,,,,0 runs 0 hits 0 errors 1 LOB. Blue Jays 0 Red Sox 0.,0 runs 0 hits 0 errors 1 LOB. Blue Jays 0 Red Sox 0.,0 runs 0 hits 0 errors 1 LOB. Blue Jays 0 Red Sox 0.
