Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Angels Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Top of the 1st Angels Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Top of the 1st Angels Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,,Top of the 1st Angels Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Top of the 1st Angels Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Top of the 1st Angels Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Top of the 1st Angels Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Top of the 1st Angels Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Top of the 1st Angels Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Top of the 1st Angels Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Top of the 1st Angels Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3
t1,0-0,0,"______, ______, ______",4(1-2) CFBS,O,ANA,D. Eckstein,B. Arroyo,2%,52%,Strikeout Swinging
t1,0-0,1,"______, ______, ______",3(1-1) BCX,O,ANA,D. Erstad,B. Arroyo,2%,54%,Popfly: SS
t1,0-0,2,"______, ______, ______",3(1-1) BFX,,ANA,V. Guerrero,B. Arroyo,-1%,53%,Single to CF (Line Drive)
t1,0-0,2,"V. Guerrero, ______, ______",4(3-0) BBBB,,ANA,G. Anderson,B. Arroyo,-2%,51%,Walk; V. Guerrero to 2B
t1,0-0,2,"G. Anderson, V. Guerrero, ______",1(0-0) X,O,ANA,J. Guillen,B. Arroyo,4%,55%,Groundout: 2B-1B
,,,,,,,,,0 runs 1 hit 0 errors 2 LOB. Angels 0 Red Sox 0.,0 runs 1 hit 0 errors 2 LOB. Angels 0 Red Sox 0.,0 runs 1 hit 0 errors 2 LOB. Angels 0 Red Sox 0.
Bottom of the 1st Red Sox Batting Tied 0-0 Angels' Aaron Sele facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Angels' Aaron Sele facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Angels' Aaron Sele facing 1-2-3,,Bottom of the 1st Red Sox Batting Tied 0-0 Angels' Aaron Sele facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Angels' Aaron Sele facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Angels' Aaron Sele facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Angels' Aaron Sele facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Angels' Aaron Sele facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Angels' Aaron Sele facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Angels' Aaron Sele facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Angels' Aaron Sele facing 1-2-3
b1,0-0,0,"______, ______, ______",3(1-1) CBX,,BOS,J. Damon,A. Sele,3%,58%,Single to SS (Ground Ball)
b1,0-0,0,"J. Damon, ______, ______",3(2-0) BBX,R,BOS,M. Bellhorn,A. Sele,10%,69%,Double to CF (Line Drive to Deep CF); J. Damon Scores
b1,1-0,0,"______, M. Bellhorn, ______",4(3-0) BBBB,,BOS,M. Ramirez,A. Sele,2%,71%,Walk
b1,1-0,0,"M. Ramirez, M. Bellhorn, ______",6(3-2) BBCBFX,R,BOS,D. Ortiz,A. Sele,9%,80%,Single to RF (Line Drive); M. Bellhorn Scores; M. Ramirez to 3B
b1,2-0,0,"D. Ortiz, ______, M. Ramirez",6(3-2) BF*BFBX,O,BOS,J. Varitek,A. Sele,-4%,77%,Flyball: LF
b1,2-0,1,"D. Ortiz, ______, M. Ramirez",2(0-1) FX,RO,BOS,K. Millar,A. Sele,1%,77%,Flyball: LF/Sacrifice Fly (LF-CF); M. Ramirez Scores
b1,3-0,2,"D. Ortiz, ______, ______",4(2-1) BBFX,R,BOS,O. Cabrera,A. Sele,7%,84%,Triple to CF (Line Drive to Deep CF); D. Ortiz Scores
b1,4-0,2,"______, ______, O. Cabrera",4(2-1) C*BBX,O,BOS,B. Mueller,A. Sele,-2%,82%,Flyball: CF (Deep CF)
,,,,,,,,,4 runs 4 hits 0 errors 1 LOB. Angels 0 Red Sox 4.,4 runs 4 hits 0 errors 1 LOB. Angels 0 Red Sox 4.,4 runs 4 hits 0 errors 1 LOB. Angels 0 Red Sox 4.
Top of the 2nd Angels Batting Behind 0-4 Red Sox' Bronson Arroyo facing 6-7-8,Top of the 2nd Angels Batting Behind 0-4 Red Sox' Bronson Arroyo facing 6-7-8,Top of the 2nd Angels Batting Behind 0-4 Red Sox' Bronson Arroyo facing 6-7-8,,Top of the 2nd Angels Batting Behind 0-4 Red Sox' Bronson Arroyo facing 6-7-8,Top of the 2nd Angels Batting Behind 0-4 Red Sox' Bronson Arroyo facing 6-7-8,Top of the 2nd Angels Batting Behind 0-4 Red Sox' Bronson Arroyo facing 6-7-8,Top of the 2nd Angels Batting Behind 0-4 Red Sox' Bronson Arroyo facing 6-7-8,Top of the 2nd Angels Batting Behind 0-4 Red Sox' Bronson Arroyo facing 6-7-8,Top of the 2nd Angels Batting Behind 0-4 Red Sox' Bronson Arroyo facing 6-7-8,Top of the 2nd Angels Batting Behind 0-4 Red Sox' Bronson Arroyo facing 6-7-8,Top of the 2nd Angels Batting Behind 0-4 Red Sox' Bronson Arroyo facing 6-7-8
t2,0-4,0,"______, ______, ______",2(0-1) CX,O,ANA,T. Glaus,B. Arroyo,2%,84%,Flyball: RF (Deep RF)
t2,0-4,1,"______, ______, ______",9(3-2) LCBFFBFBB,,ANA,A. Kennedy,B. Arroyo,-2%,82%,Walk
t2,0-4,1,"A. Kennedy, ______, ______",2(0-1) FX,,ANA,B. Molina,B. Arroyo,-5%,78%,Single to RF (Line Drive); A. Kennedy to 3B
t2,0-4,1,"B. Molina, ______, A. Kennedy",2(1-0) BX,R,ANA,C. Figgins,B. Arroyo,-5%,72%,Single to RF (Ground Ball); A. Kennedy Scores; B. Molina to 2B
t2,1-4,1,"C. Figgins, B. Molina, ______",5(2-2) BB+1FFH,,ANA,D. Eckstein,B. Arroyo,-6%,67%,Hit By Pitch; B. Molina to 3B; C. Figgins to 2B
t2,1-4,1,"D. Eckstein, C. Figgins, B. Molina",2(1-0) *BX,R,ANA,D. Erstad,B. Arroyo,-8%,58%,Single to RF (Line Drive); B. Molina Scores; C. Figgins to 3B; D. Eckstein to 2B
t2,2-4,1,"D. Erstad, D. Eckstein, C. Figgins",4(1-2) BFTS,O,ANA,V. Guerrero,B. Arroyo,8%,66%,Strikeout Swinging
t2,2-4,2,"D. Erstad, D. Eckstein, C. Figgins",3(1-1) BSX,O,ANA,G. Anderson,B. Arroyo,8%,74%,Groundout: 3B-1B
,,,,,,,,,2 runs 3 hits 0 errors 3 LOB. Angels 2 Red Sox 4.,2 runs 3 hits 0 errors 3 LOB. Angels 2 Red Sox 4.,2 runs 3 hits 0 errors 3 LOB. Angels 2 Red Sox 4.
Bottom of the 2nd Red Sox Batting Ahead 4-2 Angels' Aaron Sele facing 9-1-2,Bottom of the 2nd Red Sox Batting Ahead 4-2 Angels' Aaron Sele facing 9-1-2,Bottom of the 2nd Red Sox Batting Ahead 4-2 Angels' Aaron Sele facing 9-1-2,,Bottom of the 2nd Red Sox Batting Ahead 4-2 Angels' Aaron Sele facing 9-1-2,Bottom of the 2nd Red Sox Batting Ahead 4-2 Angels' Aaron Sele facing 9-1-2,Bottom of the 2nd Red Sox Batting Ahead 4-2 Angels' Aaron Sele facing 9-1-2,Bottom of the 2nd Red Sox Batting Ahead 4-2 Angels' Aaron Sele facing 9-1-2,Bottom of the 2nd Red Sox Batting Ahead 4-2 Angels' Aaron Sele facing 9-1-2,Bottom of the 2nd Red Sox Batting Ahead 4-2 Angels' Aaron Sele facing 9-1-2,Bottom of the 2nd Red Sox Batting Ahead 4-2 Angels' Aaron Sele facing 9-1-2,Bottom of the 2nd Red Sox Batting Ahead 4-2 Angels' Aaron Sele facing 9-1-2
b2,4-2,0,"______, ______, ______",3(1-1) BFX,,BOS,D. Roberts,A. Sele,3%,76%,Single to RF (Ground Ball)
b2,4-2,0,"D. Roberts, ______, ______",4(2-1) BBC11>X,,BOS,J. Damon,A. Sele,6%,82%,Single to RF (Line Drive); D. Roberts to 3B
b2,4-2,0,"J. Damon, ______, D. Roberts",2(0-1) CX,O,BOS,M. Bellhorn,A. Sele,-2%,79%,Flyball: RF (CF-RF); J. Damon to 2B/Adv on throw
