Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Red Sox Batting Tied 0-0 Mariners' Jamie Moyer facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Mariners' Jamie Moyer facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Mariners' Jamie Moyer facing 1-2-3,,Top of the 1st Red Sox Batting Tied 0-0 Mariners' Jamie Moyer facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Mariners' Jamie Moyer facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Mariners' Jamie Moyer facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Mariners' Jamie Moyer facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Mariners' Jamie Moyer facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Mariners' Jamie Moyer facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Mariners' Jamie Moyer facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Mariners' Jamie Moyer facing 1-2-3
t1,0-0,0,"______, ______, ______",2(0-1) CX,O,BOS,J. Damon,J. Moyer,-2%,48%,Groundout: 2B-1B
t1,0-0,1,"______, ______, ______",3(1-1) BCX,O,BOS,M. Bellhorn,J. Moyer,-2%,46%,Groundout: 1B unassisted
t1,0-0,2,"______, ______, ______",5(1-2) CFFBX,R,BOS,M. Ramirez,J. Moyer,10%,56%,Home Run (Fly Ball to LF-CF)
t1,1-0,2,"______, ______, ______",2(0-1) CX,O,BOS,D. Ortiz,J. Moyer,-1%,55%,Lineout: 1B
,,,,,,,,,1 run 1 hit 0 errors 0 LOB. Red Sox 1 Mariners 0.,1 run 1 hit 0 errors 0 LOB. Red Sox 1 Mariners 0.,1 run 1 hit 0 errors 0 LOB. Red Sox 1 Mariners 0.
Bottom of the 1st Mariners Batting Behind 0-1 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Mariners Batting Behind 0-1 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Mariners Batting Behind 0-1 Red Sox' Bronson Arroyo facing 1-2-3,,Bottom of the 1st Mariners Batting Behind 0-1 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Mariners Batting Behind 0-1 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Mariners Batting Behind 0-1 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Mariners Batting Behind 0-1 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Mariners Batting Behind 0-1 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Mariners Batting Behind 0-1 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Mariners Batting Behind 0-1 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Mariners Batting Behind 0-1 Red Sox' Bronson Arroyo facing 1-2-3
b1,0-1,0,"______, ______, ______",2(1-0) BX,O,SEA,I. Suzuki,B. Arroyo,2%,57%,Groundout: 2B-1B
b1,0-1,1,"______, ______, ______",8(3-2) CFBFBBFX,O,SEA,R. Winn,B. Arroyo,2%,59%,Groundout: 1B-P
b1,0-1,2,"______, ______, ______",3(1-1) BFX,O,SEA,E. Martinez,B. Arroyo,1%,60%,Groundout: 3B-1B
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Red Sox 1 Mariners 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 1 Mariners 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 1 Mariners 0.
Top of the 2nd Red Sox Batting Ahead 1-0 Mariners' Jamie Moyer facing 5-6-7,Top of the 2nd Red Sox Batting Ahead 1-0 Mariners' Jamie Moyer facing 5-6-7,Top of the 2nd Red Sox Batting Ahead 1-0 Mariners' Jamie Moyer facing 5-6-7,,Top of the 2nd Red Sox Batting Ahead 1-0 Mariners' Jamie Moyer facing 5-6-7,Top of the 2nd Red Sox Batting Ahead 1-0 Mariners' Jamie Moyer facing 5-6-7,Top of the 2nd Red Sox Batting Ahead 1-0 Mariners' Jamie Moyer facing 5-6-7,Top of the 2nd Red Sox Batting Ahead 1-0 Mariners' Jamie Moyer facing 5-6-7,Top of the 2nd Red Sox Batting Ahead 1-0 Mariners' Jamie Moyer facing 5-6-7,Top of the 2nd Red Sox Batting Ahead 1-0 Mariners' Jamie Moyer facing 5-6-7,Top of the 2nd Red Sox Batting Ahead 1-0 Mariners' Jamie Moyer facing 5-6-7,Top of the 2nd Red Sox Batting Ahead 1-0 Mariners' Jamie Moyer facing 5-6-7
t2,1-0,0,"______, ______, ______",4(3-0) BBBB,,BOS,J. Varitek,J. Moyer,3%,63%,Walk
t2,1-0,0,"J. Varitek, ______, ______",6(3-2) C*BBBFX,R,BOS,K. Millar,J. Moyer,11%,74%,Double to LF (Line Drive to Deep LF); J. Varitek Scores
t2,2-0,0,"______, K. Millar, ______",6(3-2) BBBCFX,O,BOS,O. Cabrera,J. Moyer,-3%,71%,Popfly: 2B
t2,2-0,1,"______, K. Millar, ______",5(2-2) B*BCFS,O,BOS,K. Youkilis,J. Moyer,-3%,68%,Strikeout Swinging
t2,2-0,2,"______, K. Millar, ______",5(1-2) BCCFX,R,BOS,G. Kapler,J. Moyer,8%,75%,Single to CF (Ground Ball); K. Millar Scores
t2,3-0,2,"G. Kapler, ______, ______",7(3-2) SFBBB>F>X,O,BOS,J. Damon,J. Moyer,-2%,74%,Lineout: LF (LF-CF)
,,,,,,,,,2 runs 2 hits 0 errors 1 LOB. Red Sox 3 Mariners 0.,2 runs 2 hits 0 errors 1 LOB. Red Sox 3 Mariners 0.,2 runs 2 hits 0 errors 1 LOB. Red Sox 3 Mariners 0.
Bottom of the 2nd Mariners Batting Behind 0-3 Red Sox' Bronson Arroyo facing 4-5-6,Bottom of the 2nd Mariners Batting Behind 0-3 Red Sox' Bronson Arroyo facing 4-5-6,Bottom of the 2nd Mariners Batting Behind 0-3 Red Sox' Bronson Arroyo facing 4-5-6,,Bottom of the 2nd Mariners Batting Behind 0-3 Red Sox' Bronson Arroyo facing 4-5-6,Bottom of the 2nd Mariners Batting Behind 0-3 Red Sox' Bronson Arroyo facing 4-5-6,Bottom of the 2nd Mariners Batting Behind 0-3 Red Sox' Bronson Arroyo facing 4-5-6,Bottom of the 2nd Mariners Batting Behind 0-3 Red Sox' Bronson Arroyo facing 4-5-6,Bottom of the 2nd Mariners Batting Behind 0-3 Red Sox' Bronson Arroyo facing 4-5-6,Bottom of the 2nd Mariners Batting Behind 0-3 Red Sox' Bronson Arroyo facing 4-5-6,Bottom of the 2nd Mariners Batting Behind 0-3 Red Sox' Bronson Arroyo facing 4-5-6,Bottom of the 2nd Mariners Batting Behind 0-3 Red Sox' Bronson Arroyo facing 4-5-6
b2,0-3,0,"______, ______, ______",2(0-1) CX,O,SEA,R. Ibanez,B. Arroyo,2%,76%,Flyball: CF (Deep CF)
b2,0-3,1,"______, ______, ______",5(3-1) BBBCX,O,SEA,B. Boone,B. Arroyo,2%,78%,Groundout: 3B-1B
b2,0-3,2,"______, ______, ______",5(2-2) CCBBC,O,SEA,J. Cabrera,B. Arroyo,1%,79%,Strikeout Looking
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Red Sox 3 Mariners 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 3 Mariners 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 3 Mariners 0.
Top of the 3rd Red Sox Batting Ahead 3-0 Mariners' Jamie Moyer facing 2-3-4,Top of the 3rd Red Sox Batting Ahead 3-0 Mariners' Jamie Moyer facing 2-3-4,Top of the 3rd Red Sox Batting Ahead 3-0 Mariners' Jamie Moyer facing 2-3-4,,Top of the 3rd Red Sox Batting Ahead 3-0 Mariners' Jamie Moyer facing 2-3-4,Top of the 3rd Red Sox Batting Ahead 3-0 Mariners' Jamie Moyer facing 2-3-4,Top of the 3rd Red Sox Batting Ahead 3-0 Mariners' Jamie Moyer facing 2-3-4,Top of the 3rd Red Sox Batting Ahead 3-0 Mariners' Jamie Moyer facing 2-3-4,Top of the 3rd Red Sox Batting Ahead 3-0 Mariners' Jamie Moyer facing 2-3-4,Top of the 3rd Red Sox Batting Ahead 3-0 Mariners' Jamie Moyer facing 2-3-4,Top of the 3rd Red Sox Batting Ahead 3-0 Mariners' Jamie Moyer facing 2-3-4,Top of the 3rd Red Sox Batting Ahead 3-0 Mariners' Jamie Moyer facing 2-3-4
t3,3-0,0,"______, ______, ______",5(1-2) FCBFC,O,BOS,M. Bellhorn,J. Moyer,-1%,77%,Strikeout Looking
t3,3-0,1,"______, ______, ______",1(0-0) X,O,BOS,M. Ramirez,J. Moyer,-1%,76%,Groundout: SS-1B
t3,3-0,2,"______, ______, ______",5(1-2) CFBFX,O,BOS,D. Ortiz,J. Moyer,-1%,75%,Flyball: CF (Deep CF)
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Red Sox 3 Mariners 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 3 Mariners 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 3 Mariners 0.
Bottom of the 3rd Mariners Batting Behind 0-3 Red Sox' Bronson Arroyo facing 7-8-9,Bottom of the 3rd Mariners Batting Behind 0-3 Red Sox' Bronson Arroyo facing 7-8-9,Bottom of the 3rd Mariners Batting Behind 0-3 Red Sox' Bronson Arroyo facing 7-8-9,,Bottom of the 3rd Mariners Batting Behind 0-3 Red Sox' Bronson Arroyo facing 7-8-9,Bottom of the 3rd Mariners Batting Behind 0-3 Red Sox' Bronson Arroyo facing 7-8-9,Bottom of the 3rd Mariners Batting Behind 0-3 Red Sox' Bronson Arroyo facing 7-8-9,Bottom of the 3rd Mariners Batting Behind 0-3 Red Sox' Bronson Arroyo facing 7-8-9,Bottom of the 3rd Mariners Batting Behind 0-3 Red Sox' Bronson Arroyo facing 7-8-9,Bottom of the 3rd Mariners Batting Behind 0-3 Red Sox' Bronson Arroyo facing 7-8-9,Bottom of the 3rd Mariners Batting Behind 0-3 Red Sox' Bronson Arroyo facing 7-8-9,Bottom of the 3rd Mariners Batting Behind 0-3 Red Sox' Bronson Arroyo facing 7-8-9
b3,0-3,0,"______, ______, ______",2(0-1) FX,,SEA,G. Dobbs,B. Arroyo,-4%,72%,Single to 2B (Ground Ball)
b3,0-3,0,"G. Dobbs, ______, ______",5(3-1) BBBC1X,,SEA,D. Wilson,B. Arroyo,-6%,65%,Single to LF (Ground Ball); G. Dobbs to 2B
b3,0-3,0,"D. Wilson, G. Dobbs, ______",6(3-2) BBSBFS,O,SEA,J. Lopez,B. Arroyo,6%,71%,Strikeout Swinging
b3,0-3,1,"D. Wilson, G. Dobbs, ______",4(1-2) CFBX,O,SEA,I. Suzuki,B. Arroyo,4%,76%,Groundout: SS-2B/Forceout at 2B; G. Dobbs to 3B
b3,0-3,2,"I. Suzuki, ______, G. Dobbs",1(0-0) X,O,SEA,R. Winn,B. Arroyo,5%,81%,Groundout: 3B-1B
,,,,,,,,,0 runs 2 hits 0 errors 2 LOB. Red Sox 3 Mariners 0.,0 runs 2 hits 0 errors 2 LOB. Red Sox 3 Mariners 0.,0 runs 2 hits 0 errors 2 LOB. Red Sox 3 Mariners 0.
Top of the 4th Red Sox Batting Ahead 3-0 Mariners' Jamie Moyer facing 5-6-7,Top of the 4th Red Sox Batting Ahead 3-0 Mariners' Jamie Moyer facing 5-6-7,Top of the 4th Red Sox Batting Ahead 3-0 Mariners' Jamie Moyer facing 5-6-7,,Top of the 4th Red Sox Batting Ahead 3-0 Mariners' Jamie Moyer facing 5-6-7,Top of the 4th Red Sox Batting Ahead 3-0 Mariners' Jamie Moyer facing 5-6-7,Top of the 4th Red Sox Batting Ahead 3-0 Mariners' Jamie Moyer facing 5-6-7,Top of the 4th Red Sox Batting Ahead 3-0 Mariners' Jamie Moyer facing 5-6-7,Top of the 4th Red Sox Batting Ahead 3-0 Mariners' Jamie Moyer facing 5-6-7,Top of the 4th Red Sox Batting Ahead 3-0 Mariners' Jamie Moyer facing 5-6-7,Top of the 4th Red Sox Batting Ahead 3-0 Mariners' Jamie Moyer facing 5-6-7,Top of the 4th Red Sox Batting Ahead 3-0 Mariners' Jamie Moyer facing 5-6-7
t4,3-0,0,"______, ______, ______",4(1-2) CSBX,O,BOS,J. Varitek,J. Moyer,-1%,79%,Lineout: CF
t4,3-0,1,"______, ______, ______",5(2-2) BBCCC,O,BOS,K. Millar,J. Moyer,-1%,78%,Strikeout Looking
t4,3-0,2,"______, ______, ______",2(0-1) TX,O,BOS,O. Cabrera,J. Moyer,-1%,77%,Groundout: 3B-1B
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Red Sox 3 Mariners 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 3 Mariners 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 3 Mariners 0.
Bottom of the 4th Mariners Batting Behind 0-3 Red Sox' Bronson Arroyo facing 3-4-5,Bottom of the 4th Mariners Batting Behind 0-3 Red Sox' Bronson Arroyo facing 3-4-5,Bottom of the 4th Mariners Batting Behind 0-3 Red Sox' Bronson Arroyo facing 3-4-5,,Bottom of the 4th Mariners Batting Behind 0-3 Red Sox' Bronson Arroyo facing 3-4-5,Bottom of the 4th Mariners Batting Behind 0-3 Red Sox' Bronson Arroyo facing 3-4-5,Bottom of the 4th Mariners Batting Behind 0-3 Red Sox' Bronson Arroyo facing 3-4-5,Bottom of the 4th Mariners Batting Behind 0-3 Red Sox' Bronson Arroyo facing 3-4-5,Bottom of the 4th Mariners Batting Behind 0-3 Red Sox' Bronson Arroyo facing 3-4-5,Bottom of the 4th Mariners Batting Behind 0-3 Red Sox' Bronson Arroyo facing 3-4-5,Bottom of the 4th Mariners Batting Behind 0-3 Red Sox' Bronson Arroyo facing 3-4-5,Bottom of the 4th Mariners Batting Behind 0-3 Red Sox' Bronson Arroyo facing 3-4-5
b4,0-3,0,"______, ______, ______",6(2-2) CSFBBS,O,SEA,E. Martinez,B. Arroyo,3%,80%,Strikeout Swinging
b4,0-3,1,"______, ______, ______",2(0-1) CX,,SEA,R. Ibanez,B. Arroyo,-3%,77%,Single to RF (Line Drive)
b4,0-3,1,"R. Ibanez, ______, ______",6(2-2) CBCBFS,O,SEA,B. Boone,B. Arroyo,3%,80%,Strikeout Swinging
b4,0-3,2,"R. Ibanez, ______, ______",2(0-1) CX,O,SEA,J. Cabrera,B. Arroyo,2%,83%,Foul Flyball: LF (LF Foul)
,,,,,,,,,0 runs 1 hit 0 errors 1 LOB. Red Sox 3 Mariners 0.,0 runs 1 hit 0 errors 1 LOB. Red Sox 3 Mariners 0.,0 runs 1 hit 0 errors 1 LOB. Red Sox 3 Mariners 0.
