Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Yankees Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Top of the 1st Yankees Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Top of the 1st Yankees Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,,Top of the 1st Yankees Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Top of the 1st Yankees Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Top of the 1st Yankees Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Top of the 1st Yankees Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Top of the 1st Yankees Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Top of the 1st Yankees Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Top of the 1st Yankees Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Top of the 1st Yankees Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3
t1,0-0,0,"______, ______, ______",5(2-2) BFSBX,O,NYY,D. Jeter,T. Wakefield,2%,52%,Foul Popfly: C (Behind Home)
t1,0-0,1,"______, ______, ______",2(0-1) FX,O,NYY,A. Rodriguez,T. Wakefield,2%,54%,Foul Popfly: C (Behind Home)
t1,0-0,2,"______, ______, ______",3(0-2) CFX,O,NYY,G. Sheffield,T. Wakefield,1%,55%,Popfly: C (Front of Home)
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Yankees 0 Red Sox 0.,0 runs 0 hits 0 errors 0 LOB. Yankees 0 Red Sox 0.,0 runs 0 hits 0 errors 0 LOB. Yankees 0 Red Sox 0.
Bottom of the 1st Red Sox Batting Tied 0-0 Yankees' Javier Vazquez facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Yankees' Javier Vazquez facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Yankees' Javier Vazquez facing 1-2-3,,Bottom of the 1st Red Sox Batting Tied 0-0 Yankees' Javier Vazquez facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Yankees' Javier Vazquez facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Yankees' Javier Vazquez facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Yankees' Javier Vazquez facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Yankees' Javier Vazquez facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Yankees' Javier Vazquez facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Yankees' Javier Vazquez facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Yankees' Javier Vazquez facing 1-2-3
b1,0-0,0,"______, ______, ______",3(1-1) CBX,O,BOS,J. Damon,J. Vazquez,-2%,53%,Groundout: 1B unassisted
b1,0-0,1,"______, ______, ______",5(3-1) BSBBB,,BOS,M. Bellhorn,J. Vazquez,2%,55%,Walk
b1,0-0,1,"M. Bellhorn, ______, ______",1(0-0) X,O,BOS,M. Ramirez,J. Vazquez,-3%,52%,Flyball: RF (Deep RF)
b1,0-0,2,"M. Bellhorn, ______, ______",4(3-0) BBBX,O,BOS,D. Ortiz,J. Vazquez,-2%,50%,Flyball: RF (Deep RF)
,,,,,,,,,0 runs 0 hits 0 errors 1 LOB. Yankees 0 Red Sox 0.,0 runs 0 hits 0 errors 1 LOB. Yankees 0 Red Sox 0.,0 runs 0 hits 0 errors 1 LOB. Yankees 0 Red Sox 0.
Top of the 2nd Yankees Batting Tied 0-0 Red Sox' Tim Wakefield facing 4-5-6,Top of the 2nd Yankees Batting Tied 0-0 Red Sox' Tim Wakefield facing 4-5-6,Top of the 2nd Yankees Batting Tied 0-0 Red Sox' Tim Wakefield facing 4-5-6,,Top of the 2nd Yankees Batting Tied 0-0 Red Sox' Tim Wakefield facing 4-5-6,Top of the 2nd Yankees Batting Tied 0-0 Red Sox' Tim Wakefield facing 4-5-6,Top of the 2nd Yankees Batting Tied 0-0 Red Sox' Tim Wakefield facing 4-5-6,Top of the 2nd Yankees Batting Tied 0-0 Red Sox' Tim Wakefield facing 4-5-6,Top of the 2nd Yankees Batting Tied 0-0 Red Sox' Tim Wakefield facing 4-5-6,Top of the 2nd Yankees Batting Tied 0-0 Red Sox' Tim Wakefield facing 4-5-6,Top of the 2nd Yankees Batting Tied 0-0 Red Sox' Tim Wakefield facing 4-5-6,Top of the 2nd Yankees Batting Tied 0-0 Red Sox' Tim Wakefield facing 4-5-6
t2,0-0,0,"______, ______, ______",2(1-0) BX,R,NYY,H. Matsui,T. Wakefield,-9%,41%,Home Run (Fly Ball)
t2,1-0,0,"______, ______, ______",2(1-0) BX,O,NYY,B. Williams,T. Wakefield,2%,43%,Groundout: 2B-1B
t2,1-0,1,"______, ______, ______",1(0-0) X,O,NYY,J. Posada,T. Wakefield,2%,44%,Flyball: RF (Deep RF)
t2,1-0,2,"______, ______, ______",5(2-2) CBBSX,O,NYY,J. Olerud,T. Wakefield,1%,46%,Popfly: SS (LF-CF)
,,,,,,,,,1 run 1 hit 0 errors 0 LOB. Yankees 1 Red Sox 0.,1 run 1 hit 0 errors 0 LOB. Yankees 1 Red Sox 0.,1 run 1 hit 0 errors 0 LOB. Yankees 1 Red Sox 0.
Bottom of the 2nd Red Sox Batting Behind 0-1 Yankees' Javier Vazquez facing 5-6-7,Bottom of the 2nd Red Sox Batting Behind 0-1 Yankees' Javier Vazquez facing 5-6-7,Bottom of the 2nd Red Sox Batting Behind 0-1 Yankees' Javier Vazquez facing 5-6-7,,Bottom of the 2nd Red Sox Batting Behind 0-1 Yankees' Javier Vazquez facing 5-6-7,Bottom of the 2nd Red Sox Batting Behind 0-1 Yankees' Javier Vazquez facing 5-6-7,Bottom of the 2nd Red Sox Batting Behind 0-1 Yankees' Javier Vazquez facing 5-6-7,Bottom of the 2nd Red Sox Batting Behind 0-1 Yankees' Javier Vazquez facing 5-6-7,Bottom of the 2nd Red Sox Batting Behind 0-1 Yankees' Javier Vazquez facing 5-6-7,Bottom of the 2nd Red Sox Batting Behind 0-1 Yankees' Javier Vazquez facing 5-6-7,Bottom of the 2nd Red Sox Batting Behind 0-1 Yankees' Javier Vazquez facing 5-6-7,Bottom of the 2nd Red Sox Batting Behind 0-1 Yankees' Javier Vazquez facing 5-6-7
b2,0-1,0,"______, ______, ______",4(0-2) CCFX,O,BOS,K. Millar,J. Vazquez,-3%,43%,Groundout: SS-1B
b2,0-1,1,"______, ______, ______",6(3-2) CBBFBX,,BOS,T. Nixon,J. Vazquez,3%,46%,Single to LF (Line Drive)
b2,0-1,1,"T. Nixon, ______, ______",4(2-1) BBFH,,BOS,D. Mirabelli,J. Vazquez,4%,50%,Hit By Pitch; T. Nixon to 2B
b2,0-1,1,"D. Mirabelli, T. Nixon, ______",2(0-1) FB,,BOS,O. Cabrera,J. Vazquez,3%,52%,Wild Pitch; T. Nixon to 3B
b2,0-1,1,"D. Mirabelli, ______, T. Nixon",6(2-2) FB.FBFX,RO,BOS,O. Cabrera,J. Vazquez,0%,53%,Flyball: CF/Sacrifice Fly; T. Nixon Scores
b2,1-1,2,"D. Mirabelli, ______, ______",3(1-1) CBX,O,BOS,B. Mueller,J. Vazquez,-3%,50%,Groundout: 1B unassisted
,,,,,,,,,1 run 1 hit 0 errors 1 LOB. Yankees 1 Red Sox 1.,1 run 1 hit 0 errors 1 LOB. Yankees 1 Red Sox 1.,1 run 1 hit 0 errors 1 LOB. Yankees 1 Red Sox 1.
Top of the 3rd Yankees Batting Tied 1-1 Red Sox' Tim Wakefield facing 8-9-1,Top of the 3rd Yankees Batting Tied 1-1 Red Sox' Tim Wakefield facing 8-9-1,Top of the 3rd Yankees Batting Tied 1-1 Red Sox' Tim Wakefield facing 8-9-1,,Top of the 3rd Yankees Batting Tied 1-1 Red Sox' Tim Wakefield facing 8-9-1,Top of the 3rd Yankees Batting Tied 1-1 Red Sox' Tim Wakefield facing 8-9-1,Top of the 3rd Yankees Batting Tied 1-1 Red Sox' Tim Wakefield facing 8-9-1,Top of the 3rd Yankees Batting Tied 1-1 Red Sox' Tim Wakefield facing 8-9-1,Top of the 3rd Yankees Batting Tied 1-1 Red Sox' Tim Wakefield facing 8-9-1,Top of the 3rd Yankees Batting Tied 1-1 Red Sox' Tim Wakefield facing 8-9-1,Top of the 3rd Yankees Batting Tied 1-1 Red Sox' Tim Wakefield facing 8-9-1,Top of the 3rd Yankees Batting Tied 1-1 Red Sox' Tim Wakefield facing 8-9-1
t3,1-1,0,"______, ______, ______",3(1-1) BCX,O,NYY,M. Cairo,T. Wakefield,3%,53%,Groundout: 3B-1B
t3,1-1,1,"______, ______, ______",5(2-2) BFFBX,O,NYY,K. Lofton,T. Wakefield,2%,55%,Groundout: 2B-1B
t3,1-1,2,"______, ______, ______",6(3-2) BSBBFS,O,NYY,D. Jeter,T. Wakefield,1%,56%,Strikeout Swinging
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Yankees 1 Red Sox 1.,0 runs 0 hits 0 errors 0 LOB. Yankees 1 Red Sox 1.,0 runs 0 hits 0 errors 0 LOB. Yankees 1 Red Sox 1.
Bottom of the 3rd Red Sox Batting Tied 1-1 Yankees' Javier Vazquez facing 1-2-3,Bottom of the 3rd Red Sox Batting Tied 1-1 Yankees' Javier Vazquez facing 1-2-3,Bottom of the 3rd Red Sox Batting Tied 1-1 Yankees' Javier Vazquez facing 1-2-3,,Bottom of the 3rd Red Sox Batting Tied 1-1 Yankees' Javier Vazquez facing 1-2-3,Bottom of the 3rd Red Sox Batting Tied 1-1 Yankees' Javier Vazquez facing 1-2-3,Bottom of the 3rd Red Sox Batting Tied 1-1 Yankees' Javier Vazquez facing 1-2-3,Bottom of the 3rd Red Sox Batting Tied 1-1 Yankees' Javier Vazquez facing 1-2-3,Bottom of the 3rd Red Sox Batting Tied 1-1 Yankees' Javier Vazquez facing 1-2-3,Bottom of the 3rd Red Sox Batting Tied 1-1 Yankees' Javier Vazquez facing 1-2-3,Bottom of the 3rd Red Sox Batting Tied 1-1 Yankees' Javier Vazquez facing 1-2-3,Bottom of the 3rd Red Sox Batting Tied 1-1 Yankees' Javier Vazquez facing 1-2-3
b3,1-1,0,"______, ______, ______",6(3-2) CBBFBS,O,BOS,J. Damon,J. Vazquez,-3%,53%,Strikeout Swinging
b3,1-1,1,"______, ______, ______",6(1-2) CBFFFS,O,BOS,M. Bellhorn,J. Vazquez,-2%,51%,Strikeout Swinging
b3,1-1,2,"______, ______, ______",3(1-1) CBX,O,BOS,M. Ramirez,J. Vazquez,-1%,50%,Flyball: LF
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Yankees 1 Red Sox 1.,0 runs 0 hits 0 errors 0 LOB. Yankees 1 Red Sox 1.,0 runs 0 hits 0 errors 0 LOB. Yankees 1 Red Sox 1.
Top of the 4th Yankees Batting Tied 1-1 Red Sox' Tim Wakefield facing 2-3-4,Top of the 4th Yankees Batting Tied 1-1 Red Sox' Tim Wakefield facing 2-3-4,Top of the 4th Yankees Batting Tied 1-1 Red Sox' Tim Wakefield facing 2-3-4,,Top of the 4th Yankees Batting Tied 1-1 Red Sox' Tim Wakefield facing 2-3-4,Top of the 4th Yankees Batting Tied 1-1 Red Sox' Tim Wakefield facing 2-3-4,Top of the 4th Yankees Batting Tied 1-1 Red Sox' Tim Wakefield facing 2-3-4,Top of the 4th Yankees Batting Tied 1-1 Red Sox' Tim Wakefield facing 2-3-4,Top of the 4th Yankees Batting Tied 1-1 Red Sox' Tim Wakefield facing 2-3-4,Top of the 4th Yankees Batting Tied 1-1 Red Sox' Tim Wakefield facing 2-3-4,Top of the 4th Yankees Batting Tied 1-1 Red Sox' Tim Wakefield facing 2-3-4,Top of the 4th Yankees Batting Tied 1-1 Red Sox' Tim Wakefield facing 2-3-4
t4,1-1,0,"______, ______, ______",2(0-1) CX,,NYY,A. Rodriguez,T. Wakefield,-4%,46%,Reached on E3 (Pop Fly to Short RF)
t4,1-1,0,"A. Rodriguez, ______, ______",8(2-2) 1F11BCFFBF1X,O,NYY,G. Sheffield,T. Wakefield,4%,50%,Flyball: LF
t4,1-1,1,"A. Rodriguez, ______, ______",6(3-2) BBBC>F>B,,NYY,H. Matsui,T. Wakefield,-4%,46%,Walk; A. Rodriguez to 2B
t4,1-1,1,"H. Matsui, A. Rodriguez, ______",4(1-2) CBSX,O,NYY,B. Williams,T. Wakefield,3%,49%,Groundout: 1B unassisted; A. Rodriguez to 3B; H. Matsui to 2B
t4,1-1,2,"______, H. Matsui, A. Rodriguez",2(1-0) BX,RR,NYY,J. Posada,T. Wakefield,-19%,30%,Double to LF (Fly Ball to LF-CF); A. Rodriguez Scores/unER; H. Matsui Scores/unER
t4,3-1,2,"______, J. Posada, ______",3(1-1) CBX,O,NYY,J. Olerud,T. Wakefield,3%,33%,Foul Popfly: C (Behind Home)
,,,,,,,,,2 runs 1 hit 1 error 1 LOB. Yankees 3 Red Sox 1.,2 runs 1 hit 1 error 1 LOB. Yankees 3 Red Sox 1.,2 runs 1 hit 1 error 1 LOB. Yankees 3 Red Sox 1.
Bottom of the 4th Red Sox Batting Behind 1-3 Yankees' Javier Vazquez facing 4-5-6,Bottom of the 4th Red Sox Batting Behind 1-3 Yankees' Javier Vazquez facing 4-5-6,Bottom of the 4th Red Sox Batting Behind 1-3 Yankees' Javier Vazquez facing 4-5-6,,Bottom of the 4th Red Sox Batting Behind 1-3 Yankees' Javier Vazquez facing 4-5-6,Bottom of the 4th Red Sox Batting Behind 1-3 Yankees' Javier Vazquez facing 4-5-6,Bottom of the 4th Red Sox Batting Behind 1-3 Yankees' Javier Vazquez facing 4-5-6,Bottom of the 4th Red Sox Batting Behind 1-3 Yankees' Javier Vazquez facing 4-5-6,Bottom of the 4th Red Sox Batting Behind 1-3 Yankees' Javier Vazquez facing 4-5-6,Bottom of the 4th Red Sox Batting Behind 1-3 Yankees' Javier Vazquez facing 4-5-6,Bottom of the 4th Red Sox Batting Behind 1-3 Yankees' Javier Vazquez facing 4-5-6,Bottom of the 4th Red Sox Batting Behind 1-3 Yankees' Javier Vazquez facing 4-5-6
b4,1-3,0,"______, ______, ______",5(2-2) CFBBX,O,BOS,D. Ortiz,J. Vazquez,-3%,30%,Flyball: LF
b4,1-3,1,"______, ______, ______",8(3-2) BFBBFFFB,,BOS,K. Millar,J. Vazquez,3%,34%,Walk
b4,1-3,1,"K. Millar, ______, ______",4(1-2) CBFS,O,BOS,T. Nixon,J. Vazquez,-4%,30%,Strikeout Swinging
b4,1-3,2,"K. Millar, ______, ______",2(0-1) CX,RR,BOS,D. Mirabelli,J. Vazquez,22%,51%,Home Run (Fly Ball); K. Millar Scores
b4,3-3,2,"______, ______, ______",4(2-1) SBBX,,BOS,O. Cabrera,J. Vazquez,2%,53%,Single to LF (Ground Ball)
b4,3-3,2,"O. Cabrera, ______, ______",1(0-0) X,O,BOS,B. Mueller,J. Vazquez,-3%,50%,Flyball: RF
,,,,,,,,,2 runs 2 hits 0 errors 1 LOB. Yankees 3 Red Sox 3.,2 runs 2 hits 0 errors 1 LOB. Yankees 3 Red Sox 3.,2 runs 2 hits 0 errors 1 LOB. Yankees 3 Red Sox 3.
