Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Yankees Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Top of the 1st Yankees Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Top of the 1st Yankees Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,,Top of the 1st Yankees Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Top of the 1st Yankees Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Top of the 1st Yankees Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Top of the 1st Yankees Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Top of the 1st Yankees Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Top of the 1st Yankees Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Top of the 1st Yankees Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Top of the 1st Yankees Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3
t1,0-0,0,"______, ______, ______",4(1-2) CBCX,O,NYY,K. Lofton,T. Wakefield,2%,52%,Groundout: SS-1B
t1,0-0,1,"______, ______, ______",2(0-1) SX,O,NYY,D. Jeter,T. Wakefield,2%,54%,Flyball: CF
t1,0-0,2,"______, ______, ______",2(0-1) SX,O,NYY,A. Rodriguez,T. Wakefield,1%,55%,Groundout: SS-1B
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Yankees 0 Red Sox 0.,0 runs 0 hits 0 errors 0 LOB. Yankees 0 Red Sox 0.,0 runs 0 hits 0 errors 0 LOB. Yankees 0 Red Sox 0.
Bottom of the 1st Red Sox Batting Tied 0-0 Yankees' Javier Vazquez facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Yankees' Javier Vazquez facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Yankees' Javier Vazquez facing 1-2-3,,Bottom of the 1st Red Sox Batting Tied 0-0 Yankees' Javier Vazquez facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Yankees' Javier Vazquez facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Yankees' Javier Vazquez facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Yankees' Javier Vazquez facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Yankees' Javier Vazquez facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Yankees' Javier Vazquez facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Yankees' Javier Vazquez facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Yankees' Javier Vazquez facing 1-2-3
b1,0-0,0,"______, ______, ______",6(2-2) BFBFFX,,BOS,J. Damon,J. Vazquez,3%,58%,Reached on E3 (Ground Ball)
b1,0-0,0,"J. Damon, ______, ______",3(0-2) 1CFX,RR,BOS,B. Mueller,J. Vazquez,14%,72%,Home Run (Fly Ball); J. Damon Scores/unER
b1,2-0,0,"______, ______, ______",3(0-2) CFS,O,BOS,D. Ortiz,J. Vazquez,-2%,70%,Strikeout Swinging
b1,2-0,1,"______, ______, ______",5(1-2) SBFFX,R,BOS,M. Ramirez,J. Vazquez,7%,78%,Home Run (Fly Ball)
