Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Blue Jays Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Top of the 1st Blue Jays Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Top of the 1st Blue Jays Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,,Top of the 1st Blue Jays Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Top of the 1st Blue Jays Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Top of the 1st Blue Jays Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Top of the 1st Blue Jays Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Top of the 1st Blue Jays Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Top of the 1st Blue Jays Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Top of the 1st Blue Jays Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Top of the 1st Blue Jays Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3
t1,0-0,0,"['', '', '']",5(1-2) CBSFX,O,TOR,R. Johnson,P. Martinez,2%,52%,Foul Popfly: 1B (1B Foul)
t1,0-0,1,"['', '', '']",2(1-0) BX,,TOR,F. Catalanotto,P. Martinez,-2%,50%,Single to RF (Fly Ball)
t1,0-0,1,"['Catalanotto', '', '']",2(0-1) CX,O,TOR,V. Wells,P. Martinez,3%,53%,Flyball: CF
t1,0-0,2,"['Catalanotto', '', '']",4(1-2) BCSX,O,TOR,C. Delgado,P. Martinez,2%,55%,Flyball: LF
,,,,,,,,,0 runs 1 hit 0 errors 1 LOB. Blue Jays 0 Red Sox 0.,0 runs 1 hit 0 errors 1 LOB. Blue Jays 0 Red Sox 0.,0 runs 1 hit 0 errors 1 LOB. Blue Jays 0 Red Sox 0.
Bottom of the 1st Red Sox Batting Tied 0-0 Blue Jays' Roy Halladay facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Blue Jays' Roy Halladay facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Blue Jays' Roy Halladay facing 1-2-3,,Bottom of the 1st Red Sox Batting Tied 0-0 Blue Jays' Roy Halladay facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Blue Jays' Roy Halladay facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Blue Jays' Roy Halladay facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Blue Jays' Roy Halladay facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Blue Jays' Roy Halladay facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Blue Jays' Roy Halladay facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Blue Jays' Roy Halladay facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Blue Jays' Roy Halladay facing 1-2-3
b1,0-0,0,"['', '', '']",3(0-2) CSC,O,BOS,C. Crespo,R. Halladay,-2%,53%,Strikeout Looking
b1,0-0,1,"['', '', '']",4(1-2) BCFX,O,BOS,B. Mueller,R. Halladay,-2%,51%,Flyball: LF
b1,0-0,2,"['', '', '']",2(1-0) BX,O,BOS,D. Ortiz,R. Halladay,-1%,50%,Groundout: 2B-1B
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Blue Jays 0 Red Sox 0.,0 runs 0 hits 0 errors 0 LOB. Blue Jays 0 Red Sox 0.,0 runs 0 hits 0 errors 0 LOB. Blue Jays 0 Red Sox 0.
Top of the 2nd Blue Jays Batting Tied 0-0 Red Sox' Pedro Martinez facing 5-6-7,Top of the 2nd Blue Jays Batting Tied 0-0 Red Sox' Pedro Martinez facing 5-6-7,Top of the 2nd Blue Jays Batting Tied 0-0 Red Sox' Pedro Martinez facing 5-6-7,,Top of the 2nd Blue Jays Batting Tied 0-0 Red Sox' Pedro Martinez facing 5-6-7,Top of the 2nd Blue Jays Batting Tied 0-0 Red Sox' Pedro Martinez facing 5-6-7,Top of the 2nd Blue Jays Batting Tied 0-0 Red Sox' Pedro Martinez facing 5-6-7,Top of the 2nd Blue Jays Batting Tied 0-0 Red Sox' Pedro Martinez facing 5-6-7,Top of the 2nd Blue Jays Batting Tied 0-0 Red Sox' Pedro Martinez facing 5-6-7,Top of the 2nd Blue Jays Batting Tied 0-0 Red Sox' Pedro Martinez facing 5-6-7,Top of the 2nd Blue Jays Batting Tied 0-0 Red Sox' Pedro Martinez facing 5-6-7,Top of the 2nd Blue Jays Batting Tied 0-0 Red Sox' Pedro Martinez facing 5-6-7
t2,0-0,0,"['', '', '']",1(0-0) X,O,TOR,J. Phelps,P. Martinez,2%,52%,Flyball: RF (Deep RF Line)
t2,0-0,1,"['', '', '']",2(1-0) BX,,TOR,E. Hinske,P. Martinez,-3%,50%,Single to RF (Line Drive)
t2,0-0,1,"['Hinske', '', '']",6(2-2) CFFBBS,O,TOR,O. Hudson,P. Martinez,3%,53%,Strikeout Swinging
t2,0-0,2,"['Hinske', '', '']",4(0-2) C1SFC,O,TOR,C. Woodward,P. Martinez,2%,55%,Strikeout Looking
,,,,,,,,,0 runs 1 hit 0 errors 1 LOB. Blue Jays 0 Red Sox 0.,0 runs 1 hit 0 errors 1 LOB. Blue Jays 0 Red Sox 0.,0 runs 1 hit 0 errors 1 LOB. Blue Jays 0 Red Sox 0.
Bottom of the 2nd Red Sox Batting Tied 0-0 Blue Jays' Roy Halladay facing 4-5-6,Bottom of the 2nd Red Sox Batting Tied 0-0 Blue Jays' Roy Halladay facing 4-5-6,Bottom of the 2nd Red Sox Batting Tied 0-0 Blue Jays' Roy Halladay facing 4-5-6,,Bottom of the 2nd Red Sox Batting Tied 0-0 Blue Jays' Roy Halladay facing 4-5-6,Bottom of the 2nd Red Sox Batting Tied 0-0 Blue Jays' Roy Halladay facing 4-5-6,Bottom of the 2nd Red Sox Batting Tied 0-0 Blue Jays' Roy Halladay facing 4-5-6,Bottom of the 2nd Red Sox Batting Tied 0-0 Blue Jays' Roy Halladay facing 4-5-6,Bottom of the 2nd Red Sox Batting Tied 0-0 Blue Jays' Roy Halladay facing 4-5-6,Bottom of the 2nd Red Sox Batting Tied 0-0 Blue Jays' Roy Halladay facing 4-5-6,Bottom of the 2nd Red Sox Batting Tied 0-0 Blue Jays' Roy Halladay facing 4-5-6,Bottom of the 2nd Red Sox Batting Tied 0-0 Blue Jays' Roy Halladay facing 4-5-6
b2,0-0,0,"['', '', '']",2(0-1) FX,,BOS,M. Ramirez,R. Halladay,4%,59%,Single to CF (Ground Ball)
b2,0-0,0,"['Ramirez', '', '']",4(1-2) FBFS,O,BOS,K. Millar,R. Halladay,-3%,56%,Strikeout Swinging
b2,0-0,1,"['Ramirez', '', '']",3(1-1) BCX,O,BOS,J. Varitek,R. Halladay,-2%,53%,Groundout: P-1B; Ramirez to 2B
b2,0-0,2,"['', 'Ramirez', '']",2(0-1) SX,O,BOS,G. Kapler,R. Halladay,-3%,50%,Popfly: 3B
,,,,,,,,,0 runs 1 hit 0 errors 1 LOB. Blue Jays 0 Red Sox 0.,0 runs 1 hit 0 errors 1 LOB. Blue Jays 0 Red Sox 0.,0 runs 1 hit 0 errors 1 LOB. Blue Jays 0 Red Sox 0.
Top of the 3rd Blue Jays Batting Tied 0-0 Red Sox' Pedro Martinez facing 9-1-2,Top of the 3rd Blue Jays Batting Tied 0-0 Red Sox' Pedro Martinez facing 9-1-2,Top of the 3rd Blue Jays Batting Tied 0-0 Red Sox' Pedro Martinez facing 9-1-2,,Top of the 3rd Blue Jays Batting Tied 0-0 Red Sox' Pedro Martinez facing 9-1-2,Top of the 3rd Blue Jays Batting Tied 0-0 Red Sox' Pedro Martinez facing 9-1-2,Top of the 3rd Blue Jays Batting Tied 0-0 Red Sox' Pedro Martinez facing 9-1-2,Top of the 3rd Blue Jays Batting Tied 0-0 Red Sox' Pedro Martinez facing 9-1-2,Top of the 3rd Blue Jays Batting Tied 0-0 Red Sox' Pedro Martinez facing 9-1-2,Top of the 3rd Blue Jays Batting Tied 0-0 Red Sox' Pedro Martinez facing 9-1-2,Top of the 3rd Blue Jays Batting Tied 0-0 Red Sox' Pedro Martinez facing 9-1-2,Top of the 3rd Blue Jays Batting Tied 0-0 Red Sox' Pedro Martinez facing 9-1-2
t3,0-0,0,"['', '', '']",6(1-2) CCBFFS,O,TOR,K. Cash,P. Martinez,3%,53%,Strikeout Swinging
t3,0-0,1,"['', '', '']",6(2-2) BCFFBH,,TOR,R. Johnson,P. Martinez,-3%,50%,Hit By Pitch
t3,0-0,1,"['Johnson', '', '']",5(2-2) BCBSC,O,TOR,F. Catalanotto,P. Martinez,3%,53%,Strikeout Looking
t3,0-0,2,"['Johnson', '', '']",1(0-0) X,O,TOR,V. Wells,P. Martinez,3%,56%,Groundout: 3B-1B
,,,,,,,,,0 runs 0 hits 0 errors 1 LOB. Blue Jays 0 Red Sox 0.,0 runs 0 hits 0 errors 1 LOB. Blue Jays 0 Red Sox 0.,0 runs 0 hits 0 errors 1 LOB. Blue Jays 0 Red Sox 0.
Bottom of the 3rd Red Sox Batting Tied 0-0 Blue Jays' Roy Halladay facing 8-9-1,Bottom of the 3rd Red Sox Batting Tied 0-0 Blue Jays' Roy Halladay facing 8-9-1,Bottom of the 3rd Red Sox Batting Tied 0-0 Blue Jays' Roy Halladay facing 8-9-1,,Bottom of the 3rd Red Sox Batting Tied 0-0 Blue Jays' Roy Halladay facing 8-9-1,Bottom of the 3rd Red Sox Batting Tied 0-0 Blue Jays' Roy Halladay facing 8-9-1,Bottom of the 3rd Red Sox Batting Tied 0-0 Blue Jays' Roy Halladay facing 8-9-1,Bottom of the 3rd Red Sox Batting Tied 0-0 Blue Jays' Roy Halladay facing 8-9-1,Bottom of the 3rd Red Sox Batting Tied 0-0 Blue Jays' Roy Halladay facing 8-9-1,Bottom of the 3rd Red Sox Batting Tied 0-0 Blue Jays' Roy Halladay facing 8-9-1,Bottom of the 3rd Red Sox Batting Tied 0-0 Blue Jays' Roy Halladay facing 8-9-1,Bottom of the 3rd Red Sox Batting Tied 0-0 Blue Jays' Roy Halladay facing 8-9-1
b3,0-0,0,"['', '', '']",4(1-2) CFBX,O,BOS,M. Bellhorn,R. Halladay,-3%,53%,Flyball: CF
b3,0-0,1,"['', '', '']",3(1-1) BCX,,BOS,P. Reese,R. Halladay,3%,56%,Single to CF (Ground Ball thru CF-RF)
b3,0-0,1,"['Reese', '', '']",2(0-1) CX,O,BOS,C. Crespo,R. Halladay,-2%,54%,Groundout: 3B-1B; Reese to 2B
b3,0-0,2,"['', 'Reese', '']",5(3-1) BBBCB,,BOS,B. Mueller,R. Halladay,1%,55%,Walk
b3,0-0,2,"['Mueller', 'Reese', '']",4(1-2) BCSS,O,BOS,D. Ortiz,R. Halladay,-5%,50%,Strikeout Swinging
,,,,,,,,,0 runs 1 hit 0 errors 2 LOB. Blue Jays 0 Red Sox 0.,0 runs 1 hit 0 errors 2 LOB. Blue Jays 0 Red Sox 0.,0 runs 1 hit 0 errors 2 LOB. Blue Jays 0 Red Sox 0.
