Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Devil Rays Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Top of the 1st Devil Rays Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Top of the 1st Devil Rays Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,,Top of the 1st Devil Rays Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Top of the 1st Devil Rays Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Top of the 1st Devil Rays Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Top of the 1st Devil Rays Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Top of the 1st Devil Rays Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Top of the 1st Devil Rays Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Top of the 1st Devil Rays Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Top of the 1st Devil Rays Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3
t1,0-0,0,"______, ______, ______",2(0-1) CX,O,TBD,C. Crawford,B. Arroyo,2%,52%,Groundout: 1B-P
t1,0-0,1,"______, ______, ______",3(1-1) CBX,O,TBD,J. Lugo,B. Arroyo,2%,54%,Groundout: 3B-1B
t1,0-0,2,"______, ______, ______",4(2-1) CBBX,,TBD,A. Huff,B. Arroyo,-1%,53%,Single to CF (Ground Ball)
t1,0-0,2,"A. Huff, ______, ______",4(2-1) BBCX,,TBD,R. Baldelli,B. Arroyo,-3%,50%,Single to CF (Fly Ball); A. Huff to 3B
t1,0-0,2,"R. Baldelli, ______, A. Huff",2(0-1) CX,O,TBD,T. Martinez,B. Arroyo,5%,55%,Popfly: 2B
,,,,,,,,,0 runs 2 hits 0 errors 2 LOB. Devil Rays 0 Red Sox 0.,0 runs 2 hits 0 errors 2 LOB. Devil Rays 0 Red Sox 0.,0 runs 2 hits 0 errors 2 LOB. Devil Rays 0 Red Sox 0.
Bottom of the 1st Red Sox Batting Tied 0-0 Devil Rays' Jorge Sosa facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Devil Rays' Jorge Sosa facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Devil Rays' Jorge Sosa facing 1-2-3,,Bottom of the 1st Red Sox Batting Tied 0-0 Devil Rays' Jorge Sosa facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Devil Rays' Jorge Sosa facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Devil Rays' Jorge Sosa facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Devil Rays' Jorge Sosa facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Devil Rays' Jorge Sosa facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Devil Rays' Jorge Sosa facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Devil Rays' Jorge Sosa facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Devil Rays' Jorge Sosa facing 1-2-3
b1,0-0,0,"______, ______, ______",6(0-2) CFFFFX,O,BOS,J. Damon,J. Sosa,-2%,53%,Flyball: CF
b1,0-0,1,"______, ______, ______",6(3-2) BCBFBX,O,BOS,D. Mientkiewicz,J. Sosa,-2%,51%,Groundout: 2B-1B
