Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Red Sox Batting Tied 0-0 Rockies' Jason Jennings facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Rockies' Jason Jennings facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Rockies' Jason Jennings facing 1-2-3,,Top of the 1st Red Sox Batting Tied 0-0 Rockies' Jason Jennings facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Rockies' Jason Jennings facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Rockies' Jason Jennings facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Rockies' Jason Jennings facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Rockies' Jason Jennings facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Rockies' Jason Jennings facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Rockies' Jason Jennings facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Rockies' Jason Jennings facing 1-2-3
t1,0-0,0,"['', '', '']",2(1-0) BX,O,BOS,J. Damon,J. Jennings,2%,52%,Lineout: SS
t1,0-0,1,"['', '', '']",5(3-1) BFBBX,O,BOS,M. Bellhorn,J. Jennings,2%,54%,Groundout: 1B-P
t1,0-0,2,"['', '', '']",2(1-0) BX,,BOS,D. Ortiz,J. Jennings,-2%,52%,Double to RF (Line Drive to Deep RF Line)
t1,0-0,2,"['', 'Ortiz', '']",4(3-0) BBBB,,BOS,M. Ramirez,J. Jennings,-1%,51%,Walk
t1,0-0,2,"['Ramirez', 'Ortiz', '']",5(2-2) CBCBX,O,BOS,N. Garciaparra,J. Jennings,4%,55%,Flyball: CF
,,,,,,,,,0 runs 1 hit 0 errors 2 LOB. Red Sox 0 Rockies 0.,0 runs 1 hit 0 errors 2 LOB. Red Sox 0 Rockies 0.,0 runs 1 hit 0 errors 2 LOB. Red Sox 0 Rockies 0.
Bottom of the 1st Rockies Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Rockies Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Rockies Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,,Bottom of the 1st Rockies Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Rockies Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Rockies Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Rockies Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Rockies Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Rockies Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Rockies Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Rockies Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3
b1,0-0,0,"['', '', '']",3(0-2) CCX,O,COL,A. Miles,C. Schilling,-2%,53%,Popfly: 2B (Short CF-RF)
b1,0-0,1,"['', '', '']",2(0-1) FX,,COL,R. Clayton,C. Schilling,2%,55%,Single to LF (Ground Ball)
b1,0-0,1,"['Clayton', '', '']",3(0-2) CCX,,COL,T. Helton,C. Schilling,3%,59%,Single to LF (Line Drive); Clayton to 2B
b1,0-0,1,"['Helton', 'Clayton', '']",6(3-2) BBCBSX,O,COL,V. Castilla,C. Schilling,-4%,54%,Flyball: RF
b1,0-0,2,"['Helton', 'Clayton', '']",5(2-2) BBCFS,O,COL,J. Burnitz,C. Schilling,-4%,50%,Strikeout Swinging
,,,,,,,,,0 runs 2 hits 0 errors 2 LOB. Red Sox 0 Rockies 0.,0 runs 2 hits 0 errors 2 LOB. Red Sox 0 Rockies 0.,0 runs 2 hits 0 errors 2 LOB. Red Sox 0 Rockies 0.
Top of the 2nd Red Sox Batting Tied 0-0 Rockies' Jason Jennings facing 6-7-8,Top of the 2nd Red Sox Batting Tied 0-0 Rockies' Jason Jennings facing 6-7-8,Top of the 2nd Red Sox Batting Tied 0-0 Rockies' Jason Jennings facing 6-7-8,,Top of the 2nd Red Sox Batting Tied 0-0 Rockies' Jason Jennings facing 6-7-8,Top of the 2nd Red Sox Batting Tied 0-0 Rockies' Jason Jennings facing 6-7-8,Top of the 2nd Red Sox Batting Tied 0-0 Rockies' Jason Jennings facing 6-7-8,Top of the 2nd Red Sox Batting Tied 0-0 Rockies' Jason Jennings facing 6-7-8,Top of the 2nd Red Sox Batting Tied 0-0 Rockies' Jason Jennings facing 6-7-8,Top of the 2nd Red Sox Batting Tied 0-0 Rockies' Jason Jennings facing 6-7-8,Top of the 2nd Red Sox Batting Tied 0-0 Rockies' Jason Jennings facing 6-7-8,Top of the 2nd Red Sox Batting Tied 0-0 Rockies' Jason Jennings facing 6-7-8
t2,0-0,0,"['', '', '']",8(3-2) CBBCBFFX,O,BOS,T. Nixon,J. Jennings,2%,52%,Flyball: CF (Deep CF)
t2,0-0,1,"['', '', '']",3(0-2) CFC,O,BOS,J. Varitek,J. Jennings,2%,54%,Strikeout Looking
t2,0-0,2,"['', '', '']",3(1-1) CBX,R,BOS,K. Youkilis,J. Jennings,-10%,44%,Home Run (Fly Ball)
t2,1-0,2,"['', '', '']",4(1-2) CCBS,O,BOS,C. Schilling,J. Jennings,1%,45%,Strikeout Swinging
,,,,,,,,,1 run 1 hit 0 errors 0 LOB. Red Sox 1 Rockies 0.,1 run 1 hit 0 errors 0 LOB. Red Sox 1 Rockies 0.,1 run 1 hit 0 errors 0 LOB. Red Sox 1 Rockies 0.
