Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Royals Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Top of the 1st Royals Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Top of the 1st Royals Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,,Top of the 1st Royals Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Top of the 1st Royals Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Top of the 1st Royals Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Top of the 1st Royals Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Top of the 1st Royals Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Top of the 1st Royals Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Top of the 1st Royals Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Top of the 1st Royals Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3
t1,0-0,0,"______, ______, ______",2(0-1) CX,O,KCR,A. Berroa,D. Lowe,-2%,48%,Groundout: 2B-1B
t1,0-0,1,"______, ______, ______",2(0-1) CX,O,KCR,C. Beltran,D. Lowe,-2%,46%,Flyball: CF (Deep CF)
t1,0-0,2,"______, ______, ______",1(0-0) X,,KCR,M. Sweeney,D. Lowe,1%,47%,Single to CF (Line Drive)
t1,0-0,2,"M. Sweeney, ______, ______",6(3-2) BBSBF>S,O,KCR,M. Stairs,D. Lowe,-2%,45%,Strikeout Swinging
,,,,,,,,,0 runs 1 hit 0 errors 1 LOB. Royals 0 Red Sox 0.,0 runs 1 hit 0 errors 1 LOB. Royals 0 Red Sox 0.,0 runs 1 hit 0 errors 1 LOB. Royals 0 Red Sox 0.
Bottom of the 1st Red Sox Batting Tied 0-0 Royals' Darrell May facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Royals' Darrell May facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Royals' Darrell May facing 1-2-3,,Bottom of the 1st Red Sox Batting Tied 0-0 Royals' Darrell May facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Royals' Darrell May facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Royals' Darrell May facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Royals' Darrell May facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Royals' Darrell May facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Royals' Darrell May facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Royals' Darrell May facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Royals' Darrell May facing 1-2-3
b1,0-0,0,"______, ______, ______",3(0-2) CFX,O,BOS,J. Damon,D. May,2%,47%,Groundout: 3B-1B
b1,0-0,1,"______, ______, ______",5(2-2) CBBSX,O,BOS,M. Bellhorn,D. May,2%,49%,Groundout: 3B-1B
b1,0-0,2,"______, ______, ______",4(1-2) CCBC,O,BOS,D. Ortiz,D. May,1%,50%,Strikeout Looking
