Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Red Sox Batting Tied 0-0 Braves' Mike Hampton facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Braves' Mike Hampton facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Braves' Mike Hampton facing 1-2-3,,Top of the 1st Red Sox Batting Tied 0-0 Braves' Mike Hampton facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Braves' Mike Hampton facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Braves' Mike Hampton facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Braves' Mike Hampton facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Braves' Mike Hampton facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Braves' Mike Hampton facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Braves' Mike Hampton facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Braves' Mike Hampton facing 1-2-3
t1,0-0,0,"['', '', '']",1(0-0) X,O,BOS,J. Damon,M. Hampton,2%,52%,Flyball: RF
t1,0-0,1,"['', '', '']",2(0-1) CX,,BOS,M. Bellhorn,M. Hampton,-2%,50%,Single to CF (Ground Ball)
t1,0-0,1,"['Bellhorn', '', '']",1(0-0) X,O,BOS,N. Garciaparra,M. Hampton,3%,53%,Lineout: RF
t1,0-0,2,"['Bellhorn', '', '']",3(1-1) CB1X,O,BOS,M. Ramirez,M. Hampton,2%,55%,Groundout: 3B-1B
,,,,,,,,,0 runs 1 hit 0 errors 1 LOB. Red Sox 0 Braves 0.,0 runs 1 hit 0 errors 1 LOB. Red Sox 0 Braves 0.,0 runs 1 hit 0 errors 1 LOB. Red Sox 0 Braves 0.
Bottom of the 1st Braves Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Braves Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Braves Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,,Bottom of the 1st Braves Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Braves Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Braves Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Braves Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Braves Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Braves Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Braves Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Braves Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3
b1,0-0,0,"['', '', '']",3(1-1) SBX,O,ATL,R. Furcal,D. Lowe,-2%,53%,Groundout: P-1B
b1,0-0,1,"['', '', '']",1(0-0) X,O,ATL,N. Green,D. Lowe,-2%,51%,Groundout: P-1B
b1,0-0,2,"['', '', '']",6(2-2) BCSBFX,O,ATL,J. Drew,D. Lowe,-1%,50%,Groundout: 2B-1B
