Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Yankees Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Top of the 1st Yankees Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Top of the 1st Yankees Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,,Top of the 1st Yankees Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Top of the 1st Yankees Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Top of the 1st Yankees Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Top of the 1st Yankees Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Top of the 1st Yankees Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Top of the 1st Yankees Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Top of the 1st Yankees Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Top of the 1st Yankees Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3
t1,0-0,0,"______, ______, ______",1(0-0) X,O,NYY,D. Jeter,B. Arroyo,2%,52%,Bunt Groundout: 3B-1B (Front of Home)
t1,0-0,1,"______, ______, ______",1(0-0) X,,NYY,B. Williams,B. Arroyo,-2%,50%,Single to RF (Ground Ball)
t1,0-0,1,"B. Williams, ______, ______",5(2-2) CBFBC,O,NYY,A. Rodriguez,B. Arroyo,3%,53%,Strikeout Looking
t1,0-0,2,"B. Williams, ______, ______",5(3-1) BBCBX,O,NYY,J. Giambi,B. Arroyo,2%,55%,Flyball: LF
,,,,,,,,,0 runs 1 hit 0 errors 1 LOB. Yankees 0 Red Sox 0.,0 runs 1 hit 0 errors 1 LOB. Yankees 0 Red Sox 0.,0 runs 1 hit 0 errors 1 LOB. Yankees 0 Red Sox 0.
Bottom of the 1st Red Sox Batting Tied 0-0 Yankees' Kevin Brown facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Yankees' Kevin Brown facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Yankees' Kevin Brown facing 1-2-3,,Bottom of the 1st Red Sox Batting Tied 0-0 Yankees' Kevin Brown facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Yankees' Kevin Brown facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Yankees' Kevin Brown facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Yankees' Kevin Brown facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Yankees' Kevin Brown facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Yankees' Kevin Brown facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Yankees' Kevin Brown facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Yankees' Kevin Brown facing 1-2-3
b1,0-0,0,"______, ______, ______",7(2-2) BCFFFBX,O,BOS,J. Damon,K. Brown,-2%,53%,Groundout: 1B unassisted
b1,0-0,1,"______, ______, ______",5(2-2) SBBFC,O,BOS,B. Mueller,K. Brown,-2%,51%,Strikeout Looking
b1,0-0,2,"______, ______, ______",3(1-1) BFX,,BOS,D. Ortiz,K. Brown,2%,53%,Double to RF (Line Drive to Deep RF)
