Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Red Sox Batting Tied 0-0 Athletics' Barry Zito facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Athletics' Barry Zito facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Athletics' Barry Zito facing 1-2-3,,Top of the 1st Red Sox Batting Tied 0-0 Athletics' Barry Zito facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Athletics' Barry Zito facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Athletics' Barry Zito facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Athletics' Barry Zito facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Athletics' Barry Zito facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Athletics' Barry Zito facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Athletics' Barry Zito facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Athletics' Barry Zito facing 1-2-3
t1,0-0,0,"______, ______, ______",2(0-1) CX,O,BOS,D. Roberts,B. Zito,-2%,48%,Groundout: P-1B
t1,0-0,1,"______, ______, ______",4(2-1) BFBX,,BOS,M. Bellhorn,B. Zito,2%,50%,Single to 3B (Ground Ball)
t1,0-0,1,"M. Bellhorn, ______, ______",5(2-2) CCBBX,O,BOS,M. Ramirez,B. Zito,-2%,48%,Groundout: P-2B-1B; M. Bellhorn to 2B
t1,0-0,2,"______, M. Bellhorn, ______",5(1-2) BFFFS,O,BOS,D. Ortiz,B. Zito,-3%,45%,Strikeout Swinging
,,,,,,,,,0 runs 1 hit 0 errors 1 LOB. Red Sox 0 Athletics 0.,0 runs 1 hit 0 errors 1 LOB. Red Sox 0 Athletics 0.,0 runs 1 hit 0 errors 1 LOB. Red Sox 0 Athletics 0.
Bottom of the 1st Athletics Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Athletics Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Athletics Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,,Bottom of the 1st Athletics Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Athletics Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Athletics Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Athletics Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Athletics Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Athletics Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Athletics Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Athletics Batting Tied 0-0 Red Sox' Bronson Arroyo facing 1-2-3
b1,0-0,0,"______, ______, ______",2(1-0) BX,R,OAK,M. Kotsay,B. Arroyo,-9%,36%,Home Run (Fly Ball)
b1,1-0,0,"______, ______, ______",3(1-1) BCX,,OAK,E. Byrnes,B. Arroyo,-5%,31%,Double to CF (Line Drive to Deep LF-CF)
b1,1-0,0,"______, E. Byrnes, ______",6(3-2) BFB*BSX,O,OAK,E. Chavez,B. Arroyo,4%,34%,Lineout: CF
b1,1-0,1,"______, E. Byrnes, ______",3(1-1) BCX,O,OAK,S. Hatteberg,B. Arroyo,3%,37%,Flyball: CF; E. Byrnes to 3B
b1,1-0,2,"______, ______, E. Byrnes",1(0-0) X,O,OAK,D. Miller,B. Arroyo,3%,40%,Groundout: 3B-1B
,,,,,,,,,1 run 2 hits 0 errors 1 LOB. Red Sox 0 Athletics 1.,1 run 2 hits 0 errors 1 LOB. Red Sox 0 Athletics 1.,1 run 2 hits 0 errors 1 LOB. Red Sox 0 Athletics 1.
Top of the 2nd Red Sox Batting Behind 0-1 Athletics' Barry Zito facing 5-6-7,Top of the 2nd Red Sox Batting Behind 0-1 Athletics' Barry Zito facing 5-6-7,Top of the 2nd Red Sox Batting Behind 0-1 Athletics' Barry Zito facing 5-6-7,,Top of the 2nd Red Sox Batting Behind 0-1 Athletics' Barry Zito facing 5-6-7,Top of the 2nd Red Sox Batting Behind 0-1 Athletics' Barry Zito facing 5-6-7,Top of the 2nd Red Sox Batting Behind 0-1 Athletics' Barry Zito facing 5-6-7,Top of the 2nd Red Sox Batting Behind 0-1 Athletics' Barry Zito facing 5-6-7,Top of the 2nd Red Sox Batting Behind 0-1 Athletics' Barry Zito facing 5-6-7,Top of the 2nd Red Sox Batting Behind 0-1 Athletics' Barry Zito facing 5-6-7,Top of the 2nd Red Sox Batting Behind 0-1 Athletics' Barry Zito facing 5-6-7,Top of the 2nd Red Sox Batting Behind 0-1 Athletics' Barry Zito facing 5-6-7
t2,0-1,0,"______, ______, ______",7(3-2) CBSBBFB,,BOS,K. Millar,B. Zito,4%,44%,Walk
t2,0-1,0,"K. Millar, ______, ______",4(2-1) CBBX,O,BOS,J. Varitek,B. Zito,-4%,40%,Groundout: 1B-SS/Forceout at 2B
t2,0-1,1,"J. Varitek, ______, ______",3(1-1) *BC>C,,BOS,O. Cabrera,B. Zito,2%,42%,J. Varitek Steals 2B
t2,0-1,1,"______, J. Varitek, ______",6(2-2) *BC>C.BFX,O,BOS,O. Cabrera,B. Zito,-4%,38%,Flyball: CF
t2,0-1,2,"______, J. Varitek, ______",1(0-0) X,O,BOS,B. Mueller,B. Zito,-3%,35%,Groundout: 2B-1B
,,,,,,,,,0 runs 0 hits 0 errors 1 LOB. Red Sox 0 Athletics 1.,0 runs 0 hits 0 errors 1 LOB. Red Sox 0 Athletics 1.,0 runs 0 hits 0 errors 1 LOB. Red Sox 0 Athletics 1.
