Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Red Sox Batting Tied 0-0 Yankees' Jon Lieber facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Jon Lieber facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Jon Lieber facing 1-2-3,,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Jon Lieber facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Jon Lieber facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Jon Lieber facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Jon Lieber facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Jon Lieber facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Jon Lieber facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Jon Lieber facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Jon Lieber facing 1-2-3
t1,0-0,0,"______, ______, ______",3(0-2) CFX,,BOS,J. Damon,J. Lieber,-3%,47%,Single to CF (Ground Ball)
t1,0-0,0,"J. Damon, ______, ______",10(3-2) CCB1BB1>F>FF1F>X,,BOS,M. Bellhorn,J. Lieber,-8%,38%,Single to CF (Line Drive); J. Damon to 3B
t1,0-0,0,"M. Bellhorn, ______, J. Damon",3(0-2) CSX,R,BOS,D. Ortiz,J. Lieber,-5%,33%,Single to RF (Line Drive); J. Damon Scores; M. Bellhorn to 2B
t1,1-0,0,"D. Ortiz, M. Bellhorn, ______",4(1-2) CFBX,OO,BOS,M. Ramirez,J. Lieber,9%,42%,Ground Ball Double Play: 2B-SS-1B; M. Bellhorn to 3B
t1,1-0,2,"______, ______, M. Bellhorn",2(0-1) FX,O,BOS,N. Garciaparra,J. Lieber,3%,45%,Foul Popfly: 1B (1B Foul)
,,,,,,,,,1 run 3 hits 0 errors 1 LOB. Red Sox 1 Yankees 0.,1 run 3 hits 0 errors 1 LOB. Red Sox 1 Yankees 0.,1 run 3 hits 0 errors 1 LOB. Red Sox 1 Yankees 0.
Bottom of the 1st Yankees Batting Behind 0-1 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Yankees Batting Behind 0-1 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Yankees Batting Behind 0-1 Red Sox' Tim Wakefield facing 1-2-3,,Bottom of the 1st Yankees Batting Behind 0-1 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Yankees Batting Behind 0-1 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Yankees Batting Behind 0-1 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Yankees Batting Behind 0-1 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Yankees Batting Behind 0-1 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Yankees Batting Behind 0-1 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Yankees Batting Behind 0-1 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Yankees Batting Behind 0-1 Red Sox' Tim Wakefield facing 1-2-3
b1,0-1,0,"______, ______, ______",1(0-0) X,,NYY,K. Lofton,T. Wakefield,4%,49%,Single to RF (Line Drive)
b1,0-1,0,"K. Lofton, ______, ______",1(0-0) X,O,NYY,D. Jeter,T. Wakefield,-4%,46%,Flyball: CF (Deep CF)
