Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Yankees Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Top of the 1st Yankees Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Top of the 1st Yankees Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,,Top of the 1st Yankees Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Top of the 1st Yankees Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Top of the 1st Yankees Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Top of the 1st Yankees Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Top of the 1st Yankees Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Top of the 1st Yankees Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Top of the 1st Yankees Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Top of the 1st Yankees Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3
t1,0-0,0,"______, ______, ______",4(2-1) BBFX,O,NYY,D. Jeter,C. Schilling,2%,52%,Groundout: 3B-1B
t1,0-0,1,"______, ______, ______",6(2-2) CBCBFC,O,NYY,A. Rodriguez,C. Schilling,2%,54%,Strikeout Looking
t1,0-0,2,"______, ______, ______",7(3-2) CBBSFBX,O,NYY,G. Sheffield,C. Schilling,1%,55%,Popfly: 1B (Short RF)
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Yankees 0 Red Sox 0.,0 runs 0 hits 0 errors 0 LOB. Yankees 0 Red Sox 0.,0 runs 0 hits 0 errors 0 LOB. Yankees 0 Red Sox 0.
Bottom of the 1st Red Sox Batting Tied 0-0 Yankees' Kevin Brown facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Yankees' Kevin Brown facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Yankees' Kevin Brown facing 1-2-3,,Bottom of the 1st Red Sox Batting Tied 0-0 Yankees' Kevin Brown facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Yankees' Kevin Brown facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Yankees' Kevin Brown facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Yankees' Kevin Brown facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Yankees' Kevin Brown facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Yankees' Kevin Brown facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Yankees' Kevin Brown facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Yankees' Kevin Brown facing 1-2-3
b1,0-0,0,"______, ______, ______",3(1-1) BCX,O,BOS,J. Damon,K. Brown,-2%,53%,Groundout: 2B-1B
b1,0-0,1,"______, ______, ______",2(1-0) BX,,BOS,M. Bellhorn,K. Brown,2%,55%,Single to RF (Line Drive)
b1,0-0,1,"M. Bellhorn, ______, ______",3(1-1) BCX,,BOS,M. Ramirez,K. Brown,8%,63%,Double to LF (Line Drive to LF-CF); M. Bellhorn to 3B
b1,0-0,1,"______, M. Ramirez, M. Bellhorn",4(1-2) CTBX,RR,BOS,D. Ortiz,K. Brown,10%,73%,Double to LF (Fly Ball); M. Bellhorn Scores; M. Ramirez Scores
b1,2-0,1,"______, D. Ortiz, ______",2(0-1) CX,R,BOS,T. Nixon,K. Brown,7%,80%,Double to CF (Fly Ball to Deep CF); D. Ortiz Scores
b1,3-0,1,"______, T. Nixon, ______",9(3-2) BCBF*BFFFX,R,BOS,J. Varitek,K. Brown,5%,85%,Single to RF (Line Drive to CF-RF); T. Nixon Scores
b1,4-0,1,"J. Varitek, ______, ______",4(0-2) CS>FS,O,BOS,O. Cabrera,K. Brown,-1%,83%,Strikeout Swinging
b1,4-0,2,"J. Varitek, ______, ______",5(3-1) BCBBX,,BOS,B. Mueller,K. Brown,1%,84%,Single to 2B (Ground Ball); J. Varitek to 2B
,,,,,,,,,Esteban Loaiza replaces Kevin Brown pitching,Esteban Loaiza replaces Kevin Brown pitching,Esteban Loaiza replaces Kevin Brown pitching
