Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Rangers Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Top of the 1st Rangers Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Top of the 1st Rangers Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,,Top of the 1st Rangers Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Top of the 1st Rangers Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Top of the 1st Rangers Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Top of the 1st Rangers Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Top of the 1st Rangers Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Top of the 1st Rangers Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Top of the 1st Rangers Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Top of the 1st Rangers Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3
t1,0-0,0,"______, ______, ______",4(1-2) CCBS,O,TEX,E. Young,C. Schilling,2%,52%,Strikeout Swinging
t1,0-0,1,"______, ______, ______",4(1-2) FSBX,O,TEX,M. Young,C. Schilling,2%,54%,Flyball: CF
t1,0-0,2,"______, ______, ______",2(0-1) CX,O,TEX,H. Blalock,C. Schilling,1%,55%,Popfly: SS (Short CF)
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Rangers 0 Red Sox 0.,0 runs 0 hits 0 errors 0 LOB. Rangers 0 Red Sox 0.,0 runs 0 hits 0 errors 0 LOB. Rangers 0 Red Sox 0.
Bottom of the 1st Red Sox Batting Tied 0-0 Rangers' Ryan Drese facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Rangers' Ryan Drese facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Rangers' Ryan Drese facing 1-2-3,,Bottom of the 1st Red Sox Batting Tied 0-0 Rangers' Ryan Drese facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Rangers' Ryan Drese facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Rangers' Ryan Drese facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Rangers' Ryan Drese facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Rangers' Ryan Drese facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Rangers' Ryan Drese facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Rangers' Ryan Drese facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Rangers' Ryan Drese facing 1-2-3
b1,0-0,0,"______, ______, ______",5(3-1) CBBBB,,BOS,D. Roberts,R. Drese,3%,58%,Walk
b1,0-0,0,"D. Roberts, ______, ______",3(0-2) CCH,,BOS,M. Bellhorn,R. Drese,5%,64%,Hit By Pitch; D. Roberts to 2B
b1,0-0,0,"M. Bellhorn, D. Roberts, ______",6(3-2) CBFBBT,O,BOS,M. Ramirez,R. Drese,-5%,59%,Strikeout Swinging
b1,0-0,1,"M. Bellhorn, D. Roberts, ______",7(3-2) SBSBBFS,O,BOS,D. Ortiz,R. Drese,-4%,54%,Strikeout Swinging
b1,0-0,2,"M. Bellhorn, D. Roberts, ______",4(1-2) FBFS,O,BOS,J. Varitek,R. Drese,-4%,50%,Strikeout Swinging
,,,,,,,,,0 runs 0 hits 0 errors 2 LOB. Rangers 0 Red Sox 0.,0 runs 0 hits 0 errors 2 LOB. Rangers 0 Red Sox 0.,0 runs 0 hits 0 errors 2 LOB. Rangers 0 Red Sox 0.
Top of the 2nd Rangers Batting Tied 0-0 Red Sox' Curt Schilling facing 4-5-6,Top of the 2nd Rangers Batting Tied 0-0 Red Sox' Curt Schilling facing 4-5-6,Top of the 2nd Rangers Batting Tied 0-0 Red Sox' Curt Schilling facing 4-5-6,,Top of the 2nd Rangers Batting Tied 0-0 Red Sox' Curt Schilling facing 4-5-6,Top of the 2nd Rangers Batting Tied 0-0 Red Sox' Curt Schilling facing 4-5-6,Top of the 2nd Rangers Batting Tied 0-0 Red Sox' Curt Schilling facing 4-5-6,Top of the 2nd Rangers Batting Tied 0-0 Red Sox' Curt Schilling facing 4-5-6,Top of the 2nd Rangers Batting Tied 0-0 Red Sox' Curt Schilling facing 4-5-6,Top of the 2nd Rangers Batting Tied 0-0 Red Sox' Curt Schilling facing 4-5-6,Top of the 2nd Rangers Batting Tied 0-0 Red Sox' Curt Schilling facing 4-5-6,Top of the 2nd Rangers Batting Tied 0-0 Red Sox' Curt Schilling facing 4-5-6
t2,0-0,0,"______, ______, ______",1(0-0) X,O,TEX,M. Teixeira,C. Schilling,2%,52%,Flyball: LF
t2,0-0,1,"______, ______, ______",2(1-0) BX,O,TEX,A. Soriano,C. Schilling,2%,54%,Groundout: 2B-1B
t2,0-0,2,"______, ______, ______",4(0-2) CFFS,O,TEX,G. Matthews,C. Schilling,1%,55%,Strikeout Swinging (C-1B)
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Rangers 0 Red Sox 0.,0 runs 0 hits 0 errors 0 LOB. Rangers 0 Red Sox 0.,0 runs 0 hits 0 errors 0 LOB. Rangers 0 Red Sox 0.
Bottom of the 2nd Red Sox Batting Tied 0-0 Rangers' Ryan Drese facing 6-7-8,Bottom of the 2nd Red Sox Batting Tied 0-0 Rangers' Ryan Drese facing 6-7-8,Bottom of the 2nd Red Sox Batting Tied 0-0 Rangers' Ryan Drese facing 6-7-8,,Bottom of the 2nd Red Sox Batting Tied 0-0 Rangers' Ryan Drese facing 6-7-8,Bottom of the 2nd Red Sox Batting Tied 0-0 Rangers' Ryan Drese facing 6-7-8,Bottom of the 2nd Red Sox Batting Tied 0-0 Rangers' Ryan Drese facing 6-7-8,Bottom of the 2nd Red Sox Batting Tied 0-0 Rangers' Ryan Drese facing 6-7-8,Bottom of the 2nd Red Sox Batting Tied 0-0 Rangers' Ryan Drese facing 6-7-8,Bottom of the 2nd Red Sox Batting Tied 0-0 Rangers' Ryan Drese facing 6-7-8,Bottom of the 2nd Red Sox Batting Tied 0-0 Rangers' Ryan Drese facing 6-7-8,Bottom of the 2nd Red Sox Batting Tied 0-0 Rangers' Ryan Drese facing 6-7-8
b2,0-0,0,"______, ______, ______",1(0-0) X,,BOS,K. Millar,R. Drese,4%,59%,Single to LF (Line Drive)
b2,0-0,0,"K. Millar, ______, ______",2(0-1) CX,,BOS,O. Cabrera,R. Drese,10%,69%,Double to LF (Line Drive to LF Line); K. Millar to 3B
b2,0-0,0,"______, O. Cabrera, K. Millar",1(0-0) X,RO,BOS,B. Mueller,R. Drese,0%,69%,Groundout: 1B unassisted; K. Millar Scores; O. Cabrera to 3B
b2,1-0,1,"______, ______, O. Cabrera",1(0-0) X,O,BOS,G. Kapler,R. Drese,-5%,64%,Groundout: SS-1B
b2,1-0,2,"______, ______, O. Cabrera",4(1-2) CBCC,O,BOS,D. Roberts,R. Drese,-3%,60%,Strikeout Looking
,,,,,,,,,1 run 2 hits 0 errors 1 LOB. Rangers 0 Red Sox 1.,1 run 2 hits 0 errors 1 LOB. Rangers 0 Red Sox 1.,1 run 2 hits 0 errors 1 LOB. Rangers 0 Red Sox 1.
Top of the 3rd Rangers Batting Behind 0-1 Red Sox' Curt Schilling facing 7-8-9,Top of the 3rd Rangers Batting Behind 0-1 Red Sox' Curt Schilling facing 7-8-9,Top of the 3rd Rangers Batting Behind 0-1 Red Sox' Curt Schilling facing 7-8-9,,Top of the 3rd Rangers Batting Behind 0-1 Red Sox' Curt Schilling facing 7-8-9,Top of the 3rd Rangers Batting Behind 0-1 Red Sox' Curt Schilling facing 7-8-9,Top of the 3rd Rangers Batting Behind 0-1 Red Sox' Curt Schilling facing 7-8-9,Top of the 3rd Rangers Batting Behind 0-1 Red Sox' Curt Schilling facing 7-8-9,Top of the 3rd Rangers Batting Behind 0-1 Red Sox' Curt Schilling facing 7-8-9,Top of the 3rd Rangers Batting Behind 0-1 Red Sox' Curt Schilling facing 7-8-9,Top of the 3rd Rangers Batting Behind 0-1 Red Sox' Curt Schilling facing 7-8-9,Top of the 3rd Rangers Batting Behind 0-1 Red Sox' Curt Schilling facing 7-8-9
t3,0-1,0,"______, ______, ______",2(1-0) BX,O,TEX,K. Mench,C. Schilling,3%,63%,Groundout: 1B-P
t3,0-1,1,"______, ______, ______",4(1-2) CFBX,O,TEX,L. Nix,C. Schilling,2%,65%,Groundout: 2B-1B
t3,0-1,2,"______, ______, ______",4(1-2) BCFS,O,TEX,R. Barajas,C. Schilling,1%,66%,Strikeout Swinging
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Rangers 0 Red Sox 1.,0 runs 0 hits 0 errors 0 LOB. Rangers 0 Red Sox 1.,0 runs 0 hits 0 errors 0 LOB. Rangers 0 Red Sox 1.
