Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Red Sox Batting Tied 0-0 Blue Jays' Miguel Batista facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Blue Jays' Miguel Batista facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Blue Jays' Miguel Batista facing 1-2-3,,Top of the 1st Red Sox Batting Tied 0-0 Blue Jays' Miguel Batista facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Blue Jays' Miguel Batista facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Blue Jays' Miguel Batista facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Blue Jays' Miguel Batista facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Blue Jays' Miguel Batista facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Blue Jays' Miguel Batista facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Blue Jays' Miguel Batista facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Blue Jays' Miguel Batista facing 1-2-3
t1,0-0,0,"______, ______, ______",4(2-1) BCBX,O,BOS,J. Damon,M. Batista,2%,52%,Flyball: CF (Deep CF)
t1,0-0,1,"______, ______, ______",3(2-0) BBX,,BOS,M. Bellhorn,M. Batista,-2%,50%,Single to CF (Line Drive)
t1,0-0,1,"M. Bellhorn, ______, ______",4(3-0) BBBB,,BOS,D. Ortiz,M. Batista,-3%,47%,Walk; M. Bellhorn to 2B
t1,0-0,1,"D. Ortiz, M. Bellhorn, ______",6(2-2) CBFBFC,O,BOS,M. Ramirez,M. Batista,4%,51%,Strikeout Looking
t1,0-0,2,"D. Ortiz, M. Bellhorn, ______",4(1-2) TBFS,O,BOS,J. Varitek,M. Batista,4%,55%,Strikeout Swinging
,,,,,,,,,0 runs 1 hit 0 errors 2 LOB. Red Sox 0 Blue Jays 0.,0 runs 1 hit 0 errors 2 LOB. Red Sox 0 Blue Jays 0.,0 runs 1 hit 0 errors 2 LOB. Red Sox 0 Blue Jays 0.
Bottom of the 1st Blue Jays Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Blue Jays Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Blue Jays Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,,Bottom of the 1st Blue Jays Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Blue Jays Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Blue Jays Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Blue Jays Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Blue Jays Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Blue Jays Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Blue Jays Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st Blue Jays Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3
b1,0-0,0,"______, ______, ______",3(1-1) CBX,,TOR,O. Hudson,C. Schilling,6%,61%,Double to RF (Line Drive to Deep RF)
b1,0-0,0,"______, O. Hudson, ______",5(2-2) BFTBX,R,TOR,F. Catalanotto,C. Schilling,8%,69%,Double to LF (Line Drive to LF-CF); O. Hudson Scores
b1,1-0,0,"______, F. Catalanotto, ______",5(3-1) BBSBB,,TOR,V. Wells,C. Schilling,2%,71%,Walk
b1,1-0,0,"V. Wells, F. Catalanotto, ______",5(3-1) BBCBB,,TOR,C. Delgado,C. Schilling,5%,77%,Walk; F. Catalanotto to 3B; V. Wells to 2B
b1,1-0,0,"C. Delgado, V. Wells, F. Catalanotto",2(1-0) BX,OO,TOR,J. Phelps,C. Schilling,-12%,65%,Ground Ball Double Play: P-C-1B; V. Wells to 3B; C. Delgado to 2B
b1,1-0,2,"______, C. Delgado, V. Wells",6(2-2) FSFBBX,O,TOR,E. Hinske,C. Schilling,-5%,60%,Flyball: CF
,,,,,,,,,1 run 2 hits 0 errors 2 LOB. Red Sox 0 Blue Jays 1.,1 run 2 hits 0 errors 2 LOB. Red Sox 0 Blue Jays 1.,1 run 2 hits 0 errors 2 LOB. Red Sox 0 Blue Jays 1.
Top of the 2nd Red Sox Batting Behind 0-1 Blue Jays' Miguel Batista facing 6-7-8,Top of the 2nd Red Sox Batting Behind 0-1 Blue Jays' Miguel Batista facing 6-7-8,Top of the 2nd Red Sox Batting Behind 0-1 Blue Jays' Miguel Batista facing 6-7-8,,Top of the 2nd Red Sox Batting Behind 0-1 Blue Jays' Miguel Batista facing 6-7-8,Top of the 2nd Red Sox Batting Behind 0-1 Blue Jays' Miguel Batista facing 6-7-8,Top of the 2nd Red Sox Batting Behind 0-1 Blue Jays' Miguel Batista facing 6-7-8,Top of the 2nd Red Sox Batting Behind 0-1 Blue Jays' Miguel Batista facing 6-7-8,Top of the 2nd Red Sox Batting Behind 0-1 Blue Jays' Miguel Batista facing 6-7-8,Top of the 2nd Red Sox Batting Behind 0-1 Blue Jays' Miguel Batista facing 6-7-8,Top of the 2nd Red Sox Batting Behind 0-1 Blue Jays' Miguel Batista facing 6-7-8,Top of the 2nd Red Sox Batting Behind 0-1 Blue Jays' Miguel Batista facing 6-7-8
