Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Red Sox Batting Tied 0-0 Devil Rays' Doug Waechter facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Devil Rays' Doug Waechter facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Devil Rays' Doug Waechter facing 1-2-3,,Top of the 1st Red Sox Batting Tied 0-0 Devil Rays' Doug Waechter facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Devil Rays' Doug Waechter facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Devil Rays' Doug Waechter facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Devil Rays' Doug Waechter facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Devil Rays' Doug Waechter facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Devil Rays' Doug Waechter facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Devil Rays' Doug Waechter facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Devil Rays' Doug Waechter facing 1-2-3
t1,0-0,0,"______, ______, ______",5(2-2) BFBCX,O,BOS,G. Kapler,D. Waechter,2%,52%,Groundout: SS-1B
t1,0-0,1,"______, ______, ______",3(0-2) CFC,O,BOS,M. Bellhorn,D. Waechter,2%,54%,Strikeout Looking
t1,0-0,2,"______, ______, ______",3(1-1) BFX,,BOS,M. Ramirez,D. Waechter,-2%,52%,Double to CF (Line Drive to Deep CF-RF)
t1,0-0,2,"______, M. Ramirez, ______",1(0-0) X,R,BOS,D. Ortiz,D. Waechter,-9%,43%,Single to LF (Line Drive to LF-CF); M. Ramirez Scores
t1,1-0,2,"D. Ortiz, ______, ______",2(1-0) BX,O,BOS,T. Nixon,D. Waechter,2%,45%,Flyball: CF (Deep CF)
,,,,,,,,,1 run 2 hits 0 errors 1 LOB. Red Sox 1 Devil Rays 0.,1 run 2 hits 0 errors 1 LOB. Red Sox 1 Devil Rays 0.,1 run 2 hits 0 errors 1 LOB. Red Sox 1 Devil Rays 0.
Bottom of the 1st Devil Rays Batting Behind 0-1 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Devil Rays Batting Behind 0-1 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Devil Rays Batting Behind 0-1 Red Sox' Pedro Martinez facing 1-2-3,,Bottom of the 1st Devil Rays Batting Behind 0-1 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Devil Rays Batting Behind 0-1 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Devil Rays Batting Behind 0-1 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Devil Rays Batting Behind 0-1 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Devil Rays Batting Behind 0-1 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Devil Rays Batting Behind 0-1 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Devil Rays Batting Behind 0-1 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Devil Rays Batting Behind 0-1 Red Sox' Pedro Martinez facing 1-2-3
b1,0-1,0,"______, ______, ______",1(0-0) X,R,TBD,C. Crawford,P. Martinez,10%,55%,Triple to RF (Line Drive to Deep RF Line); C. Crawford Scores/Adv on E6 (throw)
b1,1-1,0,"______, ______, ______",1(0-0) X,O,TBD,J. Lugo,P. Martinez,-2%,53%,Flyball: RF
b1,1-1,1,"______, ______, ______",4(1-2) CSBC,O,TBD,A. Huff,P. Martinez,-2%,51%,Strikeout Looking
b1,1-1,2,"______, ______, ______",5(2-2) BBCCX,,TBD,T. Martinez,P. Martinez,1%,52%,Single to CF (Line Drive)
b1,1-1,2,"T. Martinez, ______, ______",5(2-2) BBFFX,O,TBD,M. Cummings,P. Martinez,-2%,50%,Flyball: CF
,,,,,,,,,1 run 2 hits 1 error 1 LOB. Red Sox 1 Devil Rays 1.,1 run 2 hits 1 error 1 LOB. Red Sox 1 Devil Rays 1.,1 run 2 hits 1 error 1 LOB. Red Sox 1 Devil Rays 1.
Top of the 2nd Red Sox Batting Tied 1-1 Devil Rays' Doug Waechter facing 6-7-8,Top of the 2nd Red Sox Batting Tied 1-1 Devil Rays' Doug Waechter facing 6-7-8,Top of the 2nd Red Sox Batting Tied 1-1 Devil Rays' Doug Waechter facing 6-7-8,,Top of the 2nd Red Sox Batting Tied 1-1 Devil Rays' Doug Waechter facing 6-7-8,Top of the 2nd Red Sox Batting Tied 1-1 Devil Rays' Doug Waechter facing 6-7-8,Top of the 2nd Red Sox Batting Tied 1-1 Devil Rays' Doug Waechter facing 6-7-8,Top of the 2nd Red Sox Batting Tied 1-1 Devil Rays' Doug Waechter facing 6-7-8,Top of the 2nd Red Sox Batting Tied 1-1 Devil Rays' Doug Waechter facing 6-7-8,Top of the 2nd Red Sox Batting Tied 1-1 Devil Rays' Doug Waechter facing 6-7-8,Top of the 2nd Red Sox Batting Tied 1-1 Devil Rays' Doug Waechter facing 6-7-8,Top of the 2nd Red Sox Batting Tied 1-1 Devil Rays' Doug Waechter facing 6-7-8
t2,1-1,0,"______, ______, ______",4(1-2) BCFX,,BOS,J. Varitek,D. Waechter,-4%,46%,Single to LF (Line Drive)
t2,1-1,0,"J. Varitek, ______, ______",2(1-0) *BC,,BOS,O. Cabrera,D. Waechter,-2%,44%,Balk; J. Varitek to 2B
t2,1-1,0,"______, J. Varitek, ______",4(1-2) *BC.FX,O,BOS,O. Cabrera,D. Waechter,2%,45%,Foul Flyball: RF (RF Foul); J. Varitek to 3B
t2,1-1,1,"______, ______, J. Varitek",3(0-2) CFX,RO,BOS,B. Mueller,D. Waechter,-2%,44%,Flyball: CF/Sacrifice Fly; J. Varitek Scores
t2,2-1,2,"______, ______, ______",4(3-0) BBBB,,BOS,D. Mientkiewicz,D. Waechter,-1%,43%,Walk
t2,2-1,2,"D. Mientkiewicz, ______, ______",7(3-2) CBB+1C1B>F>S,O,BOS,G. Kapler,D. Waechter,2%,45%,Strikeout Swinging
,,,,,,,,,1 run 1 hit 0 errors 1 LOB. Red Sox 2 Devil Rays 1.,1 run 1 hit 0 errors 1 LOB. Red Sox 2 Devil Rays 1.,1 run 1 hit 0 errors 1 LOB. Red Sox 2 Devil Rays 1.
Bottom of the 2nd Devil Rays Batting Behind 1-2 Red Sox' Pedro Martinez facing 6-7-8,Bottom of the 2nd Devil Rays Batting Behind 1-2 Red Sox' Pedro Martinez facing 6-7-8,Bottom of the 2nd Devil Rays Batting Behind 1-2 Red Sox' Pedro Martinez facing 6-7-8,,Bottom of the 2nd Devil Rays Batting Behind 1-2 Red Sox' Pedro Martinez facing 6-7-8,Bottom of the 2nd Devil Rays Batting Behind 1-2 Red Sox' Pedro Martinez facing 6-7-8,Bottom of the 2nd Devil Rays Batting Behind 1-2 Red Sox' Pedro Martinez facing 6-7-8,Bottom of the 2nd Devil Rays Batting Behind 1-2 Red Sox' Pedro Martinez facing 6-7-8,Bottom of the 2nd Devil Rays Batting Behind 1-2 Red Sox' Pedro Martinez facing 6-7-8,Bottom of the 2nd Devil Rays Batting Behind 1-2 Red Sox' Pedro Martinez facing 6-7-8,Bottom of the 2nd Devil Rays Batting Behind 1-2 Red Sox' Pedro Martinez facing 6-7-8,Bottom of the 2nd Devil Rays Batting Behind 1-2 Red Sox' Pedro Martinez facing 6-7-8
b2,1-2,0,"______, ______, ______",5(1-2) BSSFX,,TBD,J. Cruz,P. Martinez,4%,49%,Single to CF (Ground Ball thru CF-RF)
