Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Devil Rays Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Top of the 1st Devil Rays Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Top of the 1st Devil Rays Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,,Top of the 1st Devil Rays Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Top of the 1st Devil Rays Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Top of the 1st Devil Rays Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Top of the 1st Devil Rays Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Top of the 1st Devil Rays Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Top of the 1st Devil Rays Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Top of the 1st Devil Rays Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Top of the 1st Devil Rays Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3
t1,0-0,0,"______, ______, ______",4(1-2) FFBX,,TBD,C. Crawford,P. Martinez,-3%,47%,Single to RF (Fly Ball to Deep RF)
t1,0-0,0,"C. Crawford, ______, ______",1(0-0) X,O,TBD,J. Lugo,P. Martinez,2%,49%,Bunt Groundout: 3B-1B/Sacrifice (Front of Home); C. Crawford to 2B
t1,0-0,1,"______, C. Crawford, ______",4(2-1) CBBX,O,TBD,A. Huff,P. Martinez,3%,52%,Groundout: SS-1B; C. Crawford to 3B
t1,0-0,2,"______, ______, C. Crawford",2(1-0) BX,O,TBD,R. Baldelli,P. Martinez,4%,55%,Groundout: SS-1B
,,,,,,,,,0 runs 1 hit 0 errors 1 LOB. Devil Rays 0 Red Sox 0.,0 runs 1 hit 0 errors 1 LOB. Devil Rays 0 Red Sox 0.,0 runs 1 hit 0 errors 1 LOB. Devil Rays 0 Red Sox 0.
Bottom of the 1st Red Sox Batting Tied 0-0 Devil Rays' Mark Hendrickson facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Devil Rays' Mark Hendrickson facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Devil Rays' Mark Hendrickson facing 1-2-3,,Bottom of the 1st Red Sox Batting Tied 0-0 Devil Rays' Mark Hendrickson facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Devil Rays' Mark Hendrickson facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Devil Rays' Mark Hendrickson facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Devil Rays' Mark Hendrickson facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Devil Rays' Mark Hendrickson facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Devil Rays' Mark Hendrickson facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Devil Rays' Mark Hendrickson facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Devil Rays' Mark Hendrickson facing 1-2-3
b1,0-0,0,"______, ______, ______",4(1-2) CBFX,O,BOS,G. Kapler,M. Hendrickson,-2%,53%,Popfly: SS
b1,0-0,1,"______, ______, ______",3(1-1) BCX,R,BOS,K. Youkilis,M. Hendrickson,9%,62%,Home Run (Fly Ball)
b1,1-0,1,"______, ______, ______",6(2-2) BCFFBX,O,BOS,M. Ramirez,M. Hendrickson,-2%,60%,Flyball: RF
