Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Rangers Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Top of the 1st Rangers Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Top of the 1st Rangers Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,,Top of the 1st Rangers Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Top of the 1st Rangers Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Top of the 1st Rangers Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Top of the 1st Rangers Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Top of the 1st Rangers Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Top of the 1st Rangers Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Top of the 1st Rangers Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Top of the 1st Rangers Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3
t1,0-0,0,"______, ______, ______",4(1-2) CCBX,O,TEX,M. Young,D. Lowe,2%,52%,Groundout: SS-1B
t1,0-0,1,"______, ______, ______",7(3-2) FBFFBBB,,TEX,H. Blalock,D. Lowe,-2%,50%,Walk
t1,0-0,1,"H. Blalock, ______, ______",2(0-1) CX,OO,TEX,A. Soriano,D. Lowe,5%,55%,Ground Ball Double Play: 3B-2B-1B
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Rangers 0 Red Sox 0.,0 runs 0 hits 0 errors 0 LOB. Rangers 0 Red Sox 0.,0 runs 0 hits 0 errors 0 LOB. Rangers 0 Red Sox 0.
Bottom of the 1st Red Sox Batting Tied 0-0 Rangers' Kenny Rogers facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Rangers' Kenny Rogers facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Rangers' Kenny Rogers facing 1-2-3,,Bottom of the 1st Red Sox Batting Tied 0-0 Rangers' Kenny Rogers facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Rangers' Kenny Rogers facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Rangers' Kenny Rogers facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Rangers' Kenny Rogers facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Rangers' Kenny Rogers facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Rangers' Kenny Rogers facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Rangers' Kenny Rogers facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Rangers' Kenny Rogers facing 1-2-3
b1,0-0,0,"______, ______, ______",4(1-2) BCFX,,BOS,J. Damon,K. Rogers,3%,58%,Single to CF (Fly Ball)
b1,0-0,0,"J. Damon, ______, ______",3(1-1) CB1X,R,BOS,M. Bellhorn,K. Rogers,10%,69%,Double to LF (Ground Ball thru LF Line); J. Damon Scores
b1,1-0,0,"______, M. Bellhorn, ______",2(0-1) CX,RR,BOS,N. Garciaparra,K. Rogers,10%,79%,Home Run (Fly Ball); M. Bellhorn Scores
b1,3-0,0,"______, ______, ______",5(3-1) BBCBX,,BOS,M. Ramirez,K. Rogers,3%,82%,Double to LF (Fly Ball to Deep LF Line)
b1,3-0,0,"______, M. Ramirez, ______",1(0-0) X,O,BOS,K. Millar,K. Rogers,-2%,80%,Groundout: 3B-1B
b1,3-0,1,"______, M. Ramirez, ______",6(3-2) CCBBBX,O,BOS,D. McCarty,K. Rogers,-2%,78%,Groundout: P-SS-1B
b1,3-0,2,"______, M. Ramirez, ______",5(3-1) BBBCX,O,BOS,J. Varitek,K. Rogers,-2%,76%,Flyball: LF
