Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Red Sox Batting Tied 0-0 Tigers' Mike Maroth facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Tigers' Mike Maroth facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Tigers' Mike Maroth facing 1-2-3,,Top of the 1st Red Sox Batting Tied 0-0 Tigers' Mike Maroth facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Tigers' Mike Maroth facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Tigers' Mike Maroth facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Tigers' Mike Maroth facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Tigers' Mike Maroth facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Tigers' Mike Maroth facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Tigers' Mike Maroth facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Tigers' Mike Maroth facing 1-2-3
t1,0-0,0,"______, ______, ______",7(3-2) CBFBBFX,,BOS,J. Damon,M. Maroth,-3%,47%,Single to RF (Line Drive)
t1,0-0,0,"J. Damon, ______, ______",5(3-1) BC1BB1>S,O,BOS,K. Youkilis,M. Maroth,6%,52%,J. Damon Caught Stealing 2B (C-2B-1B)
t1,0-0,1,"______, ______, ______",6(3-2) BC1BB1>S.C,O,BOS,K. Youkilis,M. Maroth,2%,54%,Strikeout Looking
t1,0-0,2,"______, ______, ______",3(1-1) LBX,O,BOS,O. Cabrera,M. Maroth,1%,55%,Popfly: SS
,,,,,,,,,0 runs 1 hit 0 errors 0 LOB. Red Sox 0 Tigers 0.,0 runs 1 hit 0 errors 0 LOB. Red Sox 0 Tigers 0.,0 runs 1 hit 0 errors 0 LOB. Red Sox 0 Tigers 0.
Bottom of the 1st Tigers Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Tigers Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Tigers Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,,Bottom of the 1st Tigers Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Tigers Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Tigers Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Tigers Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Tigers Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Tigers Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Tigers Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Tigers Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3
b1,0-0,0,"______, ______, ______",6(2-2) CFBBFC,O,DET,A. Sanchez,D. Lowe,-2%,53%,Strikeout Looking
b1,0-0,1,"______, ______, ______",8(3-2) BBBCCFFX,,DET,O. Infante,D. Lowe,7%,59%,Triple to RF (Line Drive to Deep RF Line)
b1,0-0,1,"______, ______, O. Infante",1(0-0) X,O,DET,I. Rodriguez,D. Lowe,-7%,52%,Fielder's Choice 3B; O. Infante out at Hm/3B-C
b1,0-0,2,"I. Rodriguez, ______, ______",1(0-0) X,O,DET,D. Young,D. Lowe,-2%,50%,Groundout: SS-1B
,,,,,,,,,0 runs 1 hit 0 errors 1 LOB. Red Sox 0 Tigers 0.,0 runs 1 hit 0 errors 1 LOB. Red Sox 0 Tigers 0.,0 runs 1 hit 0 errors 1 LOB. Red Sox 0 Tigers 0.
