Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Red Sox Batting Tied 0-0 Orioles' Kurt Ainsworth facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Orioles' Kurt Ainsworth facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Orioles' Kurt Ainsworth facing 1-2-3,,Top of the 1st Red Sox Batting Tied 0-0 Orioles' Kurt Ainsworth facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Orioles' Kurt Ainsworth facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Orioles' Kurt Ainsworth facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Orioles' Kurt Ainsworth facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Orioles' Kurt Ainsworth facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Orioles' Kurt Ainsworth facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Orioles' Kurt Ainsworth facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Orioles' Kurt Ainsworth facing 1-2-3
t1,0-0,0,"______, ______, ______",2(1-0) BX,,BOS,J. Damon,K. Ainsworth,6%,56%,Double to LF (Ground Ball)
t1,0-0,0,"______, J. Damon, ______",4(1-2) CBCS,O,BOS,B. Mueller,K. Ainsworth,-4%,52%,Strikeout Swinging
t1,0-0,1,"______, J. Damon, ______",2(1-0) BX,O,BOS,D. Ortiz,K. Ainsworth,-3%,48%,Foul Popfly: 3B (3B Foul)
t1,0-0,2,"______, J. Damon, ______",6(3-2) BCB*BCX,O,BOS,M. Ramirez,K. Ainsworth,-3%,45%,Groundout: 2B-1B
,,,,,,,,,0 runs 1 hit 0 errors 1 LOB. Red Sox 0 Orioles 0.,0 runs 1 hit 0 errors 1 LOB. Red Sox 0 Orioles 0.,0 runs 1 hit 0 errors 1 LOB. Red Sox 0 Orioles 0.
Bottom of the 1st Orioles Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Orioles Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Orioles Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,,Bottom of the 1st Orioles Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Orioles Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Orioles Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Orioles Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Orioles Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Orioles Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Orioles Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Bottom of the 1st Orioles Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3
b1,0-0,0,"______, ______, ______",4(1-2) CBCC,O,BAL,B. Roberts,D. Lowe,2%,47%,Strikeout Looking
b1,0-0,1,"______, ______, ______",6(3-2) BCBBSX,,BAL,M. Mora,D. Lowe,-2%,45%,Single to CF (Line Drive)
b1,0-0,1,"M. Mora, ______, ______",3(1-1) 1BCX,OO,BAL,M. Tejada,D. Lowe,5%,50%,Ground Ball Double Play: SS-2B-1B
