Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Red Sox Batting Tied 0-0 White Sox' Mark Buehrle facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 White Sox' Mark Buehrle facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 White Sox' Mark Buehrle facing 1-2-3,,Top of the 1st Red Sox Batting Tied 0-0 White Sox' Mark Buehrle facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 White Sox' Mark Buehrle facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 White Sox' Mark Buehrle facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 White Sox' Mark Buehrle facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 White Sox' Mark Buehrle facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 White Sox' Mark Buehrle facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 White Sox' Mark Buehrle facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 White Sox' Mark Buehrle facing 1-2-3
t1,0-0,0,"______, ______, ______",3(0-2) CCX,,BOS,J. Damon,M. Buehrle,3%,53%,Reached on E6 (Ground Ball)
t1,0-0,0,"J. Damon, ______, ______",4(3-0) B1BBB,,BOS,O. Cabrera,M. Buehrle,5%,59%,Walk; J. Damon to 2B
t1,0-0,0,"O. Cabrera, J. Damon, ______",2(0-1) CX,,BOS,M. Ramirez,M. Buehrle,7%,65%,Single to LF (Line Drive); J. Damon to 3B; O. Cabrera to 2B
t1,0-0,0,"M. Ramirez, O. Cabrera, J. Damon",2(0-1) CX,ROO,BOS,D. Ortiz,M. Buehrle,-8%,58%,Ground Ball Double Play: 2B-SS-1B; J. Damon Scores/No RBI/unER; O. Cabrera to 3B
t1,1-0,2,"______, ______, O. Cabrera",2(0-1) CX,R,BOS,J. Varitek,M. Buehrle,8%,65%,Single to LF (Line Drive to LF-CF); O. Cabrera Scores/unER
t1,2-0,2,"J. Varitek, ______, ______",3(1-1) FB>X,O,BOS,K. Millar,M. Buehrle,-2%,63%,Groundout: SS-1B
,,,,,,,,,2 runs 2 hits 1 error 1 LOB. Red Sox 2 White Sox 0.,2 runs 2 hits 1 error 1 LOB. Red Sox 2 White Sox 0.,2 runs 2 hits 1 error 1 LOB. Red Sox 2 White Sox 0.
Bottom of the 1st White Sox Batting Behind 0-2 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st White Sox Batting Behind 0-2 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st White Sox Batting Behind 0-2 Red Sox' Curt Schilling facing 1-2-3,,Bottom of the 1st White Sox Batting Behind 0-2 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st White Sox Batting Behind 0-2 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st White Sox Batting Behind 0-2 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st White Sox Batting Behind 0-2 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st White Sox Batting Behind 0-2 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st White Sox Batting Behind 0-2 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st White Sox Batting Behind 0-2 Red Sox' Curt Schilling facing 1-2-3,Bottom of the 1st White Sox Batting Behind 0-2 Red Sox' Curt Schilling facing 1-2-3
b1,0-2,0,"______, ______, ______",4(1-2) CBCH,,CHW,T. Perez,C. Schilling,-4%,60%,Hit By Pitch
b1,0-2,0,"T. Perez, ______, ______",3(0-2) FFX,OO,CHW,R. Alomar,C. Schilling,8%,68%,Ground Ball Double Play: 3B-2B-1B
b1,0-2,2,"______, ______, ______",2(0-1) CX,O,CHW,C. Lee,C. Schilling,1%,69%,Single to RF (Line Drive to Deep RF); C. Lee out at 2B/RF-SS
,,,,,,,,,0 runs 1 hit 0 errors 0 LOB. Red Sox 2 White Sox 0.,0 runs 1 hit 0 errors 0 LOB. Red Sox 2 White Sox 0.,0 runs 1 hit 0 errors 0 LOB. Red Sox 2 White Sox 0.
Top of the 2nd Red Sox Batting Ahead 2-0 White Sox' Mark Buehrle facing 7-8-9,Top of the 2nd Red Sox Batting Ahead 2-0 White Sox' Mark Buehrle facing 7-8-9,Top of the 2nd Red Sox Batting Ahead 2-0 White Sox' Mark Buehrle facing 7-8-9,,Top of the 2nd Red Sox Batting Ahead 2-0 White Sox' Mark Buehrle facing 7-8-9,Top of the 2nd Red Sox Batting Ahead 2-0 White Sox' Mark Buehrle facing 7-8-9,Top of the 2nd Red Sox Batting Ahead 2-0 White Sox' Mark Buehrle facing 7-8-9,Top of the 2nd Red Sox Batting Ahead 2-0 White Sox' Mark Buehrle facing 7-8-9,Top of the 2nd Red Sox Batting Ahead 2-0 White Sox' Mark Buehrle facing 7-8-9,Top of the 2nd Red Sox Batting Ahead 2-0 White Sox' Mark Buehrle facing 7-8-9,Top of the 2nd Red Sox Batting Ahead 2-0 White Sox' Mark Buehrle facing 7-8-9,Top of the 2nd Red Sox Batting Ahead 2-0 White Sox' Mark Buehrle facing 7-8-9
t2,2-0,0,"______, ______, ______",3(2-0) BBX,,BOS,B. Mueller,M. Buehrle,3%,71%,Single to SS (Ground Ball)
t2,2-0,0,"B. Mueller, ______, ______",3(0-2) CFS,O,BOS,G. Kapler,M. Buehrle,-3%,69%,Strikeout Swinging
t2,2-0,1,"B. Mueller, ______, ______",1(0-0) X,,BOS,R. Gutierrez,M. Buehrle,3%,71%,Single to RF (Line Drive to CF-RF); B. Mueller to 2B
t2,2-0,1,"R. Gutierrez, B. Mueller, ______",2(1-0) BX,,BOS,J. Damon,M. Buehrle,4%,76%,Single to RF (Line Drive); B. Mueller to 3B; R. Gutierrez to 2B
t2,2-0,1,"J. Damon, R. Gutierrez, B. Mueller",2(0-1) SX,O,BOS,O. Cabrera,M. Buehrle,-6%,70%,Foul Popfly: 1B (1B Foul)
t2,2-0,2,"J. Damon, R. Gutierrez, B. Mueller",4(2-1) BBSX,RRRR,BOS,M. Ramirez,M. Buehrle,20%,90%,Home Run (Line Drive); B. Mueller Scores; R. Gutierrez Scores; J. Damon Scores
t2,6-0,2,"______, ______, ______",7(3-2) CFBBBFS,O,BOS,D. Ortiz,M. Buehrle,-0%,90%,Strikeout Swinging
,,,,,,,,,4 runs 4 hits 0 errors 0 LOB. Red Sox 6 White Sox 0.,4 runs 4 hits 0 errors 0 LOB. Red Sox 6 White Sox 0.,4 runs 4 hits 0 errors 0 LOB. Red Sox 6 White Sox 0.
Bottom of the 2nd White Sox Batting Behind 0-6 Red Sox' Curt Schilling facing 4-5-6,Bottom of the 2nd White Sox Batting Behind 0-6 Red Sox' Curt Schilling facing 4-5-6,Bottom of the 2nd White Sox Batting Behind 0-6 Red Sox' Curt Schilling facing 4-5-6,,Bottom of the 2nd White Sox Batting Behind 0-6 Red Sox' Curt Schilling facing 4-5-6,Bottom of the 2nd White Sox Batting Behind 0-6 Red Sox' Curt Schilling facing 4-5-6,Bottom of the 2nd White Sox Batting Behind 0-6 Red Sox' Curt Schilling facing 4-5-6,Bottom of the 2nd White Sox Batting Behind 0-6 Red Sox' Curt Schilling facing 4-5-6,Bottom of the 2nd White Sox Batting Behind 0-6 Red Sox' Curt Schilling facing 4-5-6,Bottom of the 2nd White Sox Batting Behind 0-6 Red Sox' Curt Schilling facing 4-5-6,Bottom of the 2nd White Sox Batting Behind 0-6 Red Sox' Curt Schilling facing 4-5-6,Bottom of the 2nd White Sox Batting Behind 0-6 Red Sox' Curt Schilling facing 4-5-6
b2,0-6,0,"______, ______, ______",4(1-2) CBSX,,CHW,P. Konerko,C. Schilling,-2%,88%,Single to CF (Ground Ball)
b2,0-6,0,"P. Konerko, ______, ______",3(0-2) FFS,O,CHW,C. Everett,C. Schilling,2%,90%,Strikeout Swinging
b2,0-6,1,"P. Konerko, ______, ______",4(2-1) BBSX,O,CHW,J. Valentin,C. Schilling,2%,92%,Groundout: 2B-SS/Forceout at 2B
b2,0-6,2,"J. Valentin, ______, ______",5(1-2) CS+1BFX,O,CHW,A. Rowand,C. Schilling,1%,93%,Lineout: 3B
,,,,,,,,,0 runs 1 hit 0 errors 1 LOB. Red Sox 6 White Sox 0.,0 runs 1 hit 0 errors 1 LOB. Red Sox 6 White Sox 0.,0 runs 1 hit 0 errors 1 LOB. Red Sox 6 White Sox 0.
Top of the 3rd Red Sox Batting Ahead 6-0 White Sox' Mark Buehrle facing 5-6-7,Top of the 3rd Red Sox Batting Ahead 6-0 White Sox' Mark Buehrle facing 5-6-7,Top of the 3rd Red Sox Batting Ahead 6-0 White Sox' Mark Buehrle facing 5-6-7,,Top of the 3rd Red Sox Batting Ahead 6-0 White Sox' Mark Buehrle facing 5-6-7,Top of the 3rd Red Sox Batting Ahead 6-0 White Sox' Mark Buehrle facing 5-6-7,Top of the 3rd Red Sox Batting Ahead 6-0 White Sox' Mark Buehrle facing 5-6-7,Top of the 3rd Red Sox Batting Ahead 6-0 White Sox' Mark Buehrle facing 5-6-7,Top of the 3rd Red Sox Batting Ahead 6-0 White Sox' Mark Buehrle facing 5-6-7,Top of the 3rd Red Sox Batting Ahead 6-0 White Sox' Mark Buehrle facing 5-6-7,Top of the 3rd Red Sox Batting Ahead 6-0 White Sox' Mark Buehrle facing 5-6-7,Top of the 3rd Red Sox Batting Ahead 6-0 White Sox' Mark Buehrle facing 5-6-7
t3,6-0,0,"______, ______, ______",4(1-2) BFCX,,BOS,J. Varitek,M. Buehrle,1%,94%,Single to 2B (Ground Ball)
t3,6-0,0,"J. Varitek, ______, ______",2(0-1) S1X,O,BOS,K. Millar,M. Buehrle,-1%,93%,Flyball: LF (LF-CF)
t3,6-0,1,"J. Varitek, ______, ______",4(0-2) FFFS,O,BOS,B. Mueller,M. Buehrle,-1%,92%,Strikeout Swinging
t3,6-0,2,"J. Varitek, ______, ______",2(0-1) CX,O,BOS,G. Kapler,M. Buehrle,-1%,92%,Groundout: 3B-2B/Forceout at 2B
,,,,,,,,,0 runs 1 hit 0 errors 1 LOB. Red Sox 6 White Sox 0.,0 runs 1 hit 0 errors 1 LOB. Red Sox 6 White Sox 0.,0 runs 1 hit 0 errors 1 LOB. Red Sox 6 White Sox 0.
