Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Rangers Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Top of the 1st Rangers Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Top of the 1st Rangers Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,,Top of the 1st Rangers Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Top of the 1st Rangers Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Top of the 1st Rangers Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Top of the 1st Rangers Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Top of the 1st Rangers Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Top of the 1st Rangers Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Top of the 1st Rangers Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Top of the 1st Rangers Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3
t1,0-0,0,"______, ______, ______",2(0-1) CX,O,TEX,E. Young,T. Wakefield,-2%,48%,Groundout: SS-1B
t1,0-0,1,"______, ______, ______",4(2-1) BFBX,O,TEX,M. Young,T. Wakefield,-2%,46%,Foul Popfly: 1B (1B Foul)
t1,0-0,2,"______, ______, ______",2(0-1) CX,O,TEX,H. Blalock,T. Wakefield,-1%,45%,Groundout: 2B-1B
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Rangers 0 Red Sox 0.,0 runs 0 hits 0 errors 0 LOB. Rangers 0 Red Sox 0.,0 runs 0 hits 0 errors 0 LOB. Rangers 0 Red Sox 0.
Bottom of the 1st Red Sox Batting Tied 0-0 Rangers' Chris Young facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Rangers' Chris Young facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Rangers' Chris Young facing 1-2-3,,Bottom of the 1st Red Sox Batting Tied 0-0 Rangers' Chris Young facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Rangers' Chris Young facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Rangers' Chris Young facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Rangers' Chris Young facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Rangers' Chris Young facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Rangers' Chris Young facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Rangers' Chris Young facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Rangers' Chris Young facing 1-2-3
b1,0-0,0,"______, ______, ______",4(1-2) CBFX,O,BOS,D. Roberts,C. Young,2%,47%,Bunt Groundout: P-1B
b1,0-0,1,"______, ______, ______",5(2-2) SBBFC,O,BOS,M. Bellhorn,C. Young,2%,49%,Strikeout Looking
b1,0-0,2,"______, ______, ______",2(0-1) CX,,BOS,M. Ramirez,C. Young,-1%,48%,Single to CF (Fly Ball)
b1,0-0,2,"M. Ramirez, ______, ______",3(0-2) CC1S,O,BOS,D. Ortiz,C. Young,2%,50%,Strikeout Swinging
,,,,,,,,,0 runs 1 hit 0 errors 1 LOB. Rangers 0 Red Sox 0.,0 runs 1 hit 0 errors 1 LOB. Rangers 0 Red Sox 0.,0 runs 1 hit 0 errors 1 LOB. Rangers 0 Red Sox 0.
