Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Twins Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Top of the 1st Twins Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Top of the 1st Twins Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,,Top of the 1st Twins Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Top of the 1st Twins Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Top of the 1st Twins Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Top of the 1st Twins Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Top of the 1st Twins Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Top of the 1st Twins Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Top of the 1st Twins Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3,Top of the 1st Twins Batting Tied 0-0 Red Sox' Curt Schilling facing 1-2-3
t1,0-0,0,"['', '', '']",2(0-1) CX,O,MIN,C. Guzman,C. Schilling,2%,52%,Groundout: SS-1B
t1,0-0,1,"['', '', '']",4(1-2) BCFS,O,MIN,D. Mientkiewicz,C. Schilling,2%,54%,Strikeout Swinging
t1,0-0,2,"['', '', '']",2(0-1) CX,O,MIN,L. Ford,C. Schilling,1%,55%,Groundout: 2B-1B
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Twins 0 Red Sox 0.,0 runs 0 hits 0 errors 0 LOB. Twins 0 Red Sox 0.,0 runs 0 hits 0 errors 0 LOB. Twins 0 Red Sox 0.
Bottom of the 1st Red Sox Batting Tied 0-0 Twins' Kyle Lohse facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Twins' Kyle Lohse facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Twins' Kyle Lohse facing 1-2-3,,Bottom of the 1st Red Sox Batting Tied 0-0 Twins' Kyle Lohse facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Twins' Kyle Lohse facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Twins' Kyle Lohse facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Twins' Kyle Lohse facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Twins' Kyle Lohse facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Twins' Kyle Lohse facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Twins' Kyle Lohse facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Twins' Kyle Lohse facing 1-2-3
b1,0-0,0,"['', '', '']",4(1-2) CBFT,O,BOS,J. Damon,K. Lohse,-2%,53%,Strikeout Swinging
b1,0-0,1,"['', '', '']",1(0-0) X,O,BOS,M. Bellhorn,K. Lohse,-2%,51%,Groundout: 2B-1B
b1,0-0,2,"['', '', '']",5(2-2) CBBSX,R,BOS,D. Ortiz,K. Lohse,9%,60%,Home Run (Fly Ball to CF-RF)
b1,1-0,2,"['', '', '']",6(3-2) BFBFBB,,BOS,M. Ramirez,K. Lohse,1%,62%,Walk
b1,1-0,2,"['Ramirez', '', '']",2(0-1) SX,O,BOS,N. Garciaparra,K. Lohse,-2%,59%,Flyball: RF (CF-RF)
,,,,,,,,,1 run 1 hit 0 errors 1 LOB. Twins 0 Red Sox 1.,1 run 1 hit 0 errors 1 LOB. Twins 0 Red Sox 1.,1 run 1 hit 0 errors 1 LOB. Twins 0 Red Sox 1.
Top of the 2nd Twins Batting Behind 0-1 Red Sox' Curt Schilling facing 4-5-6,Top of the 2nd Twins Batting Behind 0-1 Red Sox' Curt Schilling facing 4-5-6,Top of the 2nd Twins Batting Behind 0-1 Red Sox' Curt Schilling facing 4-5-6,,Top of the 2nd Twins Batting Behind 0-1 Red Sox' Curt Schilling facing 4-5-6,Top of the 2nd Twins Batting Behind 0-1 Red Sox' Curt Schilling facing 4-5-6,Top of the 2nd Twins Batting Behind 0-1 Red Sox' Curt Schilling facing 4-5-6,Top of the 2nd Twins Batting Behind 0-1 Red Sox' Curt Schilling facing 4-5-6,Top of the 2nd Twins Batting Behind 0-1 Red Sox' Curt Schilling facing 4-5-6,Top of the 2nd Twins Batting Behind 0-1 Red Sox' Curt Schilling facing 4-5-6,Top of the 2nd Twins Batting Behind 0-1 Red Sox' Curt Schilling facing 4-5-6,Top of the 2nd Twins Batting Behind 0-1 Red Sox' Curt Schilling facing 4-5-6
t2,0-1,0,"['', '', '']",2(0-1) FX,O,MIN,C. Koskie,C. Schilling,3%,62%,Flyball: RF (Deep RF)
t2,0-1,1,"['', '', '']",4(1-2) CBFX,,MIN,T. Hunter,C. Schilling,-3%,59%,Single to CF (Ground Ball)
t2,0-1,1,"['Hunter', '', '']",3(0-2) CSS,O,MIN,J. Jones,C. Schilling,3%,62%,Strikeout Swinging
t2,0-1,2,"['Hunter', '', '']",4(1-2) CC*BX,O,MIN,M. LeCroy,C. Schilling,3%,65%,Single to SS (Ground Ball to Short LF); Hunter out at 3B/SS-3B
,,,,,,,,,0 runs 2 hits 0 errors 1 LOB. Twins 0 Red Sox 1.,0 runs 2 hits 0 errors 1 LOB. Twins 0 Red Sox 1.,0 runs 2 hits 0 errors 1 LOB. Twins 0 Red Sox 1.
