Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Orioles Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Top of the 1st Orioles Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Top of the 1st Orioles Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,,Top of the 1st Orioles Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Top of the 1st Orioles Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Top of the 1st Orioles Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Top of the 1st Orioles Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Top of the 1st Orioles Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Top of the 1st Orioles Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Top of the 1st Orioles Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Top of the 1st Orioles Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3
t1,0-0,0,"______, ______, ______",4(2-1) BBCX,R,BAL,B. Roberts,P. Martinez,9%,59%,Home Run (Fly Ball)
t1,1-0,0,"______, ______, ______",6(2-2) BFBCFX,O,BAL,M. Mora,P. Martinez,-2%,57%,Flyball: CF
t1,1-0,1,"______, ______, ______",5(3-1) BBBCB,,BAL,M. Tejada,P. Martinez,2%,59%,Walk
t1,1-0,1,"M. Tejada, ______, ______",6(2-2) CFBBFX,O,BAL,R. Palmeiro,P. Martinez,-3%,56%,Groundout: 2B-SS/Forceout at 2B
t1,1-0,2,"R. Palmeiro, ______, ______",4(1-2) CFBS,O,BAL,J. Lopez,P. Martinez,-2%,54%,Strikeout Swinging
,,,,,,,,,1 run 1 hit 0 errors 1 LOB. Orioles 1 Red Sox 0.,1 run 1 hit 0 errors 1 LOB. Orioles 1 Red Sox 0.,1 run 1 hit 0 errors 1 LOB. Orioles 1 Red Sox 0.
Bottom of the 1st Red Sox Batting Behind 0-1 Orioles' Sidney Ponson facing 1-2-3,Bottom of the 1st Red Sox Batting Behind 0-1 Orioles' Sidney Ponson facing 1-2-3,Bottom of the 1st Red Sox Batting Behind 0-1 Orioles' Sidney Ponson facing 1-2-3,,Bottom of the 1st Red Sox Batting Behind 0-1 Orioles' Sidney Ponson facing 1-2-3,Bottom of the 1st Red Sox Batting Behind 0-1 Orioles' Sidney Ponson facing 1-2-3,Bottom of the 1st Red Sox Batting Behind 0-1 Orioles' Sidney Ponson facing 1-2-3,Bottom of the 1st Red Sox Batting Behind 0-1 Orioles' Sidney Ponson facing 1-2-3,Bottom of the 1st Red Sox Batting Behind 0-1 Orioles' Sidney Ponson facing 1-2-3,Bottom of the 1st Red Sox Batting Behind 0-1 Orioles' Sidney Ponson facing 1-2-3,Bottom of the 1st Red Sox Batting Behind 0-1 Orioles' Sidney Ponson facing 1-2-3,Bottom of the 1st Red Sox Batting Behind 0-1 Orioles' Sidney Ponson facing 1-2-3
b1,0-1,0,"______, ______, ______",3(1-1) CBX,O,BOS,J. Damon,S. Ponson,2%,56%,Groundout: 3B-1B
b1,0-1,1,"______, ______, ______",5(3-1) BCBBX,O,BOS,B. Mueller,S. Ponson,2%,58%,Popfly: SS (Short LF)
b1,0-1,2,"______, ______, ______",4(1-2) BCSX,,BOS,D. Ortiz,S. Ponson,-1%,57%,Single to RF (Line Drive)
b1,0-1,2,"D. Ortiz, ______, ______",9(3-2) FSBFBFBF>C,O,BOS,M. Ramirez,S. Ponson,2%,59%,Strikeout Looking
,,,,,,,,,0 runs 1 hit 0 errors 1 LOB. Orioles 1 Red Sox 0.,0 runs 1 hit 0 errors 1 LOB. Orioles 1 Red Sox 0.,0 runs 1 hit 0 errors 1 LOB. Orioles 1 Red Sox 0.
Top of the 2nd Orioles Batting Ahead 1-0 Red Sox' Pedro Martinez facing 6-7-8,Top of the 2nd Orioles Batting Ahead 1-0 Red Sox' Pedro Martinez facing 6-7-8,Top of the 2nd Orioles Batting Ahead 1-0 Red Sox' Pedro Martinez facing 6-7-8,,Top of the 2nd Orioles Batting Ahead 1-0 Red Sox' Pedro Martinez facing 6-7-8,Top of the 2nd Orioles Batting Ahead 1-0 Red Sox' Pedro Martinez facing 6-7-8,Top of the 2nd Orioles Batting Ahead 1-0 Red Sox' Pedro Martinez facing 6-7-8,Top of the 2nd Orioles Batting Ahead 1-0 Red Sox' Pedro Martinez facing 6-7-8,Top of the 2nd Orioles Batting Ahead 1-0 Red Sox' Pedro Martinez facing 6-7-8,Top of the 2nd Orioles Batting Ahead 1-0 Red Sox' Pedro Martinez facing 6-7-8,Top of the 2nd Orioles Batting Ahead 1-0 Red Sox' Pedro Martinez facing 6-7-8,Top of the 2nd Orioles Batting Ahead 1-0 Red Sox' Pedro Martinez facing 6-7-8
