Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st White Sox Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Top of the 1st White Sox Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Top of the 1st White Sox Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,,Top of the 1st White Sox Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Top of the 1st White Sox Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Top of the 1st White Sox Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Top of the 1st White Sox Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Top of the 1st White Sox Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Top of the 1st White Sox Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Top of the 1st White Sox Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Top of the 1st White Sox Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3
t1,0-0,0,"______, ______, ______",6(2-2) CBCFBX,O,CHW,T. Perez,T. Wakefield,-2%,48%,Groundout: 1B unassisted
t1,0-0,1,"______, ______, ______",4(0-2) CFFX,O,CHW,R. Alomar,T. Wakefield,-2%,46%,Groundout: 2B-1B
t1,0-0,2,"______, ______, ______",4(2-1) BFBX,O,CHW,C. Lee,T. Wakefield,-1%,45%,Flyball: RF
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. White Sox 0 Red Sox 0.,0 runs 0 hits 0 errors 0 LOB. White Sox 0 Red Sox 0.,0 runs 0 hits 0 errors 0 LOB. White Sox 0 Red Sox 0.
Bottom of the 1st Red Sox Batting Tied 0-0 White Sox' Jose Contreras facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 White Sox' Jose Contreras facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 White Sox' Jose Contreras facing 1-2-3,,Bottom of the 1st Red Sox Batting Tied 0-0 White Sox' Jose Contreras facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 White Sox' Jose Contreras facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 White Sox' Jose Contreras facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 White Sox' Jose Contreras facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 White Sox' Jose Contreras facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 White Sox' Jose Contreras facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 White Sox' Jose Contreras facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 White Sox' Jose Contreras facing 1-2-3
b1,0-0,0,"______, ______, ______",1(0-0) X,O,BOS,J. Damon,J. Contreras,2%,47%,Groundout: SS-1B
b1,0-0,1,"______, ______, ______",4(1-2) CCBX,O,BOS,D. Mientkiewicz,J. Contreras,2%,49%,Groundout: 1B-P
b1,0-0,2,"______, ______, ______",4(1-2) BFSC,O,BOS,M. Ramirez,J. Contreras,1%,50%,Strikeout Looking
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. White Sox 0 Red Sox 0.,0 runs 0 hits 0 errors 0 LOB. White Sox 0 Red Sox 0.,0 runs 0 hits 0 errors 0 LOB. White Sox 0 Red Sox 0.
