Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Red Sox Batting Tied 0-0 Indians' CC Sabathia facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Indians' CC Sabathia facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Indians' CC Sabathia facing 1-2-3,,Top of the 1st Red Sox Batting Tied 0-0 Indians' CC Sabathia facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Indians' CC Sabathia facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Indians' CC Sabathia facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Indians' CC Sabathia facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Indians' CC Sabathia facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Indians' CC Sabathia facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Indians' CC Sabathia facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Indians' CC Sabathia facing 1-2-3
t1,0-0,0,"['', '', '']",3(1-1) CBX,O,BOS,M. Bellhorn,C. Sabathia,-2%,48%,Popfly: SS (LF-CF)
t1,0-0,1,"['', '', '']",3(2-0) BBX,O,BOS,G. Kapler,C. Sabathia,-2%,46%,Groundout: SS-1B
t1,0-0,2,"['', '', '']",5(2-2) BFBFX,O,BOS,D. Ortiz,C. Sabathia,-1%,45%,Popfly: SS (Short LF-CF)
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Indians 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Indians 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Indians 0.
Bottom of the 1st Indians Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Indians Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Indians Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,,Bottom of the 1st Indians Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Indians Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Indians Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Indians Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Indians Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Indians Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Indians Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Indians Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3
b1,0-0,0,"['', '', '']",1(0-0) X,R,CLE,M. Lawton,P. Martinez,-10%,36%,Home Run (Fly Ball)
b1,1-0,0,"['', '', '']",7(1-2) CFBFFFX,,CLE,O. Vizquel,P. Martinez,-3%,33%,Single to LF (Line Drive)
b1,1-0,0,"['Vizquel', '', '']",3(0-2) FC1X,,CLE,J. Gerut,P. Martinez,-7%,25%,Single to CF (Ground Ball); Vizquel to 3B
b1,1-0,0,"['Gerut', '', 'Vizquel']",1(0-0) X,RO,CLE,V. Martinez,P. Martinez,1%,26%,Groundout: 2B-1B; Vizquel Scores; Gerut to 2B
b1,2-0,1,"['', 'Gerut', '']",4(1-2) BFFX,OO,CLE,T. Hafner,P. Martinez,5%,31%,Line Drive Double Play: 2B; Gerut out at 2B/2B-SS
,,,,,,,,,2 runs 3 hits 0 errors 0 LOB. Red Sox 0 Indians 2.,2 runs 3 hits 0 errors 0 LOB. Red Sox 0 Indians 2.,2 runs 3 hits 0 errors 0 LOB. Red Sox 0 Indians 2.
Top of the 2nd Red Sox Batting Behind 0-2 Indians' CC Sabathia facing 4-5-6,Top of the 2nd Red Sox Batting Behind 0-2 Indians' CC Sabathia facing 4-5-6,Top of the 2nd Red Sox Batting Behind 0-2 Indians' CC Sabathia facing 4-5-6,,Top of the 2nd Red Sox Batting Behind 0-2 Indians' CC Sabathia facing 4-5-6,Top of the 2nd Red Sox Batting Behind 0-2 Indians' CC Sabathia facing 4-5-6,Top of the 2nd Red Sox Batting Behind 0-2 Indians' CC Sabathia facing 4-5-6,Top of the 2nd Red Sox Batting Behind 0-2 Indians' CC Sabathia facing 4-5-6,Top of the 2nd Red Sox Batting Behind 0-2 Indians' CC Sabathia facing 4-5-6,Top of the 2nd Red Sox Batting Behind 0-2 Indians' CC Sabathia facing 4-5-6,Top of the 2nd Red Sox Batting Behind 0-2 Indians' CC Sabathia facing 4-5-6,Top of the 2nd Red Sox Batting Behind 0-2 Indians' CC Sabathia facing 4-5-6
t2,0-2,0,"['', '', '']",5(2-2) SCBBX,O,BOS,M. Ramirez,C. Sabathia,-2%,28%,Groundout: 3B-1B
t2,0-2,1,"['', '', '']",4(2-1) BFBX,O,BOS,J. Varitek,C. Sabathia,-2%,27%,Groundout: 3B-1B
t2,0-2,2,"['', '', '']",4(1-2) CFBX,,BOS,K. Millar,C. Sabathia,1%,28%,Single to LF (Ground Ball)
t2,0-2,2,"['Millar', '', '']",2(0-1) FX,O,BOS,D. McCarty,C. Sabathia,-2%,25%,Groundout: 3B-1B
,,,,,,,,,0 runs 1 hit 0 errors 1 LOB. Red Sox 0 Indians 2.,0 runs 1 hit 0 errors 1 LOB. Red Sox 0 Indians 2.,0 runs 1 hit 0 errors 1 LOB. Red Sox 0 Indians 2.
Bottom of the 2nd Indians Batting Ahead 2-0 Red Sox' Pedro Martinez facing 6-7-8,Bottom of the 2nd Indians Batting Ahead 2-0 Red Sox' Pedro Martinez facing 6-7-8,Bottom of the 2nd Indians Batting Ahead 2-0 Red Sox' Pedro Martinez facing 6-7-8,,Bottom of the 2nd Indians Batting Ahead 2-0 Red Sox' Pedro Martinez facing 6-7-8,Bottom of the 2nd Indians Batting Ahead 2-0 Red Sox' Pedro Martinez facing 6-7-8,Bottom of the 2nd Indians Batting Ahead 2-0 Red Sox' Pedro Martinez facing 6-7-8,Bottom of the 2nd Indians Batting Ahead 2-0 Red Sox' Pedro Martinez facing 6-7-8,Bottom of the 2nd Indians Batting Ahead 2-0 Red Sox' Pedro Martinez facing 6-7-8,Bottom of the 2nd Indians Batting Ahead 2-0 Red Sox' Pedro Martinez facing 6-7-8,Bottom of the 2nd Indians Batting Ahead 2-0 Red Sox' Pedro Martinez facing 6-7-8,Bottom of the 2nd Indians Batting Ahead 2-0 Red Sox' Pedro Martinez facing 6-7-8
b2,2-0,0,"['', '', '']",1(0-0) X,O,CLE,R. Belliard,P. Martinez,2%,27%,Popfly: C (Front of Home)
b2,2-0,1,"['', '', '']",3(0-2) CFS,O,CLE,B. Broussard,P. Martinez,1%,28%,Strikeout Swinging
b2,2-0,2,"['', '', '']",2(0-1) CX,O,CLE,L. Merloni,P. Martinez,1%,29%,Groundout: SS-1B
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Indians 2.,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Indians 2.,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Indians 2.
Top of the 3rd Red Sox Batting Behind 0-2 Indians' CC Sabathia facing 8-9-1,Top of the 3rd Red Sox Batting Behind 0-2 Indians' CC Sabathia facing 8-9-1,Top of the 3rd Red Sox Batting Behind 0-2 Indians' CC Sabathia facing 8-9-1,,Top of the 3rd Red Sox Batting Behind 0-2 Indians' CC Sabathia facing 8-9-1,Top of the 3rd Red Sox Batting Behind 0-2 Indians' CC Sabathia facing 8-9-1,Top of the 3rd Red Sox Batting Behind 0-2 Indians' CC Sabathia facing 8-9-1,Top of the 3rd Red Sox Batting Behind 0-2 Indians' CC Sabathia facing 8-9-1,Top of the 3rd Red Sox Batting Behind 0-2 Indians' CC Sabathia facing 8-9-1,Top of the 3rd Red Sox Batting Behind 0-2 Indians' CC Sabathia facing 8-9-1,Top of the 3rd Red Sox Batting Behind 0-2 Indians' CC Sabathia facing 8-9-1,Top of the 3rd Red Sox Batting Behind 0-2 Indians' CC Sabathia facing 8-9-1
t3,0-2,0,"['', '', '']",6(3-2) BFSBBX,O,BOS,B. Mueller,C. Sabathia,-3%,27%,Groundout: 2B-1B
