Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Red Sox Batting Tied 0-0 Yankees' Mike Mussina facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Mike Mussina facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Mike Mussina facing 1-2-3,,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Mike Mussina facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Mike Mussina facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Mike Mussina facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Mike Mussina facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Mike Mussina facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Mike Mussina facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Mike Mussina facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Mike Mussina facing 1-2-3
t1,0-0,0,"______, ______, ______",5(2-2) CBBFX,O,BOS,J. Damon,M. Mussina,2%,52%,Flyball: LF
t1,0-0,1,"______, ______, ______",5(2-2) CBBCX,,BOS,M. Bellhorn,M. Mussina,-2%,50%,Single to LF (Line Drive)
t1,0-0,1,"M. Bellhorn, ______, ______",5(1-2) SCFBX,O,BOS,M. Ramirez,M. Mussina,3%,53%,Popfly: 3B
t1,0-0,2,"M. Bellhorn, ______, ______",5(2-2) BCTBS,O,BOS,D. Ortiz,M. Mussina,2%,55%,Strikeout Swinging
,,,,,,,,,0 runs 1 hit 0 errors 1 LOB. Red Sox 0 Yankees 0.,0 runs 1 hit 0 errors 1 LOB. Red Sox 0 Yankees 0.,0 runs 1 hit 0 errors 1 LOB. Red Sox 0 Yankees 0.
Bottom of the 1st Yankees Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Yankees Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Yankees Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,,Bottom of the 1st Yankees Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Yankees Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Yankees Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Yankees Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Yankees Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Yankees Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Yankees Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3,Bottom of the 1st Yankees Batting Tied 0-0 Red Sox' Pedro Martinez facing 1-2-3
b1,0-0,0,"______, ______, ______",2(0-1) FX,O,NYY,D. Jeter,P. Martinez,-2%,53%,Groundout: SS-1B
b1,0-0,1,"______, ______, ______",1(0-0) X,,NYY,A. Rodriguez,P. Martinez,2%,55%,Single to CF (Ground Ball)
b1,0-0,1,"A. Rodriguez, ______, ______",1(0-0) 1X,RR,NYY,G. Sheffield,P. Martinez,16%,71%,Home Run (Fly Ball); A. Rodriguez Scores
